ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
1799,"                            3-р баг, Энгэр шанд",Eastern,Дорнод,MN21,Чойбалсан,MN2104,"3-р баг, Энгэр шанд","3-р баг, Энгэр шанд"
1800,"                            4-р баг, Хөхнуур",Eastern,Дорнод,MN21,Чойбалсан,MN2104,"4-р баг, Хөхнуур","4-р баг, Хөхнуур"
1801,                Чулуунхороот,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,Чулуунхороот,
1802,"                        1-р баг, Дэлгэр",Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"1-р баг, Дэлгэр","1-р баг, Дэлгэр"
1803,"                        2-р баг, Галуут",Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"2-р баг, Галуут","2-р баг, Галуут"
1804,"                        3-р баг, Цагаанчулуут",Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"3-р баг, Цагаанчулуут","3-р баг, Цагаанчулуут"
1805,            Сүхбаатар,Eastern,Сүхбаатар,MN22,Сүхбаатар,,Сүхбаатар,
1806,                Баруун-Урт,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,Баруун-Урт,
1807,                        1-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,1-р баг,1-р баг
1808,                        2-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,2-р баг,2-р баг
1809,                        3-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,3-р баг,3-р баг
1810,                        4-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,4-р баг,4-р баг
1811,                        5-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,5-р баг,5-р баг
1812,                        6-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,6-р баг,6-р баг
1813,                        7-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,7-р баг,7-р баг
1814,                        8-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,8-р баг,8-р баг
1815,                        9-р баг,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,9-р баг,9-р баг
1816,                Асгат,Eastern,Сүхбаатар,MN22,Асгат,MN2205,Асгат,
1817,"                        1-р баг, Өлзийт",Eastern,Сүхбаатар,MN22,Асгат,MN2205,"1-р баг, Өлзийт","1-р баг, Өлзийт"
1818,"                        2-р баг, Дөхөм",Eastern,Сүхбаатар,MN22,Асгат,MN2205,"2-р баг, Дөхөм","2-р баг, Дөхөм"
1819,"                        3-р баг, Их-Уул",Eastern,Сүхбаатар,MN22,Асгат,MN2205,"3-р баг, Их-Уул","3-р баг, Их-Уул"
1820,"                        4-р баг, Жаргалант",Eastern,Сүхбаатар,MN22,Асгат,MN2205,"4-р баг, Жаргалант","4-р баг, Жаргалант"
1821,                Баяндэлгэр,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,Баяндэлгэр,
1822,"                        1-р баг, Баян",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"1-р баг, Баян","1-р баг, Баян"
1823,"                        2-р баг, Дэлгэр",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"2-р баг, Дэлгэр","2-р баг, Дэлгэр"
1824,"                        3-р баг, Төв",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"3-р баг, Төв","3-р баг, Төв"
1825,"                        4-р баг, Дөхөм",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"4-р баг, Дөхөм","4-р баг, Дөхөм"
1826,"                        5-р баг, Хонгор",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"5-р баг, Хонгор","5-р баг, Хонгор"
1827,"                        6-р баг, Ширээт",Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"6-р баг, Ширээт","6-р баг, Ширээт"
1828,                Дарьганга,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,Дарьганга,
1829,"                        1-р баг, Үүд",Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"1-р баг, Үүд","1-р баг, Үүд"
1830,"                        2-р баг, Бадрах",Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"2-р баг, Бадрах","2-р баг, Бадрах"
1831,"                        3-р баг, Аман-Ус",Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"3-р баг, Аман-Ус","3-р баг, Аман-Ус"
1832,"                        4-р баг, Овоот",Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"4-р баг, Овоот","4-р баг, Овоот"
1833,                    Мөнххаан,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,Мөнххаан,
1834,"                            1-р баг, Баянтэрэм",Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"1-р баг, Баянтэрэм","1-р баг, Баянтэрэм"
1835,"                            2-р баг, Баян-Уул",Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"2-р баг, Баян-Уул","2-р баг, Баян-Уул"
1836,"                            3-р баг, Баянцагаан",Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"3-р баг, Баянцагаан","3-р баг, Баянцагаан"
1837,"                            4-р баг, Баясгалант",Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"4-р баг, Баясгалант","4-р баг, Баясгалант"
1838,"                            5-р баг, Бүрэнцогт",Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"5-р баг, Бүрэнцогт","5-р баг, Бүрэнцогт"
1839,                    Наран,Eastern,Сүхбаатар,MN22,Наран,MN2206,Наран,
1840,"                            1-р баг, Гүн худаг",Eastern,Сүхбаатар,MN22,Наран,MN2206,"1-р баг, Гүн худаг","1-р баг, Гүн худаг"
1841,"                            2-р баг, Тосонгийн гол",Eastern,Сүхбаатар,MN22,Наран,MN2206,"2-р баг, Тосонгийн гол","2-р баг, Тосонгийн гол"
1842,"                            3-р баг, Наранбулаг",Eastern,Сүхбаатар,MN22,Наран,MN2206,"3-р баг, Наранбулаг","3-р баг, Наранбулаг"
1843,                    Онгон,Eastern,Сүхбаатар,MN22,Онгон,MN2209,Онгон,
1844,"                            1-р баг, Ихбулаг",Eastern,Сүхбаатар,MN22,Онгон,MN2209,"1-р баг, Ихбулаг","1-р баг, Ихбулаг"
1845,"                            2-р баг, Шарбүрд",Eastern,Сүхбаатар,MN22,Онгон,MN2209,"2-р баг, Шарбүрд","2-р баг, Шарбүрд"
1846,"                            3-р баг, Нүдэн",Eastern,Сүхбаатар,MN22,Онгон,MN2209,"3-р баг, Нүдэн","3-р баг, Нүдэн"
1847,"                            4-р баг, Цөнгөрөг",Eastern,Сүхбаатар,MN22,Онгон,MN2209,"4-р баг, Цөнгөрөг","4-р баг, Цөнгөрөг"
1848,"                            5-р баг, Хавирга",Eastern,Сүхбаатар,MN22,Онгон,MN2209,"5-р баг, Хавирга","5-р баг, Хавирга"
1849,                    Сүхбаатар,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,Сүхбаатар,
1850,"                            1-р баг, Баянгол",Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"1-р баг, Баянгол","1-р баг, Баянгол"
1851,"                            2-р баг, Хайлаастай",Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"2-р баг, Хайлаастай","2-р баг, Хайлаастай"
1852,"                            3-р баг, Хулгар",Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"3-р баг, Хулгар","3-р баг, Хулгар"
1853,"                            4-р баг, Ланз",Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"4-р баг, Ланз","4-р баг, Ланз"
1854,"                            5-р баг, Шинэбулаг",Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"5-р баг, Шинэбулаг","5-р баг, Шинэбулаг"
1855,                    Түвшинширээ,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,Түвшинширээ,
1856,"                            1-р баг, Сэргэлэн",Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"1-р баг, Сэргэлэн","1-р баг, Сэргэлэн"
1857,"                            2-р баг, Өлзийт",Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"2-р баг, Өлзийт","2-р баг, Өлзийт"
1858,"                            3-р баг, Үнэгт",Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"3-р баг, Үнэгт","3-р баг, Үнэгт"
1859,"                            4-р баг, Дэлгэрхаан",Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"4-р баг, Дэлгэрхаан","4-р баг, Дэлгэрхаан"
1860,"                            5-р баг, Өгөөмөр",Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,"5-р баг, Өгөөмөр","5-р баг, Өгөөмөр"
1861,                    Түмэнцогт,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,Түмэнцогт,
1862,"                            1-р баг, Лхүмбэ",Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"1-р баг, Лхүмбэ","1-р баг, Лхүмбэ"
1863,"                            2-р баг, Баянцагаан",Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"2-р баг, Баянцагаан","2-р баг, Баянцагаан"
1864,"                            3-р баг, Баян-Овоо",Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"3-р баг, Баян-Овоо","3-р баг, Баян-Овоо"
1865,"                            4-р баг, Баянцогт",Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,"4-р баг, Баянцогт","4-р баг, Баянцогт"
1866,                    Уулбаян,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,Уулбаян,
1867,"                            1-р баг, Баян",Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"1-р баг, Баян","1-р баг, Баян"
1868,"                            2-р баг, Жаргалант",Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"2-р баг, Жаргалант","2-р баг, Жаргалант"
1869,"                            3-р баг, Тэгш",Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"3-р баг, Тэгш","3-р баг, Тэгш"
1870,"                            4-р баг, Жавхлант",Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"4-р баг, Жавхлант","4-р баг, Жавхлант"
1871,"                            5-р баг, Дэлгэр",Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,"5-р баг, Дэлгэр","5-р баг, Дэлгэр"
1872,                    Халзан,Eastern,Сүхбаатар,MN22,Халзан,MN2210,Халзан,
1873,"                            1-р баг, Халзан шанд",Eastern,Сүхбаатар,MN22,Халзан,MN2210,"1-р баг, Халзан шанд","1-р баг, Халзан шанд"
1874,"                            2-р баг, Сахиул шанд",Eastern,Сүхбаатар,MN22,Халзан,MN2210,"2-р баг, Сахиул шанд","2-р баг, Сахиул шанд"
1875,"                            3-р баг, Сайншанд",Eastern,Сүхбаатар,MN22,Халзан,MN2210,"3-р баг, Сайншанд","3-р баг, Сайншанд"
1876,"                            4-р баг, Хатавч",Eastern,Сүхбаатар,MN22,Халзан,MN2210,"4-р баг, Хатавч","4-р баг, Хатавч"
1877,                    Эрдэнэцагаан,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,Эрдэнэцагаан,
1878,"                            1-р баг, Хөндлөн хайлааст",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"1-р баг, Хөндлөн хайлааст","1-р баг, Хөндлөн хайлааст"
1879,"                            2-р баг, Цагаан овоо",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"2-р баг, Цагаан овоо","2-р баг, Цагаан овоо"
1880,"                            3-р баг, Бадрах",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"3-р баг, Бадрах","3-р баг, Бадрах"
1881,"                            4-р баг, Хонгор",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"4-р баг, Хонгор","4-р баг, Хонгор"
1882,"                            5-р баг, Билүүт",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"5-р баг, Билүүт","5-р баг, Билүүт"
1883,"                            6-р баг, Жаргалант",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"6-р баг, Жаргалант","6-р баг, Жаргалант"
1884,"                            7-р баг, Хадын булаг",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"7-р баг, Хадын булаг","7-р баг, Хадын булаг"
1885,"                            8-р баг, Алтан овоо",Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,"8-р баг, Алтан овоо","8-р баг, Алтан овоо"
1886,            Хэнтий,Eastern,Хэнтий,MN23,Хэнтий,,Хэнтий,
1887,                Хэрлэн,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,Хэрлэн,
1888,"                        1-р баг, Хэрлэн",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"1-р баг, Хэрлэн","1-р баг, Хэрлэн"
1889,"                        2-р баг, Булаг",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"2-р баг, Булаг","2-р баг, Булаг"
1890,"                        3-р баг, Баянмөнх",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"3-р баг, Баянмөнх","3-р баг, Баянмөнх"
1891,"                        4-р баг, Сариг",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"4-р баг, Сариг","4-р баг, Сариг"
1892,"                        5-р баг, Өндөрхаан",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"5-р баг, Өндөрхаан","5-р баг, Өндөрхаан"
1893,"                        6-р баг, Цогт-Өндөр",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"6-р баг, Цогт-Өндөр","6-р баг, Цогт-Өндөр"
1894,"                        7-р баг, Номгон",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"7-р баг, Номгон","7-р баг, Номгон"
1895,"                        8-р баг, Ишгэн толгой",Eastern,Хэнтий,MN23,Хэрлэн,MN2311,"8-р баг, Ишгэн толгой","8-р баг, Ишгэн толгой"
1896,                Батноров,Eastern,Хэнтий,MN23,Батноров,MN2304,Батноров,
1897,"                        1-р баг, Эрдэнэчандмань",Eastern,Хэнтий,MN23,Батноров,MN2304,"1-р баг, Эрдэнэчандмань","1-р баг, Эрдэнэчандмань"
1898,"                        2-р баг, Эхэнбүрд",Eastern,Хэнтий,MN23,Батноров,MN2304,"2-р баг, Эхэнбүрд","2-р баг, Эхэнбүрд"
1899,"                        3-р баг, Баян",Eastern,Хэнтий,MN23,Батноров,MN2304,"3-р баг, Баян","3-р баг, Баян"
1900,"                        4-р баг, Баянбулаг",Eastern,Хэнтий,MN23,Батноров,MN2304,"4-р баг, Баянбулаг","4-р баг, Баянбулаг"
1901,"                        5-р баг, Идэрмэг",Eastern,Хэнтий,MN23,Батноров,MN2304,"5-р баг, Идэрмэг","5-р баг, Идэрмэг"
1902,"                        6-р баг, Дундбүрд",Eastern,Хэнтий,MN23,Батноров,MN2304,"6-р баг, Дундбүрд","6-р баг, Дундбүрд"
1903,"                        7-р баг, Бэрх",Eastern,Хэнтий,MN23,Батноров,MN2304,"7-р баг, Бэрх","7-р баг, Бэрх"
1904,                Батширээт,Eastern,Хэнтий,MN23,Батширээт,MN2316,Батширээт,
1905,"                        1-р баг, Хурх",Eastern,Хэнтий,MN23,Батширээт,MN2316,"1-р баг, Хурх","1-р баг, Хурх"
1906,"                        2-р баг, Барх",Eastern,Хэнтий,MN23,Батширээт,MN2316,"2-р баг, Барх","2-р баг, Барх"
1907,"                        3-р баг, Онон",Eastern,Хэнтий,MN23,Батширээт,MN2316,"3-р баг, Онон","3-р баг, Онон"
1908,"                        4-р баг, Норовлин",Eastern,Хэнтий,MN23,Батширээт,MN2316,"4-р баг, Норовлин","4-р баг, Норовлин"
1909,                Баян-Адарга,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,Баян-Адарга,
1910,"                        1-р баг, Сайхан",Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"1-р баг, Сайхан","1-р баг, Сайхан"
1911,"                        2-р баг, Жаргалант",Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"2-р баг, Жаргалант","2-р баг, Жаргалант"
1912,"                        3-р баг, Адарга",Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"3-р баг, Адарга","3-р баг, Адарга"
1913,"                        4-р баг, Дуурлиг",Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,"4-р баг, Дуурлиг","4-р баг, Дуурлиг"
1914,                    Баянмөнх,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,Баянмөнх,
1915,"                            1-р баг, Баянбулаг",Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"1-р баг, Баянбулаг","1-р баг, Баянбулаг"
1916,"                            2-р баг, Хэрлэн",Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"2-р баг, Хэрлэн","2-р баг, Хэрлэн"
1917,"                            3-р баг, Дулаан",Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"3-р баг, Дулаан","3-р баг, Дулаан"
1918,"                            4-р баг, Улаан-Эрэг",Eastern,Хэнтий,MN23,Баянмөнх,MN2317,"4-р баг, Улаан-Эрэг","4-р баг, Улаан-Эрэг"
1919,                    Баян-Овоо,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,Баян-Овоо,
1920,"                            1-р баг, Дэлгэрхаан",Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"1-р баг, Дэлгэрхаан","1-р баг, Дэлгэрхаан"
1921,"                            2-р баг, Наран",Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"2-р баг, Наран","2-р баг, Наран"
1922,"                            3-р баг, Сүмбэр",Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"3-р баг, Сүмбэр","3-р баг, Сүмбэр"
1923,"                            4-р баг, Жавхлант",Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,"4-р баг, Жавхлант","4-р баг, Жавхлант"
1924,                    Биндэр,Eastern,Хэнтий,MN23,Биндэр,MN2310,Биндэр,
1925,"                            1-р баг, Баян-Өндөр",Eastern,Хэнтий,MN23,Биндэр,MN2310,"1-р баг, Баян-Өндөр","1-р баг, Баян-Өндөр"
1926,"                            2-р баг, Мандалхаан",Eastern,Хэнтий,MN23,Биндэр,MN2310,"2-р баг, Мандалхаан","2-р баг, Мандалхаан"
1927,"                            3-р баг, Баянгол",Eastern,Хэнтий,MN23,Биндэр,MN2310,"3-р баг, Баянгол","3-р баг, Баянгол"
1928,"                            4-р баг, Дэлгэрхаан",Eastern,Хэнтий,MN23,Биндэр,MN2310,"4-р баг, Дэлгэрхаан","4-р баг, Дэлгэрхаан"
1929,"                            5-р баг, Онон",Eastern,Хэнтий,MN23,Биндэр,MN2310,"5-р баг, Онон","5-р баг, Онон"
1930,                    Баянхутаг,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,Баянхутаг,
1931,"                            2-р баг, Улаан-Өндөр",Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"2-р баг, Улаан-Өндөр","2-р баг, Улаан-Өндөр"
1932,"                            3-р баг, Цантын хоолой",Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"3-р баг, Цантын хоолой","3-р баг, Цантын хоолой"
1933,"                            1-р баг, Жаргалант",Eastern,Хэнтий,MN23,Баянхутаг,MN2306,"1-р баг, Жаргалант","1-р баг, Жаргалант"
1934,                    Галшар,Eastern,Хэнтий,MN23,Галшар,MN2308,Галшар,
1935,"                            1-р баг, Арвин",Eastern,Хэнтий,MN23,Галшар,MN2308,"1-р баг, Арвин","1-р баг, Арвин"
1936,"                            2-р баг, Буянтбулаг",Eastern,Хэнтий,MN23,Галшар,MN2308,"2-р баг, Буянтбулаг","2-р баг, Буянтбулаг"
1937,"                            3-р баг, Жаргалант",Eastern,Хэнтий,MN23,Галшар,MN2308,"3-р баг, Жаргалант","3-р баг, Жаргалант"
1938,"                            4-р баг, Баянбадрал",Eastern,Хэнтий,MN23,Галшар,MN2308,"4-р баг, Баянбадрал","4-р баг, Баянбадрал"
1939,"                            5-р баг, Сангийн далай",Eastern,Хэнтий,MN23,Галшар,MN2308,"5-р баг, Сангийн далай","5-р баг, Сангийн далай"
1940,"                            6-р баг, Оч",Eastern,Хэнтий,MN23,Галшар,MN2308,"6-р баг, Оч","6-р баг, Оч"
1941,                    Дадал,Eastern,Хэнтий,MN23,Дадал,MN2303,Дадал,
1942,"                            1-р баг, Баян-Овоо",Eastern,Хэнтий,MN23,Дадал,MN2303,"1-р баг, Баян-Овоо","1-р баг, Баян-Овоо"
1943,"                            2-р баг, Балж",Eastern,Хэнтий,MN23,Дадал,MN2303,"2-р баг, Балж","2-р баг, Балж"
1944,"                            3-р баг, Агац",Eastern,Хэнтий,MN23,Дадал,MN2303,"3-р баг, Агац","3-р баг, Агац"
1945,"                            4-р баг, Онон",Eastern,Хэнтий,MN23,Дадал,MN2303,"4-р баг, Онон","4-р баг, Онон"
1946,                    Дархан,Eastern,Хэнтий,MN23,Дархан,MN2318,Дархан,
1947,"                            1-р баг, Дотуур булаг",Eastern,Хэнтий,MN23,Дархан,MN2318,"1-р баг, Дотуур булаг","1-р баг, Дотуур булаг"
1948,"                            2-р баг, Хараат",Eastern,Хэнтий,MN23,Дархан,MN2318,"2-р баг, Хараат","2-р баг, Хараат"
1949,"                            3-р баг, Шажин",Eastern,Хэнтий,MN23,Дархан,MN2318,"3-р баг, Шажин","3-р баг, Шажин"
1950,"                            4-р баг, Мэргэн хошуу",Eastern,Хэнтий,MN23,Дархан,MN2318,"4-р баг, Мэргэн хошуу","4-р баг, Мэргэн хошуу"
1951,"                            5-р баг, Бор-Өндөр",Eastern,Хэнтий,MN23,Дархан,MN2318,"5-р баг, Бор-Өндөр","5-р баг, Бор-Өндөр"
1952,                    Дэлгэрхаан,Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,Дэлгэрхаан,
1953,"                            1-р баг, Хэрлэнбаян улаан",Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,"1-р баг, Хэрлэнбаян улаан","1-р баг, Хэрлэнбаян улаан"
1954,"                            2-р баг, Долоод",Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,"2-р баг, Долоод","2-р баг, Долоод"
1955,"                            3-р баг, Аварга",Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,"3-р баг, Аварга","3-р баг, Аварга"
1956,"                            4-р баг, Хэрлэн тооно",Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,"4-р баг, Хэрлэн тооно","4-р баг, Хэрлэн тооно"
1957,"                            5-р баг, Баянхаан",Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,"5-р баг, Баянхаан","5-р баг, Баянхаан"
1958,                    Жаргалтхаан,Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,Жаргалтхаан,
1959,"                            1-р баг, Гичгэнэ",Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,"1-р баг, Гичгэнэ","1-р баг, Гичгэнэ"
1960,"                            2-р баг, Баянцогт",Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,"2-р баг, Баянцогт","2-р баг, Баянцогт"
1961,"                            3-р баг, Баян-Эрдэнэ",Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,"3-р баг, Баян-Эрдэнэ","3-р баг, Баян-Эрдэнэ"
1962,"                            4-р баг, Чулуут",Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,"4-р баг, Чулуут","4-р баг, Чулуут"
1963,"                            5-р баг, Төвийн",Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,"5-р баг, Төвийн","5-р баг, Төвийн"
1964,                Мөрөн,Eastern,Хэнтий,MN23,Мөрөн,MN2313,Мөрөн,
1965,"                        1-р баг, Зөөлөн",Eastern,Хэнтий,MN23,Мөрөн,MN2313,"1-р баг, Зөөлөн","1-р баг, Зөөлөн"
1966,"                        2-р баг, Өлзийт",Eastern,Хэнтий,MN23,Мөрөн,MN2313,"2-р баг, Өлзийт","2-р баг, Өлзийт"
1967,"                        3-р баг, Бүрээт",Eastern,Хэнтий,MN23,Мөрөн,MN2313,"3-р баг, Бүрээт","3-р баг, Бүрээт"
1968,"                        4-р баг, Цагаан толгой",Eastern,Хэнтий,MN23,Мөрөн,MN2313,"4-р баг, Цагаан толгой","4-р баг, Цагаан толгой"
1969,"                        5-р баг, Чандган",Eastern,Хэнтий,MN23,Мөрөн,MN2313,"5-р баг, Чандган","5-р баг, Чандган"
1970,                    Норовлин,Eastern,Хэнтий,MN23,Норовлин,MN2302,Норовлин,
1971,"                            1-р баг, Баян-Өлзийт",Eastern,Хэнтий,MN23,Норовлин,MN2302,"1-р баг, Баян-Өлзийт","1-р баг, Баян-Өлзийт"
1972,"                            2-р баг, Ангирт",Eastern,Хэнтий,MN23,Норовлин,MN2302,"2-р баг, Ангирт","2-р баг, Ангирт"
1973,"                            3-р баг, Онон",Eastern,Хэнтий,MN23,Норовлин,MN2302,"3-р баг, Онон","3-р баг, Онон"
1974,"                            4-р баг, Төвийн",Eastern,Хэнтий,MN23,Норовлин,MN2302,"4-р баг, Төвийн","4-р баг, Төвийн"
1975,                    Өмнөдэлгэр,Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,Өмнөдэлгэр,
1976,"                            1-р баг, Наран",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"1-р баг, Наран","1-р баг, Наран"
1977,"                            2-р баг, Баянзүрх",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"2-р баг, Баянзүрх","2-р баг, Баянзүрх"
1978,"                            3-р баг, Хэнтий",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"3-р баг, Хэнтий","3-р баг, Хэнтий"
1979,"                            4-р баг, Талын булаг",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"4-р баг, Талын булаг","4-р баг, Талын булаг"
1980,"                            5-р баг, Чандган",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"5-р баг, Чандган","5-р баг, Чандган"
1981,"                            6-р баг, Төвийн",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"6-р баг, Төвийн","6-р баг, Төвийн"
1982,"                            7-р баг, Гурванбаян",Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,"7-р баг, Гурванбаян","7-р баг, Гурванбаян"
1983,                    Цэнхэрмандал,Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,Цэнхэрмандал,
1984,"                            1-р баг, Нугаар",Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,"1-р баг, Нугаар","1-р баг, Нугаар"
1985,"                            2-р баг, Согоот",Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,"2-р баг, Согоот","2-р баг, Согоот"
1986,"                            3-р баг, Хужхан",Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,"3-р баг, Хужхан","3-р баг, Хужхан"
1987,"                            4-р баг, Баянмод",Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,"4-р баг, Баянмод","4-р баг, Баянмод"
1988,                    Бор-Өндөр,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,Бор-Өндөр,
1989,                            1-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,1-р баг,1-р баг
1990,                            2-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,2-р баг,2-р баг
1991,                            3-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,3-р баг,3-р баг
1992,                            4-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,4-р баг,4-р баг
1993,                            5-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,5-р баг,5-р баг
1994,                            6-р баг,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,6-р баг,6-р баг
