CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C1612,National,Central,Өмнөговь,MN46,Сэврэй,MN4613,"3-р баг, Буйлсан","3-р баг, Буйлсан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.24,0.26,0.32,0.35,0.44,0.47,0.59,0.62
C1613,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,Ханбогд,,,Үхэр,2.32,2.62,2.27,1.23,1.52,1.78,2.09,2.26,2.55,2.63,2.65,2.38,2.57,2.82,3.08,3.13,3.21,2.99,3.26,3.56,3.65,3.61,3.09,1.89,2.2,2.85,3.41,3.95,4.23,3.92,1.68,0.69,0.77,0.89,1.1,1.31,1.33,1.56,1.92,2.28,2.25,2.67,2.98,3.3,3.49,3.75,4.37,5.31,5.02,5.95,6.83
C1614,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"1-р баг, Номгон","1-р баг, Номгон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.36,1.32,1.28,1.43,1.69,1.79,2.04,2.33
C1615,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"2-р баг, Гавилууд","2-р баг, Гавилууд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.59,0.64,0.78,0.99,1.19,0.87,1.04,1.12
C1616,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"3-р баг, Жавхлант","3-р баг, Жавхлант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.91,1.1,1.19,1.36,1.69,1.61,1.95,2.33
C1617,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"4-р баг, Баян","4-р баг, Баян",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.44,0.42,0.5,0.58,0.72,0.7,0.82,0.93
C1618,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"5-р баг, Хайрхан","5-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.01,0.02,0.03,0.05,0.1,0.11
C1619,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,Ханхонгор,,,Үхэр,2.59,2.66,2.6,1.56,1.82,2.21,2.49,2.72,3.01,3.04,2.88,3.29,3.56,2.81,2.91,2.96,2.85,3.01,3.08,3.02,2.8,2.73,2.17,1.62,1.87,2.2,2.63,3.08,3.61,3.21,2.34,1.23,0.59,0.43,0.57,0.63,0.7,0.81,0.98,0.89,0.43,0.49,0.65,0.87,1.14,1.36,1.62,2.05,2.01,2.53,2.43
C1620,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"1-р баг, Мандах","1-р баг, Мандах",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.27,0.36,0.42,0.52,0.68,0.71,1.02,0.9
C1621,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.1,0.15,0.21,0.24,0.32,0.27,0.37,0.41
C1622,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"3-р баг, Хондот","3-р баг, Хондот",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.16,0.21,0.28,0.35,0.42,0.34,0.31,0.31
C1623,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"4-р баг, Жаргалант","4-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.34,0.42,0.45,0.51,0.63,0.68,0.83,0.81
C1624,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,Хүрмэн,,,Үхэр,0.69,0.83,0.78,0.44,0.52,0.64,0.75,0.81,0.91,0.96,0.98,1.1,1.22,1.14,1.26,1.27,1.26,1.29,1.28,1.5,1.53,1.55,1.49,1.42,1.71,2.01,2.16,2.54,2.8,2.05,1.95,0.36,0.17,0.19,0.24,0.3,0.27,0.3,0.37,0.4,0.27,0.33,0.42,0.61,0.76,0.91,1,1.23,1.09,1.27,1.35
C1625,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"1-р баг, Жанжин","1-р баг, Жанжин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.08,0.1,0.12,0.15,0.18,0.15,0.17,0.19
C1626,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"2-р баг, Тулга","2-р баг, Тулга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.11,0.15,0.18,0.19,0.23,0.18,0.22,0.27
C1627,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"3-р баг, Хүрмэн","3-р баг, Хүрмэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.42,0.51,0.61,0.66,0.82,0.76,0.89,0.89
C1628,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,Цогт-Овоо,,,Үхэр,0.73,0.49,0.51,0.52,0.65,0.74,0.79,0.91,0.98,0.94,0.55,0.54,0.58,0.56,0.69,0.79,0.89,0.96,1.11,1.18,0.95,1.01,1.03,0.75,0.9,1.07,1.32,1.53,1.81,1.83,0.43,0.41,0.29,0.16,0.21,0.25,0.3,0.36,0.44,0.43,0.16,0.2,0.29,0.36,0.45,0.56,0.8,0.97,0.94,1.08,1.1
C1629,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"1-р баг,Замын шанд","1-р баг,Замын шанд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.03,0.02,0.15,0.19,0.08,0.11,0.15
C1630,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"2-р баг, Бортээг","2-р баг, Бортээг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.2,0.25,0.33,0.41,0.5,0.58,0.63,0.65
C1631,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"3-р баг, Найз","3-р баг, Найз",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.14,0.18,0.21,0.24,0.28,0.28,0.34,0.3
C1632,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,Цогтцэций,,,Үхэр,0.82,0.79,0.77,0.64,0.74,0.84,0.93,0.98,1.06,1.1,1.01,1.09,1.1,0.95,1.11,1.24,1.3,1.47,1.66,1.81,1.58,1.74,1.72,1.6,1.94,2.42,2.85,3.62,4.03,4.23,0.78,0.44,0.35,0.28,0.39,0.53,0.67,0.86,1.09,0.9,0.31,0.43,0.55,0.78,0.89,1.2,1.51,1.93,1.86,2.15,2.09
C1633,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"1-р баг, Сийрст","1-р баг, Сийрст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.41,0.42,0.58,0.75,0.89,0.75,0.83,0.73
C1634,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"2-р баг, Билгэх","2-р баг, Билгэх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.18,0.23,0.32,0.47,0.62,0.7,0.85,0.88
C1635,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"3-р баг ,Цагаан-Овоо","3-р баг ,Цагаан-Овоо",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.18,0.23,0.28,0.3,0.42,0.4,0.45,0.47
C1636,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"4-р баг, Өгөөмөр","4-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.01,0,0,0,0.02,0
C1637,National,Central,Дундговь,MN48,Дундговь,,Дундговь,,,Үхэр,64.34,55.82,61.81,67.41,78.28,85.29,89.74,91.35,95.67,95.92,84.68,62.2,68.77,73.93,75.11,76.11,79.6,79.72,79.71,87.09,93.81,96.93,94.95,84.06,88.24,103.58,116.03,127.86,137.37,126.63,43.31,30.05,32.65,36.86,42.08,43.78,40.27,42.55,34.15,33.75,18.58,21.03,27.57,35.6,45.93,54.95,62.7,75.28,76.12,78.17,75.12
C1638,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,Сайнцагаан,,,Үхэр,4.56,3.1,3.68,4.23,5,5.67,6,6.25,6.69,6.84,6.23,3.06,3.81,4.17,4.35,3.67,3.98,4.18,4.05,4.59,5.02,5.11,6.06,5.08,5.05,6.14,6.92,7,7.58,11.09,2.83,2.45,2.99,3.51,4,3.78,3.2,3.29,2.79,2.94,1.62,1.89,2.65,3.42,4.78,5.6,6.3,7.23,6.82,6.29,6.03
C1639,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"1-р баг, Наран","1-р баг, Наран",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.38,0.51,0.65,0.79,0.92,0.91,0.96,0.83
C1640,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"2-р баг, Тэвш","2-р баг, Тэвш",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.06,1.49,1.74,1.95,2.13,1.61,1.55,1.44
C1641,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"3-р баг, Далай","3-р баг, Далай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.76,1.13,1.36,1.49,1.77,1.73,1.83,1.66
C1642,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"4-р баг, Үйзэн","4-р баг, Үйзэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.64,0.82,0.95,1.03,1.25,1.35,0.98,0.94
C1643,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"5-р баг, Аривжих","5-р баг, Аривжих",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.08,0.1,0.1,0.11,0.18,0.18,0.17,0.14
C1644,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"6-р баг, Боржигон","6-р баг, Боржигон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.16,0.2,0.21,0.2,0.23,0.16,0.11,0.15
C1645,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"7-р баг, Нарлаг","7-р баг, Нарлаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.15,0.3,0.34,0.45,0.42,0.45,0.3,0.38
C1646,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"8-р баг, Айраг","8-р баг, Айраг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.1,0.09,0.11,0.12,0.13,0.17,0.15,0.2
C1647,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"9-р баг, Мандал","9-р баг, Мандал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.08,0.15,0.15,0.17,0.21,0.27,0.24,0.3
C1648,National,Central,Дундговь,MN48,Адаацаг,MN4814,Адаацаг,,,Үхэр,6.32,5.42,5.56,5.71,5.96,6.96,6.78,4.87,4.96,5.09,4.92,4.14,4.55,5.09,5.22,5.15,5.6,5.39,5.54,5.98,6.44,6.58,6.2,6.03,6.48,7.94,9.32,9.98,10.99,11.61,4.73,4.15,3.68,3.88,4.46,5.18,5.19,5.58,4.23,4.25,2.3,2.5,3.11,3.73,4.78,5.78,6.92,8.33,7.59,7.85,7.09
C1649,National,Central,Дундговь,MN48,Адаацаг,MN4814,"1-р баг, Тавин","1-р баг, Тавин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.15,0.17,0.2,0.22,0.21,0.26,0.26
C1650,National,Central,Дундговь,MN48,Адаацаг,MN4814,"2-р баг, Ар-Урт","2-р баг, Ар-Урт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.91,1.14,1.4,1.73,2.01,2.04,2.1,1.89
C1651,National,Central,Дундговь,MN48,Адаацаг,MN4814,"3-р баг, Өвөр-Урт","3-р баг, Өвөр-Урт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.93,1.21,1.37,1.6,1.91,1.46,1.5,1.32
C1652,National,Central,Дундговь,MN48,Адаацаг,MN4814,"4-р баг, Сүм","4-р баг, Сүм",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.96,1.15,1.44,1.75,2.22,1.91,2.03,1.83
C1653,National,Central,Дундговь,MN48,Адаацаг,MN4814,"5-р баг, Хашаат","5-р баг, Хашаат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.84,1.13,1.4,1.64,1.97,1.97,1.98,1.79
C1654,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,Баянжаргалан,,,Үхэр,4.38,4.88,5.27,5.82,6.95,7.42,7.68,8.66,9.76,9.98,7.63,7.54,7.3,7.73,8.11,8.02,8.02,8.45,8.39,9.37,10.08,10.07,9.48,6.38,6.33,6.47,6.76,7.15,7.32,6.4,3.62,1.99,2.03,2.41,2.72,2.03,1.77,1.79,1.48,1.59,1.36,1.52,1.81,2.19,2.52,2.59,2.41,2.81,3.44,3.94,4.28
C1655,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"1-р баг, Шилийн гол","1-р баг, Шилийн гол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.15,1.28,1.25,1.14,1.3,1.5,1.68,1.81
C1656,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"2-р баг, Энгэр-Ус","2-р баг, Энгэр-Ус",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.89,1.08,1.17,1.07,1.31,1.65,1.84,1.97
C1657,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"3-р баг, Аргатай","3-р баг, Аргатай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,0.17,0.17,0.19,0.2,0.28,0.42,0.51
C1658,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,Говь-Угтаал,,,Үхэр,2.95,2.87,3.22,3.42,3.94,4.39,4.51,4.97,5.16,5.13,2.84,2.53,2.76,3.03,2.96,2.87,2.96,2.87,2.81,3.09,3.31,3.65,3.47,3.24,3.93,4.86,5.56,6.5,7.31,7.9,3.47,1.41,1.57,2.02,2.21,1.95,1.9,2.09,1.2,1.23,0.93,1.04,1.33,1.72,2.19,2.54,2.62,3.17,3.01,3.23,3.49
C1659,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"1-р баг, Ажирхай","1-р баг, Ажирхай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.47,0.56,0.64,0.69,0.85,0.77,0.73,0.85
C1660,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"2-р баг, Морьт","2-р баг, Морьт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.64,0.87,0.96,1.02,1.34,1.41,1.42,1.6
C1661,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"3-р баг, Хонгор","3-р баг, Хонгор",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.61,0.77,0.94,0.91,0.98,0.83,0.82,0.91
C1662,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"4-р баг, Өрнөлт","4-р баг, Өрнөлт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.14
C1663,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,Гурвансайхан,,,Үхэр,4.84,4.28,4.89,5.59,6.52,6.77,7.22,7.8,8.22,8.35,7.33,3.86,4.3,4.81,5.09,4.96,4.84,4.82,5.1,5.65,6.12,6.76,6.93,5.94,6.72,7.78,8.27,9.02,9.69,10.16,1.87,1.67,2.17,2.87,3.12,2.94,2.23,2.1,1.94,2.17,1.19,1.32,1.71,2.26,2.73,3.11,3.41,4.06,4.4,5.1,5.38
C1664,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"1-р баг, Элгэн","1-р баг, Элгэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.61,0.65,0.75,0.75,1.01,0.95,1.09,1.13
C1665,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"2-р баг, Дэрсэнэ ус","2-р баг, Дэрсэнэ ус",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.62,0.8,0.89,1,1.23,1.35,1.72,1.8
C1666,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"3-р баг, Чулуут","3-р баг, Чулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.59,0.73,0.85,0.89,1.05,1.14,1.24,1.27
C1667,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"4-р баг, Гурвансайхан","4-р баг, Гурвансайхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.35,0.46,0.52,0.64,0.71,0.89,0.97,1.11
C1668,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"5-р баг, Суугаант","5-р баг, Суугаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.1,0.1,0.11,0.12,0.06,0.06,0.07,0.07
C1669,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,Дэлгэрхангай,,,Үхэр,2.41,2.13,2.35,2.66,3.09,3.51,3.99,4.54,4.98,4.72,4.54,2.74,3.24,3.95,4.29,4.53,4.8,4.86,5.3,5.45,5.3,5.38,5.23,4.35,4.47,5.13,5.46,5.97,6.17,3.51,0.53,0.62,0.69,0.46,0.63,0.78,0.9,1.12,1.38,1.03,0.36,0.44,0.66,0.9,1.27,1.68,2.16,2.81,2.86,2.83,2.35
C1670,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"1-р баг, Толь","1-р баг, Толь",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.18,0.26,0.37,0.51,0.62,0.59,0.58,0.51
C1671,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"2-р баг, Таргат","2-р баг, Таргат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.14,0.19,0.26,0.35,0.45,0.43,0.46,0.3
C1672,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"3-р баг, Ар шавагтай","3-р баг, Ар шавагтай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.25,0.38,0.49,0.65,0.88,0.91,0.87,0.68
C1673,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"4-р баг, Номгон","4-р баг, Номгон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.33,0.44,0.57,0.66,0.85,0.94,0.91,0.87
C1674,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,Дэлгэрцогт,,,Үхэр,3.49,2.01,2.32,2.68,3.26,3.7,3.78,3.75,3.85,3.84,3.61,2.88,3.43,4.03,3.92,4,4.47,4.32,4.26,5,5.74,5.87,5.98,5.48,5.3,6.34,7.29,8.41,9.1,9.49,3.33,2.63,2.73,3.03,3.31,3.59,3.28,3.34,2.13,2.27,1.22,1.3,1.74,2.22,3.1,3.8,4.24,5.07,4.67,4.76,4.65
C1675,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"1-р баг, Баянбулаг","1-р баг, Баянбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.58,0.83,1.13,1.28,1.59,1.51,1.66,1.62
C1676,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"2-р баг, Цахиурт","2-р баг, Цахиурт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.12,1.51,1.83,2.01,2.34,2.01,1.92,1.92
C1677,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"3-р баг, Дэлгэр-Эмт","3-р баг, Дэлгэр-Эмт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.52,0.75,0.84,0.95,1.15,1.15,1.19,1.11
C1678,National,Central,Дундговь,MN48,Дэрэн,MN4808,Дэрэн,,,Үхэр,6.78,4.85,5.56,5.84,6.59,7.31,7.94,7.63,7.55,7.6,7.05,5.96,6.89,6.96,6.1,6.35,6.39,5.34,4.89,5.55,6.29,6.6,7.01,6.39,6.76,7.55,8.91,9.96,10.79,11.89,6.18,3.08,3.02,3.62,3.98,4.41,4.12,4.21,2.65,2.65,1.38,1.51,1.96,2.6,3.46,4.15,4.61,5.32,5.3,5.41,5.01
C1679,National,Central,Дундговь,MN48,Дэрэн,MN4808,"1-р баг, Алаг-Өндөр","1-р баг, Алаг-Өндөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.44,0.69,0.84,0.92,1.18,1.28,1.29,1.25
C1680,National,Central,Дундговь,MN48,Дэрэн,MN4808,"2-р баг, Саруул","2-р баг, Саруул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.17,1.52,1.75,1.83,1.95,1.9,1.79,1.54
C1681,National,Central,Дундговь,MN48,Дэрэн,MN4808,"3-р баг, Долоод","3-р баг, Долоод",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.6,0.74,0.91,1.07,1.19,1.06,1.13,1.07
C1682,National,Central,Дундговь,MN48,Дэрэн,MN4808,"4-р баг, Бумбат","4-р баг, Бумбат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.39,0.5,0.65,0.8,1,1.07,1.21,1.15
C1683,National,Central,Дундговь,MN48,Луус,MN4812,Луус,,,Үхэр,2.81,1.99,2.39,2.75,3.2,3.57,3.87,3.88,4.34,4.44,4.34,1.66,2.33,2.71,2.89,2.62,2.83,3.1,3.05,3.26,3.53,3.91,4.41,4.38,3.91,4.9,5.51,6.15,6.5,4.89,1.33,1.52,1.86,1.97,2.26,2.54,2.38,2.42,2.26,2.36,1.16,1.25,1.69,2.13,2.68,3.28,3.8,4.5,4.87,4.86,4.71
C1684,National,Central,Дундговь,MN48,Луус,MN4812,"1-р баг, Суварга","1-р баг, Суварга",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,1.16,1.44,1.67,1.86,2.01,1.96,1.96
C1685,National,Central,Дундговь,MN48,Луус,MN4812,"2-р баг, Наран","2-р баг, Наран",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.62,0.8,0.93,1.11,1.4,1.48,1.48,1.47
C1686,National,Central,Дундговь,MN48,Луус,MN4812,"3-р баг, Зүлэгтий","3-р баг, Зүлэгтий",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.6,0.73,0.91,1.02,1.23,1.39,1.42,1.28
C1687,National,Central,Дундговь,MN48,Өлзийт,MN4804,Өлзийт,,,Үхэр,2.05,1.9,2.14,2.45,2.97,3.05,3.13,3.59,3.93,4.2,3.55,2.73,2.77,3.06,3.27,3.58,3.92,4.11,4.26,4.45,4.29,4.28,4.31,3.08,3.68,4.81,5.54,6.56,7.3,7.12,0.78,0.73,0.91,1,1.2,1.2,0.94,0.93,0.95,1.05,0.37,0.49,0.61,0.79,1.01,1.24,1.54,2.16,2.62,2.94,2.91
C1688,National,Central,Дундговь,MN48,Өлзийт,MN4804,"1-р баг, Буянт","1-р баг, Буянт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.11,0.13,0.18,0.21,0.27,0.36,0.35,0.46
C1689,National,Central,Дундговь,MN48,Өлзийт,MN4804,"2-р баг, Буянт-2","2-р баг, Буянт-2",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.3,0.38,0.45,0.5,0.6,0.7,0.81,0.81
C1690,National,Central,Дундговь,MN48,Өлзийт,MN4804,"3-р баг, Тагт","3-р баг, Тагт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.13,0.16,0.19,0.37,0.62,0.8,0.86,0.72
C1691,National,Central,Дундговь,MN48,Өлзийт,MN4804,"4-р баг, Дэрт-1","4-р баг, Дэрт-1",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.09,0.1,0.16,0.22,0.29,0.33,0.29,0.27
C1692,National,Central,Дундговь,MN48,Өлзийт,MN4804,"5-р баг, Дэрт-2","5-р баг, Дэрт-2",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.13,0.18,0.19,0.16,0.24,0.31,0.53,0.53
C1693,National,Central,Дундговь,MN48,Өлзийт,MN4804,"6-р баг, Рашаант","6-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.06,0.07,0.08,0.14,0.12,0.1,0.12
C1694,National,Central,Дундговь,MN48,Өндөршил,MN4801,Өндөршил,,,Үхэр,2.25,2.58,2.95,3.37,4.07,4.45,4.35,4.83,5.08,5.1,2.88,2.33,2.66,3.08,3.28,3.47,3.66,3.78,3.92,4.13,4.04,3.85,3.55,3.26,3.48,4.22,4.59,4.73,4.77,5.08,2.39,2.08,2.11,2.63,3.26,2.52,1.07,0.97,0.91,1.16,1.07,1.14,1.48,1.91,2.11,2.42,2.39,2.83,3.14,3.67,4.24
