CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C1695,National,Central,Дундговь,MN48,Өндөршил,MN4801,"1-р баг, Цог","1-р баг, Цог",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.76,0.82,0.94,0.88,1.12,1.24,1.49,1.82
C1696,National,Central,Дундговь,MN48,Өндөршил,MN4801,"2-р баг, Талын нар","2-р баг, Талын нар",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.15,1.29,1.48,1.51,1.71,1.82,2.11,2.35
C1697,National,Central,Дундговь,MN48,Өндөршил,MN4801,"3-р баг, Бөхт","3-р баг, Бөхт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.07,0.07
C1698,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,Сайхан-Овоо,,,Үхэр,1.69,1.52,1.74,1.93,2.27,2.47,2.83,3.14,3.27,3.41,3.21,2.53,2.58,2.68,2.92,3.09,3.1,2.95,3.13,3.23,3.6,3.65,3.52,3.46,3.67,4.25,4.5,4.87,5.3,4.79,0.58,0.58,0.76,0.75,0.92,1.14,1.26,1.44,1.7,1.36,0.36,0.48,0.68,1.06,1.47,1.85,2.29,3.12,3.23,3.33,2.88
C1699,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"1-р баг, Онги","1-р баг, Онги",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.07,0.17,0.26,0.33,0.47,0.52,0.54,0.51
C1700,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"2-р баг, Мааньт","2-р баг, Мааньт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.17,0.24,0.33,0.43,0.57,0.51,0.57,0.4
C1701,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"3-р баг, Найз","3-р баг, Найз",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.2,0.25,0.32,0.38,0.55,0.56,0.62,0.55
C1702,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"4-р баг, Төгрөг","4-р баг, Төгрөг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.61,0.82,0.94,1.16,1.52,1.64,1.6,1.42
C1703,National,Central,Дундговь,MN48,Хулд,MN4813,Хулд,,,Үхэр,2.73,2.7,2.98,3.17,3.76,4.12,4.56,4.65,4.72,4.22,3.98,2.17,2.47,3.09,3.44,3.58,3.8,4.01,4.01,4.12,4.3,3.96,3.73,3.4,3.41,3.99,4.35,4.66,4.91,2.34,0.36,0.4,0.54,0.64,0.81,0.89,0.89,1.09,1.24,1.3,0.47,0.65,0.89,1.15,1.54,1.94,2.49,3.16,3.19,3.12,3.03
C1704,National,Central,Дундговь,MN48,Хулд,MN4813,"1-р баг, Шувуутай","1-р баг, Шувуутай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.22,0.28,0.37,0.49,0.59,0.66,0.64,0.6
C1705,National,Central,Дундговь,MN48,Хулд,MN4813,"2-р баг, Олдох","2-р баг, Олдох",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.09,0.15,0.2,0.25,0.36,0.36,0.37,0.39
C1706,National,Central,Дундговь,MN48,Хулд,MN4813,"3-р баг, Уул","3-р баг, Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.42,0.5,0.6,0.75,1,0.92,0.95,0.93
C1707,National,Central,Дундговь,MN48,Хулд,MN4813,"4-р баг, Бүлээн","4-р баг, Бүлээн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.43,0.61,0.77,1.01,1.22,1.25,1.15,1.11
C1708,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,Цагаандэлгэр,,,Үхэр,4.98,4.66,5.01,5.16,6.24,6.96,7.54,7.07,7.76,8.14,8.22,8.53,9.01,8.03,8.02,8.07,8.29,7.81,6.85,7.45,8.25,8.17,6.59,6.22,5.77,6.3,7,7.63,8.38,8.31,5.66,0.57,0.62,0.96,1.03,1.21,1.31,1.56,0.97,0.87,0.71,0.82,1.1,1.46,1.98,2.43,2.55,2.65,2.99,3.3,3.58
C1709,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"1-р баг, Хараат","1-р баг, Хараат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.51,0.66,0.78,0.83,0.84,0.9,0.94,0.95
C1710,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"2-р баг, Дэлгэрэх зам","2-р баг, Дэлгэрэх зам",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.21,0.39,0.45,0.48,0.5,0.55,0.62,0.74
C1711,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"3-р баг, Жаргалант","3-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.37,0.48,0.58,0.6,0.68,0.82,0.94,1.01
C1712,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"4-р баг, Замын-Улаан","4-р баг, Замын-Улаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.38,0.45,0.62,0.64,0.64,0.72,0.8,0.88
C1713,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,Эрдэнэдалай,,,Үхэр,11.88,10.68,11.53,12.32,13.99,14.52,15.03,15.18,14.98,14.43,14.1,9.38,10.46,11.23,10.95,11.02,11.91,12.4,12.65,13.88,15.14,16.37,16.28,15.37,17.16,20.04,22.68,25.33,26.91,22.05,5.65,6.18,6.97,7.13,8.19,9.64,9.84,10.62,8.33,7.52,4.08,4.71,6.15,8.05,10.33,12.54,14.97,18.07,17.99,17.55,15.5
C1714,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"1-р баг, Цавчир","1-р баг, Цавчир",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.63,0.92,1.28,1.64,2.14,1.97,2,1.98
C1715,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"2-р баг, Өнгөт","2-р баг, Өнгөт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.87,1.19,1.5,1.85,2.46,2.54,2.51,2.12
C1716,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"3-р баг, Тэнгэлэг","3-р баг, Тэнгэлэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.09,1.5,1.84,2.08,2.51,2.41,2.32,1.9
C1717,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"4-р баг, Рашаант","4-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,2.72,3.28,3.74,4.28,4.96,4.91,4.63,3.86
C1718,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"5-р баг, Цагаан-Овоо","5-р баг, Цагаан-Овоо",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.16,1.5,1.75,2.18,2.45,2.65,2.59,2.46
C1719,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"6-р баг, Сангийн далай","6-р баг, Сангийн далай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.1,1.36,1.71,2.1,2.63,2.57,2.58,2.29
C1720,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"7-р баг, Сумын төв","7-р баг, Сумын төв",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.49,0.6,0.73,0.84,0.93,0.94,0.92,0.88
C1721,National,Eastern,Eastern,Eastern,Зүүн бүс,,Зүүн бүс,,,Үхэр,372.55,382.44,380.37,389.67,423.5,438.21,441.03,439.47,468.51,474.11,442.91,459.74,440.64,418.07,416.95,412.39,418.97,418.03,408.5,435.36,455.38,447.78,454.93,365.51,449.31,452.72,453.36,491.18,534.62,586.58,570.3,388.04,384.07,391.42,375.27,373.28,397.88,414.96,380.18,399.48,393.47,412.06,453.6,503.91,578.23,648.68,681.09,779.95,847.81,927.2,960.73
C1722,National,Eastern,Дорнод,MN21,Дорнод,,Дорнод,,,Үхэр,96.82,101.71,101.15,107.94,119.08,122.19,122.1,122.13,128.34,130.95,125.27,131.2,123.17,113.94,112.15,112.16,113.23,115.32,115.35,121.27,126.1,123.98,123.31,117.64,114.98,111.69,111.11,121.83,132.85,146.19,142.72,100.05,99.7,101.05,98.53,99.81,106.44,117.51,123.81,126.81,107.84,109.68,119.74,124.7,142.5,163.65,175.55,207.86,243.14,277.42,305.11
C1723,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,Хэрлэн,,,Үхэр,1.96,2.25,2.2,2.46,2.78,2.95,3.03,3.05,3.15,3.33,3.27,3.28,3.63,3.79,3.94,4.59,5.59,5.21,5.43,6.92,9.02,11.18,13.81,14.06,15.37,17.57,17.9,19.77,21.96,25.69,22.53,10.97,9.95,10.98,10.17,9.74,10.66,10.41,10.9,11.77,8.3,9.34,10.82,13.05,15.56,18.64,20.94,22.67,24.03,27.12,25.3
C1724,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,1-р баг,1-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.79,2.06,2.44,2.7,2.7,2.87,3.23,3.51
C1725,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,2-р баг,2-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.85,2.02,2.37,2.82,2.7,2.86,3.07,2.81
C1726,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,3-р баг,3-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.23,1.56,1.66,1.83,1.94,2,2.27,1.8
C1727,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,4-р баг,4-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.19,1.35,1.64,1.75,2.2,2.16,2.48,2.38
C1728,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,5-р баг,5-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.18,1.55,1.64,1.55,1.7,2.1,2.16,2.12
C1729,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,6-р баг,6-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.58,0.88,1.19,1.96,1.8,2.28,3.07,2.99
C1730,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,7-р баг,7-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.29,1.48,1.45,1.64,1.66,1.25,1.74,1.94
C1731,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,8-р баг,8-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.95,1.06,1.24,1.43,1.69,1.79,2.07,1.79
C1732,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,9-р баг,9-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.08,1.26,2.1,2.12,2.94,3.24,3.29,2.66
C1733,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,10-р баг,10-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.93,2.34,2.92,3.15,3.36,1.77,2.05,2
C1734,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,11-р баг,11-р баг,,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.71,1.29
C1735,National,Eastern,Дорнод,MN21,Баяндун,MN2112,Баяндун,,,Үхэр,10.38,10.61,10.34,10.38,9.99,10.12,10.25,10.89,11.64,11.36,10.75,11.67,11.21,10.67,10.77,10.23,10.05,9.84,9.35,9.59,10.45,10.31,9.38,9,9.42,8.65,8.7,9.96,10.94,12.39,11.86,8.54,8.28,8.82,9.04,9.17,9.65,10.29,10.87,11.3,10.24,10.34,10.43,11.18,12.09,13.43,14.15,16.47,19.9,22.73,24.38
C1736,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"1-р баг, Түргэн","1-р баг, Түргэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.67,3.92,4.49,3.96,4.8,5.64,6.4,7.13
C1737,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"2-р баг, Хайрхан","2-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.36,2.52,2.75,2.99,3.65,4.27,5.07,5.54
C1738,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"3-р баг, Яргай","3-р баг, Яргай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.43,2.79,2.88,3.05,3.6,4.14,4.73,4.53
C1739,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"4-р баг, Наран","4-р баг, Наран",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,2.71,2.85,3.31,4.15,4.41,5.85,6.53,7.19
C1740,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,Баянтүмэн,,,Үхэр,4.43,4.8,4.45,4.48,5.21,4.9,4.76,4.93,5.17,5.14,4.76,4.8,3.8,3.39,3.38,3.44,3.6,3.73,3.85,4.02,4.03,4.17,4.26,4.7,4.36,4.31,5.02,4.9,5.07,5.2,4.84,3.98,4.97,4.27,4.91,5.57,5.85,8.03,8.34,8.87,6.42,6.82,7.65,8.4,9.79,12.29,14.38,17.56,21.9,23.64,27.43
C1741,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"1-р баг, Цагаан дэрс","1-р баг, Цагаан дэрс",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,1,1.3,1.35,1.51,1.58,1.63,1.6,1.69
C1742,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"2-р баг, Жаргалант","2-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,3.91,4.64,6.3,7.78,9.51,11.97,12.95,15.06
C1743,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"3-р баг, Өлзийт баг","3-р баг, Өлзийт баг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,1.87,1.94,2.26,2.66,3.36,4.25,4.5,5.14
C1744,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"4-р баг, Хотонт","4-р баг, Хотонт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.62,1.91,2.38,2.43,3.11,4.05,4.59,5.54
C1745,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,Баян-Уул,,,Үхэр,15.77,17.47,16.16,16.9,17.29,17.64,17.17,17.87,19.11,17.99,16.7,17.11,15.31,13.86,14.24,14.21,13.99,13.43,13.01,13.32,14.12,12.96,13.35,9.63,9.46,7.83,7.56,8.67,8.94,9.75,9.64,8.38,8.45,8.7,8.27,7.92,8.31,9.2,9.53,10.59,9.92,9.81,10.76,11.78,13.14,15.46,14.94,15.73,18.57,22.88,26.68
C1746,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"1-р баг, Заяат","1-р баг, Заяат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.34,2.95,3.78,3.39,3.03,3.42,4.5,5.38
C1747,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"2-р баг, Хар чулуут","2-р баг, Хар чулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.2,3.32,3.45,3.27,3.81,3.78,4.69,5.5
C1748,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"3-р баг, Урт","3-р баг, Урт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.22,2.54,3.23,3.3,3.38,4.25,6.43,6.78
C1749,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"4-р баг, Бэрх","4-р баг, Бэрх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.97,1,1.3,1.03,1.42,2.47,1.81,2.76
C1750,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"5-р баг, Улз","5-р баг, Улз",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.29,1.47,1.74,1.43,1.5,1.59,1.99,2.45
C1751,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"6-р баг, Өвөр эрээн","6-р баг, Өвөр эрээн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.77,1.86,1.97,2.52,2.6,3.07,3.47,3.81
C1752,National,Eastern,Дорнод,MN21,Булган,MN2109,Булган,,,Үхэр,5.57,5.82,5.48,5.45,6.02,6.19,5.68,5.63,5.85,5.56,4.75,5.06,4.68,3.76,3.89,4.08,4.03,4.22,4.41,4.51,4.39,4.46,4.7,5.06,5.14,5.5,5.68,6.56,7.48,8.21,7.44,4.4,4.76,4.34,4.26,4,4.78,5.32,5.54,5.98,5.25,5.36,6.21,6.99,8,8.98,9.27,12.09,15.11,18.77,19.67
C1753,National,Eastern,Дорнод,MN21,Булган,MN2109,"1-р баг, Өндөр хошуу","1-р баг, Өндөр хошуу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.74,0.74,0.96,1.01,1.13,0.9,1.24,1.74
C1754,National,Eastern,Дорнод,MN21,Булган,MN2109,"2-р баг, Хулсан шанд","2-р баг, Хулсан шанд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.27,2.59,2.76,2.96,4,5.1,5.54,5.87
C1755,National,Eastern,Дорнод,MN21,Булган,MN2109,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,2.11,2.52,2.52,2.69,3.81,5.06,6.93,6.04
C1756,National,Eastern,Дорнод,MN21,Булган,MN2109,"4-р баг, Чулуут","4-р баг, Чулуут",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,1.87,2.16,2.73,2.61,3.15,4.06,5.05,6.02
C1757,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,Гурванзагал,,,Үхэр,4.31,4.41,4.25,4.45,4.49,4.63,4.47,4.73,5.09,5.11,4.99,5.52,5.17,4.18,4.15,4.27,4.25,4.31,4.47,4.51,4.39,4.44,4.44,4.28,3.98,3.84,4.13,4.8,5.39,5.98,6.37,4.91,4.76,5.55,5.15,5.51,5.72,6.49,7.05,5.5,4.9,5,5.58,6.25,7.04,8.14,8.65,10.9,12.5,14.04,15.13
C1758,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"1-р баг, Рашаант","1-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.97,2.35,2.65,2.94,3.57,3.95,4.46,4.86
C1759,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"2-р баг, Цагаан хошуу","2-р баг, Цагаан хошуу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,3.02,3.34,3.75,3.92,5.07,5.69,6.36,6.87
C1760,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"3-р баг, Сүмийн булаг","3-р баг, Сүмийн булаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.27,1.35,1.73,1.79,2.25,2.86,3.23,3.41
C1761,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,Дашбалбар,,,Үхэр,9.25,9.49,9.17,9.2,9.3,9.37,9.31,9.39,9.69,9.49,8.63,9.2,9.29,8.76,8.55,8.54,8.29,8.44,8.13,8.49,9.07,8.48,8.69,8.1,8.55,7.92,8.21,9.7,10.55,11.67,12.41,9.24,8.85,9.64,9.07,9.42,9.78,9.96,10.44,10.78,11.04,11.58,11.77,12.25,13.29,14.2,15.7,18.21,20.68,22.57,24.15
C1762,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"1-р баг, Сэвсүүл жараахай","1-р баг, Сэвсүүл жараахай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.99,3.24,3.59,4.11,4.74,5.53,5.93,6.61
C1763,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"2-р баг, Харзат","2-р баг, Харзат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.23,3.46,3.75,3.97,4.67,5.21,6.11,7
C1764,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"3-р баг, Чух","3-р баг, Чух",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,2.65,2.78,2.85,2.9,3.47,3.71,4.25,4.27
C1765,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"4-р баг, Номинт","4-р баг, Номинт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,2.13,2.45,2.56,3.11,3.57,4.15,3.77,3.71
C1766,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"5-р баг, Улз","5-р баг, Улз",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.26,1.36,1.45,1.61,1.76,2.07,2.51,2.56
C1767,National,Eastern,Дорнод,MN21,Матад,MN2102,Матад,,,Үхэр,7.44,7.43,7.15,7.01,7.29,7.45,7.33,7.31,8.03,7.7,7.66,7.93,7.56,7.63,7.26,7.47,7.78,7.5,7.57,7.68,7.1,6.95,7.09,6.81,7.09,7.5,7.99,8.53,9.36,10.2,10.18,8.32,8.5,9.17,9.43,8.32,9.26,10.33,10.19,10.97,11.47,10.84,11.69,12.63,13.7,14.89,15.85,18.65,22.07,25.03,29.19
C1768,National,Eastern,Дорнод,MN21,Матад,MN2102,"1-р баг, Жаргалант","1-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.57,2.7,2.89,2.91,3.39,4.45,5.36,6.93
C1769,National,Eastern,Дорнод,MN21,Матад,MN2102,"2-р баг, Баянхангай","2-р баг, Баянхангай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.5,2.81,2.88,2.92,3.42,3.85,4.48,4.74
C1770,National,Eastern,Дорнод,MN21,Матад,MN2102,"3-р баг, Түмэнхаан","3-р баг, Түмэнхаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,4.11,2.14,2.36,2.46,2.09,2.23,2.47,3.15
C1771,National,Eastern,Дорнод,MN21,Матад,MN2102,"4-р баг, Буян-Өндөр","4-р баг, Буян-Өндөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,3.03,3.25,3.69,3.92,4.88,5.71,6.36,7.19
C1772,National,Eastern,Дорнод,MN21,Матад,MN2102,"5-р баг, Мэнэн","5-р баг, Мэнэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.43,0.47,0.47,0.51,0.57,0.63,0.8,0.73
C1773,National,Eastern,Дорнод,MN21,Матад,MN2102,"6-р баг, Эрдэнэбадрах","6-р баг, Эрдэнэбадрах",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.6,3.13,4.3,5.19,5.55,6.46
C1774,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,Сэргэлэн,,,Үхэр,7.14,7.46,6.28,6.59,7.07,7.43,7.01,7.36,8.42,8.54,8.39,9.3,8.48,7.41,7.72,8.41,8.77,9.54,9.68,9.92,9.97,10.05,10,9.97,11.05,11.49,12.03,13.17,14.84,16.13,16.19,6.5,6.72,7.35,7.24,8.05,8.66,9.49,10.08,9.67,4.57,4.9,5.64,6.42,8.42,10.3,10.33,12.52,14.6,16.75,17.24
C1775,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"1-р баг, Барчин","1-р баг, Барчин",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.17,1.9,2.39,1.98,2.55,3.29,3.72,3.86
C1776,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"2-р баг, Архоолой","2-р баг, Архоолой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.8,3.43,4.16,4.11,4.53,4.96,5.96,5.71
C1777,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"3-р баг, Баян","3-р баг, Баян",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.97,1.25,1.44,1.67,2.17,2.44,2.67,2.76
C1778,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"4-р баг, Очир хүрээ","4-р баг, Очир хүрээ",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.9,1.08,1.33,1.63,2.02,2.49,2.75,3.13
C1779,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"5-р баг, Галын гол","5-р баг, Галын гол",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.59,0.76,0.98,0.94,1.26,1.43,1.66,1.78
