GID,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G1740,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,Goat,1.28,2.36,1.99,2.3,2.64,2.56,2.1,2.23,2.24,2.44,2.11,2.19,1.78,1.58,1.42,1.47,1.72,1.82,1.6,1.54,1.65,1.87,2.21,2.63,2.97,3.48,4.29,5.08,5.94,5.84,6.13,7.62,10.63,10.06,14.54,16.45,22.65,31.84,37.48,34.04,21.03,22.4,24.53,22.9,26.68,32.31,35.72,45.61,56.71,61.4,65.7
G1745,Eastern,Дорнод,MN21,Баян-Уул,MN2116,Goat,13.39,0.71,0.62,0.74,0.81,0.87,0.89,1.01,1.05,1.05,0.97,1.19,1.11,1.33,1.4,1.1,1,0.97,0.96,1.11,0.99,0.81,1.42,1.42,1.92,2.05,2.8,3.82,4.69,5.64,6.38,7.25,9.52,11.43,12.31,13.8,17.14,21.5,26.55,26.7,18.98,19.14,20.96,21.97,24.53,26.58,26.34,29.11,33.72,41.5,47.91
G1752,Eastern,Дорнод,MN21,Булган,MN2109,Goat,2.12,2.74,2.8,3.43,2.25,2.4,2.52,2.78,3.1,3.21,2.52,3.22,2.48,1.79,1.95,2.25,2.28,2.4,2.5,2.73,2.52,2.35,2.56,2.85,3.19,3.71,4.29,5.62,6.92,7.1,7.38,8.25,10.32,11.4,13.66,15.71,21.95,28.32,31.73,23.4,18.81,21.1,22.86,22.18,26.15,28.66,31.07,39.75,52.16,63.16,63.97
G1757,Eastern,Дорнод,MN21,Гурванзагал,MN2108,Goat,3.89,4.2,4.65,4.78,4.91,5.39,4.34,4.69,5.49,5.6,4.67,5.36,4.2,3.67,3.21,3.23,3.22,3.31,3.62,3.34,3.07,2.29,2.1,2.02,2.31,2.2,2.54,3.35,4.14,4.42,4.66,4.85,6.43,8.65,8.93,12.07,15.56,23.52,27.04,23.3,16.31,20.04,22.68,22.55,27.29,30.03,33.86,42.7,49.95,55.77,56.41
G1761,Eastern,Дорнод,MN21,Дашбалбар,MN2110,Goat,6.38,6.7,7.08,7.34,7.14,7.63,7.33,7.56,7.64,7.74,6.55,7.66,7.27,7.58,7.82,7.82,7.48,7.49,6.9,6.83,6.59,6.43,6.36,6.49,7.52,7.56,8.77,10.61,12.55,13.42,14.79,16.55,19.93,24.2,25.67,29.82,35.28,42.3,49.51,54.11,44.26,45.91,42.69,41.91,48.24,52.82,55.78,67.36,77.81,81.41,82.81
G1767,Eastern,Дорнод,MN21,Матад,MN2102,Goat,1.93,1.93,2.02,2.23,2.16,2.44,2.43,2.17,2.54,2.09,1.59,1.91,1.97,2.15,1.94,1.84,1.9,1.92,2.21,2.22,2.12,2.32,2.65,3.04,3.46,3.96,4.95,5.99,7.01,7.25,8.15,9.64,11.74,14.54,16.13,17.24,23.33,27.78,31.17,27.67,23.9,23.94,23.22,21.83,24.75,27.78,31.12,39.11,45.11,53.24,59.9
G1774,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,Goat,13,14.18,12.22,11.67,15.81,14.99,12.14,13.94,12.73,12.83,13.25,13.78,13.64,10.36,9.29,8.36,5.05,5.16,5.14,5.48,5.46,5.66,6.06,6.52,8.09,8.86,9.99,12.78,15.26,15.79,16.81,16.73,18.62,20.84,23.2,28.15,32.3,39.94,49.18,42.76,20.41,21.15,24.4,25.1,32.42,37.05,39.26,47.02,58.58,66.61,66.49
G1780,Eastern,Дорнод,MN21,Халхгол,MN2101,Goat,3.81,3.94,3.88,4.5,4.25,4.27,3.99,4.41,4.01,4.58,4.6,3.25,3.46,2.89,1.72,1.84,1.66,1.74,1.74,1.81,1.63,1.5,1.37,1.26,2,2.11,2.1,2.49,2.93,3.09,3.78,4.65,5.71,5.78,6.33,7.57,8.68,13.99,18.81,16.62,15.69,13.43,13.98,7.6,8.97,11.08,12.55,16.95,20.21,25.11,26.61
G1784,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,Goat,3.71,3.94,3.76,3.85,4.22,4.1,3.47,3.56,4.41,4.63,3.39,3.78,3.52,2.9,2.85,2.9,2.68,2.93,2.98,3.19,2.79,2.18,2.24,2.72,3.27,3.8,4.33,5.29,6.47,6.53,7.5,9.38,10.93,10.54,12.47,13.45,17.02,21.2,23.94,22.99,14.67,17.08,18.7,18.35,22.6,25.23,28.81,34.6,39.8,43.48,41.09
G1788,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,Goat,0.89,12.8,10.24,10.29,13.34,13.95,12.78,14.48,13.32,13.5,9.8,11.54,11.3,9.87,9.8,9.35,8.49,8.94,9.02,10.49,10.88,10.12,10.25,11.07,11.8,12.46,13.63,16.7,20.14,20.52,21.2,26.55,30.86,31.82,34.48,39.67,46.24,59.83,71.27,67.64,31.5,32.46,36.13,35.99,43.58,47.35,52.73,64.11,77.66,86.13,90.8
G1795,Eastern,Дорнод,MN21,Чойбалсан,MN2104,Goat,0.69,2.38,2.53,3.61,3.29,3.81,2.43,2.39,2.76,2.78,2.46,2.23,2.11,1.68,1.29,1.19,1.01,1.02,1.06,1.1,1.09,1.05,1.35,1.61,2.01,2.67,2.99,3.66,4.95,5.94,6.81,8.12,10.59,12.67,15.51,18.76,23.21,28.79,36.93,34.32,20.82,22.52,22.04,21.46,26.31,32,35.28,45.59,54.53,57.21,60.84
G1800,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,Goat,2.36,0.03,0.01,0.02,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.03,0.05,0.06,0.08,0.09,0.09,0.08,0.09,0.11,0.13,0.25,0.43,0.61,0.79,0.78,0.89,1.15,1.53,1.71,2.37,3.17,4.48,6.42,6.69,8.76,10.89,14.52,18.77,18.17,16.81,17.56,16.22,16.31,16.65,19.1,20.4,25.35,29.15,35.7,40.22
G1805,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,Goat,0.03,0.03,0.04,0.07,0.08,0.1,0.12,0.11,0.09,0.11,0.08,0.08,0.11,0.11,0.16,0.34,0.57,0.48,0.58,1,2.34,3.75,5.51,0,10.47,11.35,13.05,17.57,24.26,28.07,28.89,33.39,40.94,48.74,43.54,43.6,52.49,55,53.04,64.79,69.53,78.34,93.76,99.33,115.83,124.3,113.57,129.17,120.03,125.99,137.45
G1815,Eastern,Сүхбаатар,MN22,Асгат,MN2205,Goat,4.22,3.22,3.98,4.98,5.37,6.01,6.65,4.73,5.8,5.94,4.5,5.11,4.76,5.13,5.66,6.1,6.6,6.57,6.85,7.53,6.98,6.59,7.56,9.21,10.57,12.79,14.55,15.24,18.14,20.6,21.91,23.6,26.44,30.08,29.15,29.16,32.07,33.17,29.11,33.43,34.37,32.06,34.9,34.45,38.95,40.13,41.15,51.09,54.48,54.19,56.94
G1820,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,Goat,24.46,20.9,24.59,27.31,25.81,26.58,27.77,29.23,29.94,30.22,28.88,31.59,31.98,25.18,30.44,34.44,35.27,25.98,35.04,38.96,39.96,40.94,41.19,47.06,43.84,44.63,48.26,48,58.94,64.47,66.67,66.33,79.6,94,84.89,62.52,68.16,79.4,84.51,98.86,109.2,108.02,116.67,128.53,144.12,155.25,127.17,145.11,166.98,183.17,181.47
G1827,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,Goat,10.44,9.37,10.84,11.16,9.45,10.83,10.46,9.55,10.53,10.56,9.75,10.41,7.42,7.01,7.67,6.74,6.42,5.63,6.16,6.6,7.47,7.38,8.47,9.85,11.04,12.98,14.6,16.29,18.33,20.69,23.75,21.1,25.22,29.5,32.89,34.36,36.46,37.18,35.63,41.36,45.02,45.03,45.09,44.3,51.25,57.95,54.83,63.44,63.2,65.55,65.18
G1832,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,Goat,12.35,9.56,10.36,11.84,11.84,12.71,11.57,12.02,13.32,13.45,9.21,11.91,11.26,10.92,10.6,11.23,11.76,11.74,10.57,11.07,9.99,11.48,15.51,17.12,19.96,20.78,22.86,25.53,29.1,29.63,28.11,32.36,36.59,41.71,47.64,49.29,57.28,61.46,51.31,63.76,71.93,87.27,95.66,101.58,117.15,125.01,129.65,154.76,149.25,139.55,147.11
G1838,Eastern,Сүхбаатар,MN22,Наран,MN2206,Goat,5.59,6.04,6.51,7.01,5.91,6.52,6.46,6.52,7.48,7.56,6.76,7.3,5.54,4.93,5.83,5.91,6.17,6.2,6.08,6.45,6.72,6.75,7.92,7.73,8.11,8.75,10.28,12.28,12.68,15.23,18.03,20.52,22.88,23.79,25.99,22.02,21.25,26.85,31.14,34.29,35.96,33.9,34.05,36.68,40.61,41.86,35.55,38.43,38.54,39.96,36.75
G1842,Eastern,Сүхбаатар,MN22,Онгон,MN2209,Goat,13.55,11.24,12.97,14.07,11.82,13.35,12.9,11.73,12.19,12.22,9.9,10.63,9.16,9.35,11.06,12.23,13.16,9.04,11.01,12.46,12.22,13.09,16.22,17.81,17.72,18.42,21.95,25.34,26.62,31.65,36.75,37.19,42.42,46.98,43.76,35.22,40.25,47.19,46.9,53.66,57.84,58.58,63.28,68.86,78.2,84.67,70.76,79.68,89.48,91.52,94.87
G1848,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,Goat,3.7,3.3,3.26,3.8,3.82,4.27,4.53,4.74,4.93,4.98,3.31,3.9,4.01,3.42,3.48,3.81,4.01,3.95,4.02,4.86,4.94,5.43,6.19,6.88,8,9.35,10.72,12.95,15.26,16.47,18.33,21.35,26.52,32.61,35.04,37.1,44.23,49.72,45.95,51.04,50.07,54.05,60.41,60.73,67.23,67.75,67.15,81.71,93.99,101.38,108.55
G1854,Eastern,Сүхбаатар,MN22,Түвшинширээ,MN2216,Goat,12.05,10.15,12.03,13.81,15.16,16.35,17.46,18.23,19.71,19.96,20.26,21.67,17.58,14.19,15.61,17.04,18.74,17.1,17.74,18.63,17.36,18.09,20.5,0,23.33,22.66,23.84,27.47,34.12,37,32.7,36.09,44.8,55.59,57.42,58.04,55.05,58.68,51.86,64,74.18,85.34,94,107.27,121.77,128.72,102.73,114.25,117,118.23,117.15
G1860,Eastern,Сүхбаатар,MN22,Түмэнцогт,MN2215,Goat,0.04,0.05,0.06,0.07,0.11,0.11,0.13,0.13,0.15,0.11,0.13,0.12,0.14,0.12,0.11,0.12,0.21,0.24,0.28,0.34,0.45,0.87,1.32,0,2.81,4.09,4.99,6.2,7.36,8.78,10.31,12.85,15.53,14.63,17.74,21.86,25.77,29.49,20.01,23.44,20.25,24.71,24.81,23.67,28.22,32.08,36.35,42.72,48.27,48.33,44.34
G1865,Eastern,Сүхбаатар,MN22,Уулбаян,MN2213,Goat,6,5.19,5.76,6.36,7.69,8.63,9.41,9.55,10.2,11.15,10.56,11.86,11.42,8.55,9.66,10.72,11.21,9.65,9.46,10.32,10.12,11.26,13.99,0,17.96,19.2,20.19,23.75,29.55,29.94,26.47,30.45,36.68,44.43,39.71,34.64,37.41,43.34,34.53,43.04,50.66,56.33,63.56,69.31,74.83,81.6,74.42,78.55,78.18,77.43,77.73
G1871,Eastern,Сүхбаатар,MN22,Халзан,MN2210,Goat,5.3,4.11,4.3,5.03,5.58,6.35,6.31,5.8,6.54,6.96,6.89,7.86,5.67,4.84,5.42,5.83,6.02,4.44,3.95,4.72,4.73,5.35,6.43,0,9.22,9.1,10.74,13.06,16.62,18.16,18.84,19.55,24.91,30.29,26.47,26.94,29.52,31.27,25.49,29.64,32.13,34.72,37.94,39.1,41.87,44.12,40.33,45.17,42.18,46.09,47.75
G1876,Eastern,Сүхбаатар,MN22,Эрдэнэцагаан,MN2201,Goat,21.86,17.58,18.98,21.37,16.72,17.82,18.55,19.41,19.31,18.62,17.26,17.48,15.3,14.27,14.86,13.95,13.06,8.92,10.39,11.29,10.94,11.03,12.64,0,14.9,16.28,18.31,21.12,25.4,28.04,30.38,33.43,40.99,48.84,52.88,57.55,67.22,78.8,73.75,82.99,80.51,78.89,81.17,77.03,81.67,92.59,102.69,128.3,145.9,156.03,164.95
G1886,Eastern,Хэнтий,MN23,Хэрлэн,MN2311,Goat,0.06,0.04,0.04,0.05,3.15,0.08,0.08,0.07,0.07,0.11,0.12,0.18,0.21,0.22,0.27,0.31,0.31,0.39,0.45,0.76,1.39,1.29,2.01,2.88,4.46,13.69,15.59,20.92,20.13,20.59,31.89,31.3,31.67,43.19,46.36,53.08,60.55,78.78,80.62,86.28,78.63,85.86,93.93,104.66,124.65,131.7,145.97,162.92,179.03,191.46,186.31
G1895,Eastern,Хэнтий,MN23,Батноров,MN2304,Goat,8.3,8.65,8.25,11.69,9.85,12.69,11.69,12.03,13.92,14.43,10.02,12.84,13.4,13.04,12.12,12.25,12.25,14.15,14.48,17.13,17.97,15.8,17.77,16.83,21.03,21.91,24.22,27.35,31.29,29.18,31.69,35.14,43.58,45.34,48.8,53.58,62.99,76.31,66.43,69.5,62.82,74.99,79.23,85.92,100.2,109.97,115.76,126.28,140.54,147.93,126.52
G1903,Eastern,Хэнтий,MN23,Батширээт,MN2316,Goat,0.1,0.11,0.14,0.17,14.03,0.23,0.25,0.33,0.28,0.33,0.27,0.35,0.41,0.46,0.59,0.53,0.53,0.61,0.62,0.81,0.67,0.75,0.83,0.73,0.88,0.98,1.2,1.53,1.84,2.16,2.63,3.02,3.58,3.6,3.68,4.68,6.1,7.71,9.65,11.82,9.79,11.06,11.07,11.83,12.88,14.56,15.01,16.6,17.57,20.11,18.56
G1908,Eastern,Хэнтий,MN23,Баян-Адарга,MN2307,Goat,3.3,3.37,3.25,3.34,6.4,4.14,3.84,4.04,4.41,4.49,4.12,5.09,5.63,6,5.39,4.3,4.3,4.7,4.79,4.91,4.81,4.32,4.62,3.7,4.14,3.82,4.61,5.74,6.45,6.43,7.13,8.66,10.95,9.81,10.47,12.48,15.89,21.01,27.54,30.83,23.35,26.18,26.95,30.47,36.46,39.2,44.56,55.46,63.31,68.38,66.12
G1913,Eastern,Хэнтий,MN23,Баянмөнх,MN2317,Goat,8.88,9,9.46,9.07,7.79,10.45,10.55,8.81,10.27,10.94,11.22,12.37,11.33,8.15,8.12,6.97,6.97,7.86,7.86,10.13,11.33,8.9,10.62,11.31,10.86,12.38,13.7,15.2,17.27,16.85,16.7,17.06,14.36,18.25,20.87,25.99,29.41,34.56,28.12,30.72,34.89,39.73,44.55,51.48,60.7,64.29,66.82,70.52,64.88,68.01,64.82
G1918,Eastern,Хэнтий,MN23,Баян-Овоо,MN2301,Goat,7.99,8.17,7.82,8.26,12.77,10.04,9.79,10.39,11.38,12.01,10.99,13.45,13.54,12.07,10.31,10.25,10.25,10.78,11.87,12.72,12.34,9.73,10.21,10.82,9.91,10.16,10.24,11.94,13.32,12.91,14.16,16.22,18.28,17.76,17.95,23.84,23.85,31.77,28.35,29.3,22.54,28.47,28.53,30.44,36.63,41.02,48.45,59.16,66.18,68.29,60.4
G1923,Eastern,Хэнтий,MN23,Биндэр,MN2310,Goat,4.64,5.04,5.23,5.65,0.22,7,7.02,8.12,8.79,8.95,9.38,10.91,11.36,10.85,10.67,9.25,9.25,10.55,10.55,11.91,11.17,9.79,8.74,6.92,7.89,9.16,10.82,12.76,14.51,15.04,16.22,16.22,18.66,16.63,18.02,22.63,28.11,33.06,37.08,41.06,40.25,42.95,43.21,47.13,53.34,61.01,68.75,78.79,134.2,93.89,88.9
G1929,Eastern,Хэнтий,MN23,Баянхутаг,MN2306,Goat,5.65,5.72,5.94,7.57,8.44,7.03,6.64,7.15,8.16,9.42,7.75,9.1,9.93,9.22,8.49,7.53,7.53,7.23,8.04,10.12,9.96,9.35,10.24,11.37,12.38,14.98,17,19.61,26.41,24.88,26.34,24.8,24.87,30.67,32.78,38.42,48.11,60.07,53.22,58.04,62.44,73.21,78.66,87.86,102.32,104.73,112.52,132.68,20.56,133.22,110.2
G1933,Eastern,Хэнтий,MN23,Галшар,MN2308,Goat,7.92,8.02,8.76,9.07,8.86,8.64,7.18,6.79,8.13,21.38,20.25,22.93,22.68,19.57,21.34,22.1,22.1,20.7,21.82,25.81,27.82,29.16,33.87,36.64,31.16,33.55,36.04,39.31,46.77,48.41,45.85,42.41,44.15,49.98,50.45,53.3,59.75,67.77,54.97,60.31,64.84,74.51,83.27,92.48,103.72,109.11,109.61,119.41,117.25,110.86,107.52
G1940,Eastern,Хэнтий,MN23,Дадал,MN2303,Goat,0,0,0,0,3.72,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.1,0.12,0.1,0.12,0.13,0.25,0.43,0.59,0.65,0.95,1.48,1.84,1.99,2.34,2.53,3.21,3.11,3.15,3.5,4.25,5.11,7.06,6.4,6.29,6.79,7.18,7.78,8.59,8.6,9.29,9.76,10.94,13.73,13.34
G1945,Eastern,Хэнтий,MN23,Дархан,MN2318,Goat,13.39,13.71,14.53,14.64,10.17,16.44,17.28,16.05,18.17,19.13,15.97,16.73,16.95,17.15,16.4,16.08,16.08,15.4,14.06,18.17,18.94,18.83,20.59,17.56,19.88,24.21,27.41,26.95,31.61,32.23,31.44,30.86,33.74,44,49.1,57.69,59.59,73.66,62.06,58.75,65.73,75.66,59.45,65.06,76.11,83.9,86.73,93.37,88.41,96.56,97.17
G1951,Eastern,Хэнтий,MN23,Дэлгэрхаан,MN2320,Goat,6.27,6.09,6.64,7.18,15.59,7.59,6.78,5.59,7.37,8.1,10.7,12.06,11.37,10.41,8.95,7.64,7.64,7.77,7.47,8.97,13.93,11.95,13.68,15.58,15.33,17.84,19.78,22.28,26.98,31.44,30.64,28.17,31.8,38.42,40.21,45.41,52.25,62.7,68.23,56.08,54.3,58.79,65.22,77.26,84.93,97.09,99.67,114.4,115.72,109.35,104.08
G1957,Eastern,Хэнтий,MN23,Жаргалтхаан,MN2319,Goat,5.29,4.96,5.55,5.64,7.49,5.96,5.26,4.4,5.08,5.93,6.08,6.73,7.38,7.12,6.91,7.03,7.03,6.26,6.68,8.46,9.32,8.96,9.3,10.28,10.78,13.53,14.75,17.3,19.84,19.8,20.87,23.01,23.77,26.97,29.72,35.4,40.23,49.7,52.6,50.84,47.88,52.19,58.7,61.45,62.62,67.23,72.93,79.65,76.98,79.78,81.13
G1963,Eastern,Хэнтий,MN23,Мөрөн,MN2313,Goat,3.16,2.84,3.1,3.19,9.96,3.02,3.15,3.09,3.66,4.02,3.68,4.35,4.41,3.9,3.62,3.39,3.39,3.98,4.28,5.69,6.71,5.77,7,9.05,10.56,12.75,14.23,16.89,21.35,19.81,18.23,18.01,18.45,25.27,26.49,30.83,34.35,40.61,36.29,38.82,40.28,44.45,50.05,53.47,52.94,51.68,58.23,65.52,63,69.4,73.06
G1969,Eastern,Хэнтий,MN23,Норовлин,MN2302,Goat,9.34,9.72,8.59,8.37,0,10.44,9.09,8.7,9.7,9.51,7.15,8.59,8.84,8.72,8.28,7.43,7.43,8.45,8.71,9.9,9.98,8.92,8.19,7.33,8.62,8.65,9.07,10.84,12.61,12.59,13.44,15.59,17.5,16.51,18.37,17.42,19.95,25.48,33.24,33.65,26.76,28.42,29.85,29.49,34.28,35.43,38.34,45.31,53.78,58.11,62.2
G1974,Eastern,Хэнтий,MN23,Өмнөдэлгэр,MN2314,Goat,7.53,7.71,8.07,11.91,5.96,15.41,16.1,16.34,18.42,17.58,17.29,19.92,19.48,19.35,17.92,16.86,16.86,19.27,21.08,23.76,23.74,17.88,19.53,18.26,18.1,21.18,24.08,27.31,30.95,31.01,36.91,44.59,53.77,58.77,63.81,74.28,87.85,103.86,126.83,142.62,121.61,134.48,137.54,139.48,159.87,173.66,187.9,204.41,222.09,250.51,244.29
G1982,Eastern,Хэнтий,MN23,Цэнхэрмандал,MN2321,Goat,5.41,5.31,5.88,6.07,5.97,5.81,5.45,4.94,5.68,5.56,5.38,5.92,6.44,7.02,6.96,7.39,7.39,8.49,8.33,10.55,12.24,9.59,10.77,11.49,12.72,14.63,16.62,19.24,21.15,17.21,18.22,20.13,22.08,28.81,25.75,30.64,37.61,46.07,50.54,57.86,44.95,48.99,50.8,53.17,58.15,60.86,68.49,74.76,80.07,85.32,81.22
G1987,Eastern,Хэнтий,MN23,Бор-Өндөр,MN2322,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.16,0.18,0.23,0.23,0.38,0.14,0.23,0.31,1.55,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.47,30.81,36.97,35.89,35.1,36.33,33,37.73,37.04
G1996,Capital,Улаанбаатар,MN11,Багануур,MN1200,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.08,40.17,49.55,50.69,59.05,55.35,60.86,67.39,68.8
G2002,Capital,Улаанбаатар,MN11,Багахангай,MN1230,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,7.92,9.37,11.4,11.86,11.96,11.27,7.53,9.56
G2005,Capital,Улаанбаатар,MN11,Баянгол,MN1600,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G2029,Capital,Улаанбаатар,MN11,Баянзүрх,MN1300,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,12.68,12.7,13.17,13.94,13.85,13.09,15.09,16.23
G2058,Capital,Улаанбаатар,MN11,Налайх,MN1260,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,13.77,14.91,14.82,14.85,12.63,12.76,15.78,15.72
G2067,Capital,Улаанбаатар,MN11,Сонгинохайрхан,MN1800,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,13.47,16.92,17.76,16.66,16.68,15.95,19.58,24.12
G2102,Capital,Улаанбаатар,MN11,Сүхбаатар,MN1400,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.51,0.42,0.53,0.38,0.46,0,0,0
G2123,Capital,Улаанбаатар,MN11,Хан-Уул,MN1700,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,10.43,11.33,9.61,9.17,9.73,7.65,8.87,11.99
G2140,Capital,Улаанбаатар,MN11,Чингэлтэй,MN1500,Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.59,0.73,0.37,0.39,0.39,0,0,0
