Index,Bag,Aimag,Soumd,ProvinceName,StockType,StockTypeE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1067,          Цэцэрлэг,Архангай,Цэцэрлэг,Tsetserleg,Ямаа,goats,15.4,16.08,15.18,13.02,14,13.33,13.48,13.36,15.49,15.95,16.99,17.61,18.54,16.35,14.81,11.95,11.25,11.58,13.78,15.74,17.5,17.24,17.33,18.56,21.75,22.84,25.52,31.57,37.13,38.5,39.33,37.23,39.64,44.73,49.9,55.27,63.89,74.08,81.97,80.24,61.31,71.85,75.35,83.11,96.48,91.1,99.37,98.06,108.32
1073,          Чулуут,Архангай,Чулуут,Chuluut,Ямаа,goats,3.47,3.61,3.84,4.04,3.86,3.95,3.74,3.8,3.73,3.7,3.71,3.85,4.35,4.35,3.84,3.33,3.82,3.8,3.39,4.43,4.8,4.59,4.32,5.14,6.06,7.37,8.25,10.01,10.74,10.75,11.29,12.62,14.48,17.55,20.58,22.81,26.31,31.17,36.22,37.46,30.28,30.8,31.87,35.01,36.32,35.57,38.76,38.28,38.42
1079,          Эрдэнэмандал,Архангай,Эрдэнэмандал,Erdenemandal,Ямаа,goats,17.07,18.36,16.84,15.55,15.78,13.83,12.84,10.16,10.99,10.65,11.2,11.98,13.07,12.44,10,7.86,7.11,6.71,7.24,8.02,9.21,9.23,11.39,14.41,18.94,21.73,25.71,32.24,37.42,41.42,43.94,42.09,46.31,58.44,56.23,61.32,65.11,70.26,77.18,78.92,64.98,75.73,79.13,84.12,92.06,88.36,95.59,97.75,105.54
1085,      Хөвсгөл,Хөвсгөл,Хөвсгөл,Hovsgol,Ямаа,goats,232.43,231.18,229.11,223.65,227.12,208.97,192.41,193.23,212.87,218.93,221.22,232.06,244.28,249.48,259.35,241.79,240.99,239.53,255.18,274.63,280.44,275.73,298.17,324.22,390.56,445.51,510.94,595.42,662.33,678.96,674.23,615.15,724.99,844.62,965.99,1058.81,1286.98,1509.8,1696.99,1674.78,1274,1386.77,1463.05,1420.89,1619.44,1684.64,1937.95,1996.54,2197.45
1091,        Мөрөн,Хөвсгөл,Мөрөн,Moron,Ямаа,goats,1.46,1.31,0.67,0.81,0.95,1.11,1.06,1.35,1.35,1.26,1.09,1.65,1.75,2.2,2.43,2.35,2.65,2.99,3.37,3.93,6.64,7.67,12.62,15.07,19.23,21.02,24.63,30.07,37.4,35.9,36.36,32.08,40.71,44.12,53.04,56.66,73.31,88.06,103.94,103.79,61.42,71.53,72.12,62.9,79.7,78.47,87.18,96.67,122.1
1097,        Алаг-Эрдэнэ,Хөвсгөл,Алаг-Эрдэнэ,Alag-Erdene,Ямаа,goats,5.87,6.1,5.77,5.89,5.44,4.45,3.79,3.59,3.94,3.97,3.87,3.99,4.28,4.19,4.62,3.89,4.3,4.01,3.9,4.71,4.53,4.06,4.32,4.9,6.22,8,9.71,12.03,15.57,17.28,18.07,16.67,20.79,26.9,33.53,34.97,43.35,52.79,58.52,64.63,55.14,55.07,69.4,65.47,76.94,80.55,94.3,107.69,121.77
1103,        Арбулаг,Хөвсгөл,Арбулаг,Arbulag,Ямаа,goats,18.96,16.9,17.59,18.25,16.46,14.01,12.87,13.92,15.57,16.64,17.84,18.31,18.95,18.08,17.63,16.9,17.63,19.38,21.98,23.83,24.78,22.1,21.55,21.71,26.58,31.72,36.46,42.86,47.23,47.64,45.98,32.75,37.94,47.92,57.52,61.66,75.74,87.51,95.38,103.56,82.47,85.6,87.44,85.98,99.66,104.09,120.78,130,144.79
1109,        Баянзүрх,Хөвсгөл,Баянзүрх,Bayanzurh,Ямаа,goats,9,9.42,9.43,7.79,8.33,8.4,7.81,8.74,9.47,9.67,10.18,10.71,11.93,12.9,13.91,13.48,13.79,13.9,14.47,15.17,16.53,16.76,17.92,19.88,24.12,26.91,30.43,34.52,35.65,32.35,30.26,23.73,26.59,32.41,36.42,36.69,44.72,52.48,62.48,67.88,56.58,61.02,66.02,62.47,68.84,73.8,84.07,91.69,103.68
1115,          Бүрэнтогтох,Хөвсгөл,Бүрэнтогтох,Burentogtoh,Ямаа,goats,12.46,11.29,11.22,15.5,15.68,12.84,11.62,11.47,12.59,12.98,13.67,14.23,15.02,15.53,16.46,15.65,15.93,16.24,18.14,20.02,19.94,21.58,21.81,23.92,29.45,33.08,37.98,44.48,47.83,46.32,43.9,33.57,41.52,52.04,62.61,70.65,88.47,104.63,109.18,122.27,78.89,93.26,95.56,93.31,113.41,120.57,144.38,146.99,164.51
1121,          Галт,Хөвсгөл,Галт,Galt,Ямаа,goats,16.01,17.25,18.11,17.1,17.05,15,13.25,13.08,14.35,14.94,13.99,14.99,15.37,15.5,15.7,13.4,13.91,14.36,15.65,17.04,17.69,17.63,19.78,23,28.91,33.71,39.1,45.14,47.12,49.21,48.06,52.15,58.85,71.38,77.86,77.48,94.36,109.89,128.31,125.59,84.88,101.08,108.97,117.35,132.47,139.52,159.96,146.11,152.47
1127,          Жаргалант,Хөвсгөл,Жаргалант,Jargalant,Ямаа,goats,8.9,9.23,10.25,9.49,9.42,8.54,7.66,6.36,7.59,8.41,8.23,8.95,9.09,9.51,9.87,8.3,8.48,9.22,8.59,9.44,10.29,9.66,11.07,13.97,18.92,21.05,23.39,25.65,28.73,28.63,23.65,18.31,23.18,31.23,33.58,37.03,47.63,57.04,68.68,61.86,47.74,57.32,60.94,61.17,69.12,67.38,76.56,76.57,84.94
1133,          Их-Уул,Хөвсгөл,Их-Уул,Ih-Uul,Ямаа,goats,14.97,14.99,14.43,14.51,15.51,14.59,13.65,13.52,14.62,15.55,15.42,15.75,17.01,17.52,17.98,18.22,17.06,14.25,15.9,16.53,17.09,17.66,19.28,21.68,24.49,28,32.19,36.31,42.32,45.48,45.07,51.7,61.04,64.65,72.68,82.47,99.01,112.66,126.95,111.4,98.49,101.18,103.66,98.05,111.03,113.31,129.58,128.33,133.73
1139,          Рашаант,Хөвсгөл,Рашаант,Rashaant,Ямаа,goats,12.09,11.68,12.29,12.52,12.91,11.61,11.67,11.96,13.46,12.81,12.54,13.17,14.97,14.75,15.08,13.71,10.24,10.18,11.32,11.95,11.2,12.64,15.02,16.17,17.65,18.89,22.28,26.67,31.74,34.93,35.96,41.04,45.06,49.63,55.26,60.06,67.81,75.59,88.11,81.38,65.81,70.76,69.8,69.53,80.29,77.41,88.6,89.24,92.53
1145,          Рэнчинлхүмбэ,Хөвсгөл,Рэнчинлхүмбэ,Renchinlhumbe ,Ямаа,goats,7.92,7.77,7.03,6.51,5.44,5.05,5.67,5.11,5.63,6.42,6.37,6.68,7.43,7.81,8.46,7.03,8.01,8.82,10.88,11.63,10.84,10.05,8.44,8.27,10.04,12.01,13.84,16.81,19.28,19.98,23.39,23.9,27.59,30.33,29.66,31.66,34.05,41.19,45.91,42.3,38.92,41.38,42.5,39.6,43.26,47.23,55.79,55.72,63.79
1151,          Тариалан,Хөвсгөл,Тариалан,Tarialan,Ямаа,goats,4.89,5.37,4.98,4.75,4.74,5.01,5.09,3.1,3.04,2.99,3.16,3.46,3.6,3.9,4.09,3.99,4.21,3.67,4.17,4.73,4.99,5.64,6.87,7.96,10.18,12.73,15.03,18.66,22.87,27.03,28.44,33.1,40.73,37.77,46.95,51.19,59.16,68.71,81.26,72.99,60.56,57.86,61.5,60.41,70.03,75.51,86.84,92.3,107.72
1157,          Тосонцэнгэл,Хөвсгөл,Тосонцэнгэл,Tosontengel,Ямаа,goats,17.65,16.64,14.93,14.71,15.49,14.23,13.99,13.06,13.74,13.52,13.51,13.83,15.3,15.92,16.47,16.19,15.07,15.35,18,19,18.69,17.67,18.51,20.07,23.03,26.3,29.01,34.3,39.57,41.99,41.9,46.9,53.18,57.59,63.96,71.77,90.23,102.94,116.44,109.67,90.1,99.06,97.97,93.19,106.8,108.04,126.4,132.08,138.65
1163,          Төмөрбулаг,Хөвсгөл,Төмөрбулаг,Tomorbulag ,Ямаа,goats,21.04,21.58,21.99,27.03,29.83,26.49,24.58,26.75,29.85,31.52,31.64,33.4,35.05,34.86,35.5,33.85,33.46,33,34.68,37.89,38.1,36.66,38.58,39.85,41.5,40.26,45.27,51.44,54.33,55.35,56.87,53.95,62.17,70.02,75.71,86.99,107.72,130.9,141.04,136.15,100.27,111.5,116.11,119.8,137.54,140.97,164.28,173.01,183.67
1169,        Түнэл,Хөвсгөл,Түнэл,Tunel,Ямаа,goats,6.26,6.3,5.71,11.63,12.13,11.92,11.18,11.17,11.82,11.41,12.65,12.89,14.16,12.93,13.27,12.24,11.41,9.6,9.44,10.06,10.92,11.86,12.82,12.77,14.61,18.28,18.16,21.67,25.21,27.63,28.14,29.56,34.35,41.96,50.09,52.42,61.68,68.66,79.26,76.5,61.27,66.02,68.11,60.82,73.25,79.93,98.5,108.86,121.84
1175,          Улаан-Уул,Хөвсгөл,Улаан-Уул,Ulaan-Uul,Ямаа,goats,8.2,8.62,7.42,7.3,7.03,7.15,6.61,5.68,6.43,6.63,6.33,6.62,7.06,7.64,8.39,7.74,7.32,6.83,6.92,6.72,6.79,6.78,7.36,7.7,9.54,10.87,13.11,15.59,17.23,18.18,19.84,17.69,20.42,23.91,23.44,25.15,30.24,35.93,41.65,39.61,37.45,39.17,42.57,41.32,47.57,51.12,58.38,58.32,67.97
1181,          Ханх,Хөвсгөл,Ханх,Hanh,Ямаа,goats,0.69,0.73,0.73,0.7,0.64,0.73,0.59,0.74,0.87,0.07,0.09,0.11,0.13,0.11,0.11,0.1,0.14,0.19,0.19,0.21,0.28,0.3,1.68,1.66,1.69,1.95,2.14,2.72,3.39,3.96,4.81,5.32,6.64,7.46,7.45,8.19,9.98,12.15,12.41,13.26,10.63,10.48,9.21,7.5,8.81,9.73,11.96,12.47,14.35
1187,          Цагааннуур,Хөвсгөл,Цагааннуур,Tsagaannuur,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.02,0.03,0.06,0.19,0.26,0.28,0.34,0.42,0.55,0.75,1,1.34,1.6,1.47,1.86,2.14,2.6,2.49,2.44,2.53,3.16,3.6,4.32,3.21,3.02,3.52,3.69,3.34,4.02,4,5.09,4.62,6.06
1193,          Цагаан-Уул,Хөвсгөл,Цагаан-Уул,Tsagaan-Uul,Ямаа,goats,12.27,12.35,12.43,17.72,17.5,15.32,12,13.56,15.12,15.18,14.51,15.05,15.53,16.25,17.57,18.19,19.7,20.52,20.51,21.46,20.77,20.37,22.1,24.36,31.7,37.34,44.21,51.94,55.31,56.85,54.95,31.29,38.95,49.86,60.55,69.38,87.03,103.45,116.37,121.48,82.48,97.22,101.65,100.52,115.91,120.4,137.51,139.95,148.59
1199,          Цагаан-Үүр,Хөвсгөл,Цагаан-Үүр,Tsagaan-Uur,Ямаа,goats,0.81,0.82,0.95,1.07,0.99,1.16,1.12,1.19,1.28,1.26,0.83,0.73,0.72,0.87,0.9,0.84,0.8,0.75,0.74,0.71,0.57,0.51,0.42,0.46,0.54,0.66,0.96,1.3,1.42,1.53,1.94,2.2,2.67,3.11,3.45,4.11,5.05,6.08,6.52,6.38,5.32,5.22,4.67,3.63,3.71,3.9,4,4.26,4.73
1205,          Цэцэрлэг,Хөвсгөл,Цэцэрлэг,Tsetserleg,Ямаа,goats,17.59,18.47,18.57,15.4,15.42,15.47,14.99,15.85,17.94,19.38,20.56,21.58,19.91,21.19,22.45,18.69,20.03,19.59,19.24,21.04,20.62,17.31,17.52,19.51,26.17,31.31,37.94,42.95,46.33,43.18,37.29,19.8,24.09,35.59,45.38,55.27,66.87,80.58,84.62,88.73,53.41,61.5,70.04,70.01,84.46,92.75,95.58,89.61,98.9
1211,          Чандмань-Өндөр,Хөвсгөл,Чандмань-Өндөр,Chandmani-Ondor,Ямаа,goats,3.95,4.14,4.18,4.72,5.28,5.6,5.02,4.72,5.17,5.51,5.64,6.07,6.47,7,7.1,5,4.31,3.32,3.63,3.93,3.86,3.77,3.79,3.85,4.34,4.91,5.43,6.07,6.97,7.36,8.62,9.21,10.38,11.34,13.06,13.67,15.66,18.76,20.52,22.48,22.37,19.08,18.77,14.5,16.85,17.85,21.71,25.08,28.29
1217,          Шинэ-Идэр,Хөвсгөл,Шинэ-Идэр,Shine-Ider,Ямаа,goats,8.33,8.49,9.21,9.58,10.11,9.98,7.92,8.07,8.76,8.52,8.69,9.44,9.99,10.06,10.43,10.66,11.16,11.92,12.01,12.61,12.54,11.78,12.3,12.72,16.23,19.78,21.83,24.46,25,25.14,25.62,23.1,27.23,30.88,35.37,40.76,48.62,57.88,61.66,54.58,40.3,47.21,72.47,71.28,54.02,53.76,58.13,53.13,53.22
1223,          Эрдэнэбулган,Хөвсгөл,Эрдэнэбулган,Erdenebulgan,Ямаа,goats,0.49,0.55,0.57,0.56,0.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46,0.48,0.51,0.46,0.64,0.92,1.07,1.32,1.71,2.09,2.59,3.21,4.03,5.01,5.58,6.65,8.27,9.91,12.45,15.24,16.99,20.66,23.52,27.07,27.61,21.89,18.49,19.89,18.75,21.77,24.36,28.4,33.86,39.16
1235,      Төв,Төв,Төв,Tov,Ямаа,goats,156.26,149.37,160.69,170.98,186.57,190.6,163.03,125.07,150.25,160.19,149.83,150.75,163.64,150.12,146.92,142.86,145.25,140.37,142.72,166.18,176.49,174.84,192.43,210.5,232.26,296.13,346.33,420.34,495.63,494,483.56,457.86,493.42,491.58,541.6,634.89,801.3,1003.01,1166.5,1319.87,977.91,1088.88,1155.41,1231.29,1432.55,1507.42,1551.26,1534.16,1505.97
1241,        Зуунмод,Төв,Зуунмод,Zuunmod,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,0.15,0.15,0.23,0.12,0.15,0.2,0.34,0.72,0.77,0.79,0.87,1.02,1.22,1.48,1.99,2.99,3.52,4.54,4.54,4.62,6.28,7.88,9.39,9.9,7.45,6.34,5.79,5.98,6.73,8.54,8.83,12.01,15.6,15.95,17.61,11.33,12.54,13.83,16.64,19.12,19.84,23.55,24.48,25.91
1247,        Алтанбулаг,Төв,Алтанбулаг,Altanbulag,Ямаа,goats,9.38,8.19,9.03,9.8,9.56,8.79,7.45,5.82,6.63,6.86,6.07,6.75,7.62,7.52,7.76,7.79,7.97,7.77,9.38,11.37,12.78,14.41,15.64,15.64,15.03,20.61,26.04,32.44,33.98,38.63,35.94,27.73,32.62,32.03,38.1,45.65,58.1,66.18,70.37,80.5,51.01,63.71,69.8,80.27,94.91,99.62,103.08,108.28,109.23
1253,        Аргалант,Төв,Аргалант,Argalant,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22,0.34,0.32,0.35,0.69,0.6,0.67,0.74,1.01,0.99,1.11,1.12,1.32,2.07,3.7,5.08,6.55,8.45,12.96,12.81,14.79,15.66,15.78,13.65,11.86,13.39,14.97,17.75,17.84,22.81,28.19,33.7,41.18,21.16,27.6,27.23,29.7,32.58,32.34,29.8,26.3,26.24
1259,        Архуст,Төв,Архуст,Arhust,Ямаа,goats,0.65,0.65,NaN,NaN,NaN,NaN,0.12,0.14,0.17,0.13,0.15,0.17,0.23,0.28,0.32,0.4,0.46,0.51,0.53,0.63,0.77,0.7,1.16,1.97,2.37,3.34,4.13,6.74,8.88,9.42,10.28,9.77,9.7,11.82,12.93,13.72,20.32,20.95,22.87,25.01,11.07,14.2,16.35,18.91,21.2,20.94,20.87,21.28,22.47
1265,          Батсүмбэр,Төв,Батсүмбэр,Batsumber,Ямаа,goats,0.62,0.53,0.43,0.58,0.52,0.44,0.43,0.41,0.4,0.38,0.21,0.24,0.38,0.37,0.48,0.42,0.28,0.52,0.48,0.57,0.88,1.05,1.64,2.54,4.37,5.16,7.01,10.32,12.55,9.31,12.36,13.25,17.22,16.31,12.61,13.6,17.81,23.9,31.42,32.37,21.04,20.76,17.87,16.97,17.89,17.03,17.41,16.29,14.62
1271,          Баян,Төв,Баян,Bayan,Ямаа,goats,7.15,6.69,7.24,7.74,8.26,8.31,6.33,5.14,6.09,7,6.16,6.79,7.15,6.01,5.69,5.4,5.69,5.25,5.12,5.46,5.7,5.07,6.24,7.64,6.7,8.09,10.19,11.93,14.58,13.97,12.1,6.05,7.02,9.4,11.58,15.96,19.82,21.51,22.52,33.29,17.43,21.43,25.71,29.07,37.2,44.68,48.49,53.36,53.5
1277,          Баяндэлгэр,Төв,Баяндэлгэр,Bayandelger,Ямаа,goats,3.61,12.35,3.88,4.06,4.29,4.37,3.7,3,3.14,2.98,3.17,3.76,4.07,4.26,4.45,4.49,4.9,4.94,5.12,5.43,5.37,4.24,4.7,5.67,6.78,9.38,10.79,13.11,14.73,11.83,12.05,13.49,16.51,18.69,18.97,19.66,23.97,27.78,33.37,40.75,34.89,38.13,40.58,42.51,48.2,52.42,58.7,56.1,60.31
1283,          Баянжаргалан,Төв,Баянжаргалан,Bayanjargalan,Ямаа,goats,8.59,3.44,10.11,10.85,11.14,11.02,9.58,8.49,9.66,9.82,9.98,10.64,10.98,9.83,8.65,9.71,10.79,10.33,9.92,11.58,12.02,8.8,9.78,11.67,11.87,14.43,16.36,18.99,22.93,24.7,22.47,14.94,18.01,22.05,26.71,32.24,37.69,46.09,46.18,43.82,30.55,34.29,39.53,44.99,51.93,59.08,62.99,62.59,58.05
1289,          Баян-Өнжүүл,Төв,Баян-Өнжүүл,Bayan-Onjuul,Ямаа,goats,14.12,9.2,14.05,21.86,23.88,24.08,19.62,10.62,13.32,15.77,15.33,14.91,17.34,16.75,16.48,17.36,17.43,16.85,16.39,20.2,23.42,21.33,22.11,22.37,20.26,23.62,27.16,30.54,33.96,33.31,29.32,27.59,28.26,29.79,37.56,45.94,56.69,67.83,71.22,77.67,58.16,70.21,75.71,91.82,111.81,124.55,128.81,139.2,135.41
1295,          Баянхангай,Төв,Баянхангай,Bayanhangai,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13,0.27,0.25,0.33,0.36,0.6,0.81,0.95,1.02,1.13,1.22,1.28,1.57,1.87,2.85,3.4,3.61,4.51,6.39,6.1,6.48,9.81,10.75,14.07,14.65,15.71,15.21,15.43,18.15,23.08,28.2,36.15,40.23,29.32,33.15,31.41,31.62,34.71,34.08,31.58,28.81,30.2
1301,          Баянцагаан,Төв,Баянцагаан,Bayantsagaan,Ямаа,goats,16.86,15.22,15.86,NaN,21.2,23.25,21.97,12.29,17.41,21.42,18.83,18.65,20.75,17.29,17.56,17.8,16.8,14.26,12.56,14.46,15.19,14.31,15.81,17.25,18.54,23.44,27.97,32.91,39.61,38.44,26.36,18.55,20.74,29.47,34.7,41.48,46.54,51.3,49.73,55.56,27.1,35.34,43.79,55.43,69.58,85.39,94.04,103.36,93.55
1307,          Баянцогт,Төв,Баянцогт,Bayantsogt,Ямаа,goats,2.55,2.57,2.47,17.57,2.48,2.74,1.38,1.22,1.12,0.68,0.24,0.26,0.26,0.4,0.52,0.6,0.56,0.55,0.53,0.49,0.57,1.94,2.53,3.85,5.64,8.36,8.9,11.26,11.97,12.37,15.16,12.46,12.43,13.5,16.5,19.47,25,33.63,42.33,46.53,25.99,30.4,30.43,31.8,34.92,34.77,30.64,30,29.94
1313,          Баянчандмань,Төв,Баянчандмань,Bayanchandmani,Ямаа,goats,0.47,0.5,0.33,2.42,0.4,0.49,0.55,0.56,0.52,0.5,0.65,0.7,0.93,1.19,1.34,1.2,1.45,1.5,1.49,1.85,2.4,2.4,2.76,3.15,3.51,4.59,5.9,6.15,7.47,5.96,7.42,6.63,9.57,8.19,9.5,11.02,15.11,17.41,23.37,23.75,12.37,13.97,13.76,13.4,15.77,15,13.76,13.39,12.26
1319,        Борнуур,Төв,Борнуур,Bornuur,Ямаа,goats,0.48,10.42,0.49,0.37,0.41,0.54,0.57,0.42,0.33,0.3,0.26,0.32,0.35,0.4,0.46,0.49,0.41,0.51,0.41,0.44,0.52,0.6,1.34,1.57,2.41,4.38,6.49,10.24,12.39,10.34,14.41,13.94,17.38,16.51,17.46,19.78,26.16,32.93,43.1,46.83,34.84,32.16,32.92,32.16,36.06,36.24,37.57,33.48,29.07
1325,          Бүрэн,Төв,Бүрэн,Buren,Ямаа,goats,10.31,8.85,11.64,0.4,19.6,19.41,13.82,10.32,13.03,15.7,16.39,16.92,18.6,16.91,15.54,14.25,14.45,13.72,13.55,15.18,14.79,13.91,14.1,14.2,15.47,19.65,23.68,28.22,33.49,32.48,24.88,26.53,27.3,30.54,35.06,41.79,53.09,66.1,63.3,76.26,64.97,72.11,85.69,92.63,108.12,113.91,113.03,123.59,113.7
1331,          Дэлгэрхаан,Төв,Дэлгэрхаан,Delgerhaan,Ямаа,goats,10,0.48,9.21,17.75,11.12,11.37,9.84,9.02,11.34,12.53,11.65,11.58,11.59,9.18,11.23,10.91,10.59,9.96,9.63,11.04,10.55,8.46,7.43,7.86,10.33,12.98,15.79,17.91,20.06,18.79,11.72,13.33,12.81,15.55,18.43,22.19,25.56,32.94,29.05,31.52,24.68,29.51,36.17,42.53,54.56,59.59,59.97,69.86,68.13
1337,          Жаргалант,Төв,Жаргалант,Jargalant,Ямаа,goats,0.6,3.39,0.31,10.28,0.25,0.24,0.22,0.2,0.15,0.14,0.12,0.15,0.21,0.34,0.38,0.35,0.4,0.44,0.46,0.61,0.72,1.52,2.34,3.03,3.86,5.24,6.82,8.98,11.61,13.59,17.78,16.34,21.2,14.26,15.73,18.62,25.32,37.59,51.14,54.64,46.75,46.55,45.42,48.21,53,52.73,53.33,45.25,45.71
1343,          Заамар,Төв,Заамар,Zaamar,Ямаа,goats,3.32,12.09,3.4,0.28,3.69,3.91,3.66,3.68,4.15,3.96,3.59,3.78,4.2,4.21,4.69,4.44,4.78,4.92,5.45,6.11,6.46,7.42,7.65,7.35,8.94,11.36,13.41,16.04,20.16,23.99,28.86,34.13,26.55,20.88,19.7,22.81,31.73,42.82,57.5,66.18,65.55,72.15,74.15,73.35,84.08,80.87,88.9,76.57,74.5
1349,          Лүн,Төв,Лүн,Lun,Ямаа,goats,13.77,1.35,12.42,3.44,14.91,14.77,12.96,9.88,10.45,2.76,2.77,3.19,3.7,4.46,4.7,4.75,4.84,4.94,4.91,5.49,6.46,7.85,8.82,9.87,10.9,14.45,17.28,21.14,28.18,29.65,33.32,33.35,35.78,29.62,30.53,35.24,44.65,57.93,71.36,78.15,67.55,75.82,72.91,72.96,86.56,88.87,86.15,79.87,75.5
1355,          Мөнгөнморьт,Төв,Мөнгөнморьт,Mongonmorit,Ямаа,goats,1.38,11.86,1.48,13.12,1.78,1.65,1.54,1.62,1.67,1.63,1.21,1.31,1.57,1.63,1.3,1.25,1.24,1.29,1.22,1.65,1.47,1.32,1.35,1.28,1.75,2.18,2.48,3.22,3.68,3.41,3.77,5.29,6.99,6.67,6.02,6.81,8.81,11.48,21.12,25.95,19.47,18.2,17.25,17.15,20.26,23.62,28.06,27.25,26.97
1361,          Өндөрширээт,Төв,Өндөрширээт,Ondorshireet,Ямаа,goats,11.29,4.24,13.07,1.59,13.52,14.73,13.07,10.39,12.86,14.13,13.83,12.32,13.17,11.45,10.97,10,9.79,9.52,10.57,12.84,13.31,12.16,12.45,12.38,12.76,15.32,16.83,20.17,23.67,23.93,23.14,25.79,25.92,22.86,23.23,28.04,34.58,45.37,54.56,62.11,56.15,60.06,66.58,64.24,75.37,78.44,79.96,76.1,80.14
1367,          Сүмбэр,Төв,Сүмбэр,Sumber,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07,0.11,0.13,0.13,0.16,0.26,0.35,0.44,0.42,0.52,0.55,0.62,0.58,0.53,0.83,1.07,1.14,1.82,2.12,3.15,4.05,5.82,4.97,6.83,5.21,6.86,5.61,5.41,6.51,8.92,12.51,16.13,15.82,12.64,12.74,12.26,13.28,15.09,13.74,15.14,13.4,12.77
1373,          Сэргэлэн,Төв,Сэргэлэн,Sergelen,Ямаа,goats,4.39,0.99,4.66,12.47,6.05,6.09,6.54,4.62,6.03,13.71,9.57,9.02,9.53,7.35,6.63,7.93,8.49,7.77,7.81,9.36,8.23,6.3,7.24,7.68,8.06,10.65,12.73,15.17,17.7,15.55,15.12,9.92,10.29,11.99,16.85,20.63,23.39,22.99,27.14,35.41,19.27,22.51,24.57,31.58,37.71,43.16,46.42,50.86,52.11
1379,        Угтаалцайдам,Төв,Угтаалцайдам,Ugtaaltsaidam,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.25,39.69,46.17,46.27,41.19,38.47,36.5
1385,          Цээл,Төв,Цээл,Tseel,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48,0.56,0.62,0.69,0.88,1.06,1.15,1.15,1.34,1.51,1.57,1.81,2.2,2.1,2.97,3.47,3.48,4.61,5.76,7.76,9.96,12.41,13.58,16.48,17.29,18.69,10.74,9.43,12.15,18.23,27.56,39.21,44.89,38.16,36.57,38.33,40.3,45.47,46.83,49.24,40.89,40.63
1391,          Эрдэнэ,Төв,Эрдэнэ,Erdene,Ямаа,goats,2.85,16.23,3.86,4.83,4.59,4.59,3.85,3.89,4.31,6.75,6.21,5.97,5.81,5.43,5.02,4.25,4.47,4.45,5.41,5.87,5.89,5.65,6.07,6.64,8.24,10,11.24,13.82,15.55,14.19,17.21,18.14,21.3,26.04,26.16,30.86,38.23,46.29,59.49,69.73,52.19,54.72,51.54,52.96,57.36,61.3,66.3,60.24,64.48
1397,          Эрдэнэсант,Төв,Эрдэнэсант,Erdenesant,Ямаа,goats,15.08,0.44,18.68,0.99,21.3,21.63,19.16,16.48,20.14,21.01,21.19,20.37,21.3,20.34,17.75,13.39,13.15,13.68,14.56,16.72,18.37,19.71,21.48,24.63,26.46,29.74,30.46,36.69,42.84,44.93,36.22,41.74,40.05,38.68,43.98,50.72,63.94,86.21,103.8,116.91,88.01,99.97,111.38,107.12,122.93,122.13,122.3,114.88,114.09
1403,      Говьсүмбэр,Говьсүмбэр,Говьсүмбэр,Govisymber,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.94,14.34,17.65,18.81,25.07,29.12,33.68,41.69,42.13,37.9,27.13,37.44,53.19,65.22,79.9,84.05,97.77,92.68,88.2,76.9,97.12,110.88,131.17,160.98,178.98,177.31,195.08,183.72
1409,        Сүмбэр,Говьсүмбэр,Сүмбэр,Sumber,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.65,14.15,14.91,18.96,21.63,24.32,30.85,30.69,27.34,19.83,27.47,39.16,48.63,60.3,63.25,74.35,68.86,62.23,58.48,73.88,82.65,97.61,118,132.28,133.66,145.49,135.21
