GID,NATIONAL,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G1761,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,,Ямаа,6.38,6.7,7.08,7.34,7.14,7.63,7.33,7.56,7.64,7.74,6.55,7.66,7.27,7.58,7.82,7.82,7.48,7.49,6.9,6.83,6.59,6.43,6.36,6.49,7.52,7.56,8.77,10.61,12.55,13.42,14.79,16.55,19.93,24.2,25.67,29.82,35.28,42.3,49.51,54.11,44.26,45.91,42.69,41.91,48.24,52.82,55.78,67.36,77.81,81.41,82.81
G1762,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"1-р баг, Сэвсүүл жараахай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,11.37,13.52,15.07,15.94,19.03,22.31,22.54,23.13
G1763,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"2-р баг, Харзат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,10.12,11.73,13.13,13.62,16.26,18.27,19.63,21.26
G1764,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"3-р баг, Чух",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17,9.08,10.69,11.03,11.28,13.51,15.09,17.19,16.31
G1765,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"4-р баг, Номинт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,7.62,8.18,9.54,10.5,12.94,15.04,13.99,13.85
G1766,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"5-р баг, Улз",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.72,4.12,4.05,4.45,5.62,7.11,8.06,8.27
G1767,National,Eastern,Дорнод,MN21,Матад,MN2102,,Ямаа,1.93,1.93,2.02,2.23,2.16,2.44,2.43,2.17,2.54,2.09,1.59,1.91,1.97,2.15,1.94,1.84,1.9,1.92,2.21,2.22,2.12,2.32,2.65,3.04,3.46,3.96,4.95,5.99,7.01,7.25,8.15,9.64,11.74,14.54,16.13,17.24,23.33,27.78,31.17,27.67,23.9,23.94,23.22,21.83,24.75,27.78,31.12,39.11,45.11,53.24,59.9
G1768,National,Eastern,Дорнод,MN21,Матад,MN2102,"1-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,4.99,5.86,6.37,7.17,9.36,11.44,13.9,14.61
G1769,National,Eastern,Дорнод,MN21,Матад,MN2102,"2-р баг, Баянхангай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.68,8.08,9.26,9.86,11.7,12.64,14.97,16.86
G1770,National,Eastern,Дорнод,MN21,Матад,MN2102,"3-р баг, Түмэнхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,5.91,3.12,3.48,3.45,3.56,4,4.76,5.2
G1771,National,Eastern,Дорнод,MN21,Матад,MN2102,"4-р баг, Буян-Өндөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,3.84,4.29,4.9,5.92,7.71,9.46,11.57,13.21
G1772,National,Eastern,Дорнод,MN21,Матад,MN2102,"5-р баг, Мэнэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.42,0.38,0.32,0.49,0.56,0.56,0.62,0.72
G1773,National,Eastern,Дорнод,MN21,Матад,MN2102,"6-р баг, Эрдэнэбадрах",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,3.45,4.25,6.23,7.01,7.42,9.3
G1774,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,,Ямаа,13,14.18,12.22,11.67,15.81,14.99,12.14,13.94,12.73,12.83,13.25,13.78,13.64,10.36,9.29,8.36,5.05,5.16,5.14,5.48,5.46,5.66,6.06,6.52,8.09,8.86,9.99,12.78,15.26,15.79,16.81,16.73,18.62,20.84,23.2,28.15,32.3,39.94,49.18,42.76,20.41,21.15,24.4,25.1,32.42,37.05,39.26,47.02,58.58,66.61,66.49
G1775,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"1-р баг, Барчин",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,5.17,7.23,8.1,7.21,10.19,14.21,14.73,14.91
G1776,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"2-р баг, Архоолой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,8.75,11.51,12.91,13.98,15.42,18.3,22.79,21.43
G1777,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"3-р баг, Баян",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,4.68,5.88,7.03,7.44,8.99,10.65,12.24,11.84
G1778,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"4-р баг, Очир хүрээ",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,5.03,5.98,6.8,8.01,9.23,11.47,12.07,13.11
G1779,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"5-р баг, Галын гол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.47,1.82,2.22,2.62,3.19,3.96,4.77,5.21
G1780,National,Eastern,Дорнод,MN21,Халхгол,MN2101,,Ямаа,3.81,3.94,3.88,4.5,4.25,4.27,3.99,4.41,4.01,4.58,4.6,3.25,3.46,2.89,1.72,1.84,1.66,1.74,1.74,1.81,1.63,1.5,1.37,1.26,2,2.11,2.1,2.49,2.93,3.09,3.78,4.65,5.71,5.78,6.33,7.57,8.68,13.99,18.81,16.62,15.69,13.43,13.98,7.6,8.97,11.08,12.55,16.95,20.21,25.11,26.61
G1781,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"1-р баг, Цогтсүмбэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,0.67,1.05,1.31,2.05,2.31,2.97,3.03
G1782,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"2-р баг, Ялалт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,4.13,4.88,6.24,7.11,9.7,11.58,14.28,14.75
G1783,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"3-р баг, Ташгай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,2.79,3.41,3.79,4.13,5.21,6.31,7.87,8.83
G1784,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,,Ямаа,3.71,3.94,3.76,3.85,4.22,4.1,3.47,3.56,4.41,4.63,3.39,3.78,3.52,2.9,2.85,2.9,2.68,2.93,2.98,3.19,2.79,2.18,2.24,2.72,3.27,3.8,4.33,5.29,6.47,6.53,7.5,9.38,10.93,10.54,12.47,13.45,17.02,21.2,23.94,22.99,14.67,17.08,18.7,18.35,22.6,25.23,28.81,34.6,39.8,43.48,41.09
G1785,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"1-р баг, Баян-Өлзийт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,8.23,9.98,11.48,13.63,17.15,18.78,22,21.82
G1786,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"2-р баг, Батхаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,7.87,9.41,10.76,11.45,12.83,15.93,15.54,13.22
G1787,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"3-р баг, Баян-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.24,3.21,2.99,3.73,4.61,5.1,5.94,6.06
G1788,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,,Ямаа,0.89,12.8,10.24,10.29,13.34,13.95,12.78,14.48,13.32,13.5,9.8,11.54,11.3,9.87,9.8,9.35,8.49,8.94,9.02,10.49,10.88,10.12,10.25,11.07,11.8,12.46,13.63,16.7,20.14,20.52,21.2,26.55,30.86,31.82,34.48,39.67,46.24,59.83,71.27,67.64,31.5,32.46,36.13,35.99,43.58,47.35,52.73,64.11,77.66,86.13,90.8
G1789,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"1-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,5.32,5.6,6.18,6.49,6.86,8.97,10.48,11.25
G1790,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"2-р баг, Элст",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,7.61,10.15,10.05,12.1,14.35,18.78,21.91,24.15
G1791,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"3-р баг, Зүрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65,7.5,9.16,9.98,11.2,13.42,15.71,16.2,17.96
G1792,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"4-р баг, Хүрээт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,4.68,5.53,6.59,7.31,9.55,11.92,13,13.27
G1793,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"5-р баг, Гүн цэнгэлэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31,6.23,7.64,8.69,9.06,11.72,13.32,14.4,14.01
G1794,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"6-р баг, Хөөвөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,4.65,5.5,5.86,6.57,8.22,8.95,10.14,10.16
G1795,National,Eastern,Дорнод,MN21,Чойбалсан,MN2104,,Ямаа,0.69,2.38,2.53,3.61,3.29,3.81,2.43,2.39,2.76,2.78,2.46,2.23,2.11,1.68,1.29,1.19,1.01,1.02,1.06,1.1,1.09,1.05,1.35,1.61,2.01,2.67,2.99,3.66,4.95,5.94,6.81,8.12,10.59,12.67,15.51,18.76,23.21,28.79,36.93,34.32,20.82,22.52,22.04,21.46,26.31,32,35.28,45.59,54.53,57.21,60.84
G1796,National,Eastern,Дорнод,MN21,Чойбалсан,MN2104,"1-р баг, Хулстай",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,3.1,3.93,5.05,5.87,6.33,7.98,8.56,9.16
G1797,National,Eastern,Дорнод,MN21,Чойбалсан,MN2104,"2-р баг, Сүмбэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,8.12,10.43,10.8,13.01,18.03,21.83,22.71,23.66
G1798,National,Eastern,Дорнод,MN21,Чойбалсан,MN2104,"3-р баг, Энгэр шанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,5.11,6.43,7.81,8.76,11.11,13.03,14.8,15.93
G1799,National,Eastern,Дорнод,MN21,Чойбалсан,MN2104,"4-р баг, Хөхнуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.13,5.52,8.33,7.64,10.12,11.69,11.14,12.09
G1800,National,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,,Ямаа,2.36,0.03,0.01,0.02,0.03,0.03,0.03,0.05,0.03,0.04,0.03,0.03,0.05,0.06,0.08,0.09,0.09,0.08,0.09,0.11,0.13,0.25,0.43,0.61,0.79,0.78,0.89,1.15,1.53,1.71,2.37,3.17,4.48,6.42,6.69,8.76,10.89,14.52,18.77,18.17,16.81,17.56,16.22,16.31,16.65,19.1,20.4,25.35,29.15,35.7,40.22
G1801,National,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"1-р баг, Дэлгэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.53,2.63,2.74,2.96,4.15,4.4,5.92,6.33
G1802,National,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"2-р баг, Галуут",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,6.8,6.87,8.23,8.57,10.91,12.11,15.94,18.23
G1803,National,Eastern,Дорнод,MN21,Чулуунхороот,MN2103,"3-р баг, Цагаанчулуут",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08,6.99,7.15,8.13,8.87,10.28,12.64,13.84,15.65
G1804,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,,,Ямаа,119.62,100.75,113.66,126.92,119.36,129.65,132.32,131.82,140.31,141.93,127.65,141.01,125,108.93,121.18,129.22,134,110.81,122.95,135.17,135.43,143.64,163.47,115.66,197.93,210.39,234.33,264.79,316.36,348.71,361.14,388.19,463.5,541.2,537.13,512.29,567.15,631.54,583.22,684.29,731.65,777.23,845.3,890.81,"1,001.69","1,076.04",996.36,"1,152.39","1,207.49","1,247.42","1,280.24"
G1805,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,,Ямаа,0.03,0.03,0.04,0.07,0.08,0.1,0.12,0.11,0.09,0.11,0.08,0.08,0.11,0.11,0.16,0.34,0.57,0.48,0.58,1,2.34,3.75,5.51,,10.47,11.35,13.05,17.57,24.26,28.07,28.89,33.39,40.94,48.74,43.54,43.6,52.49,55,53.04,64.79,69.53,78.34,93.76,99.33,115.83,124.3,113.57,129.17,120.03,125.99,137.45
G1806,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,1-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,3.67,4.76,6.23,5.73,7.22,6.49,7.33,8.29
G1807,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,2-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,1.83,2.43,2.91,2.23,3.42,4.13,4.48,6.22
G1808,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,3-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.83,5.36,5.29,4.59,4.56,3.76,3.83,5.14
G1809,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,4-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,4.42,5.24,5.26,5.52,6.08,6.06,6.71,7.96
G1810,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,5-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,7.84,8.46,6.58,6.6,7.69,6.57,8.55,10.6
G1811,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,6-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,3.83,5.03,5.36,4.25,4.39,3.38,4.28,5.38
G1812,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,7-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.62,2.96,3.06,3.57,5.03,5.1,6.03,6.86
G1813,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,8-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.07,41.56,48.2,87.2,78.87,88.59,82,82.12,83.37
G1814,National,Eastern,Сүхбаатар,MN22,Баруун-Урт,MN2207,9-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,28.73,33.4,2.41,2.21,2.21,2.56,2.66,3.63
G1815,National,Eastern,Сүхбаатар,MN22,Асгат,MN2205,,Ямаа,4.22,3.22,3.98,4.98,5.37,6.01,6.65,4.73,5.8,5.94,4.5,5.11,4.76,5.13,5.66,6.1,6.6,6.57,6.85,7.53,6.98,6.59,7.56,9.21,10.57,12.79,14.55,15.24,18.14,20.6,21.91,23.6,26.44,30.08,29.15,29.16,32.07,33.17,29.11,33.43,34.37,32.06,34.9,34.45,38.95,40.13,41.15,51.09,54.48,54.19,56.94
G1816,National,Eastern,Сүхбаатар,MN22,Асгат,MN2205,"1-р баг, Өлзийт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.14,10.33,10.34,10.69,12.3,13.79,13.7,13.82
G1817,National,Eastern,Сүхбаатар,MN22,Асгат,MN2205,"2-р баг, Дөхөм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22,9.66,11.16,11.44,11.5,13.73,14.73,14.48,14.85
G1818,National,Eastern,Сүхбаатар,MN22,Асгат,MN2205,"3-р баг, Их-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54,11.21,12.79,13.15,13.18,17.8,18.04,17.77,19.5
G1819,National,Eastern,Сүхбаатар,MN22,Асгат,MN2205,"4-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,4.44,4.67,5.2,5.77,7.26,7.92,8.24,8.78
G1820,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,,Ямаа,24.46,20.9,24.59,27.31,25.81,26.58,27.77,29.23,29.94,30.22,28.88,31.59,31.98,25.18,30.44,34.44,35.27,25.98,35.04,38.96,39.96,40.94,41.19,47.06,43.84,44.63,48.26,48,58.94,64.47,66.67,66.33,79.6,94,84.89,62.52,68.16,79.4,84.51,98.86,109.2,108.02,116.67,128.53,144.12,155.25,127.17,145.11,166.98,183.17,181.47
G1821,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"1-р баг, Баян",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,24.58,28.36,32.12,25.26,29.4,34.09,38.46,37.44
G1822,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"2-р баг, Дэлгэр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,18.74,21.18,23.67,17.19,19.68,23.49,26.07,27.17
G1823,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"3-р баг, Төв",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62,18.18,21.03,22.45,17.61,21.19,25.64,27.42,26.63
G1824,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"4-р баг, Дөхөм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.98,31.51,34.14,35.65,31.79,35.63,41.43,44.96,43.42
G1825,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"5-р баг, Хонгор",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.96,25.48,27.64,29.73,25.02,27.83,29.93,32.91,33.08
G1826,National,Eastern,Сүхбаатар,MN22,Баяндэлгэр,MN2211,"6-р баг, Ширээт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,10.04,11.77,11.63,10.3,11.38,12.41,13.35,13.73
G1827,National,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,,Ямаа,10.44,9.37,10.84,11.16,9.45,10.83,10.46,9.55,10.53,10.56,9.75,10.41,7.42,7.01,7.67,6.74,6.42,5.63,6.16,6.6,7.47,7.38,8.47,9.85,11.04,12.98,14.6,16.29,18.33,20.69,23.75,21.1,25.22,29.5,32.89,34.36,36.46,37.18,35.63,41.36,45.02,45.03,45.09,44.3,51.25,57.95,54.83,63.44,63.2,65.55,65.18
G1828,National,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"1-р баг, Үүд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52,11.43,12.91,14.72,14.73,16.6,16.87,17.32,18.3
G1829,National,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"2-р баг, Бадрах",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.49,12.61,15.21,17.16,16.07,18.72,17.99,19.69,18.06
G1830,National,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"3-р баг, Аман-Ус",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41,8.96,10.22,11.76,10.23,11.74,12.02,12.14,10.88
G1831,National,Eastern,Сүхбаатар,MN22,Дарьганга,MN2204,"4-р баг, Овоот",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66,11.3,12.91,14.31,13.81,16.38,16.33,16.4,17.94
G1832,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,,Ямаа,12.35,9.56,10.36,11.84,11.84,12.71,11.57,12.02,13.32,13.45,9.21,11.91,11.26,10.92,10.6,11.23,11.76,11.74,10.57,11.07,9.99,11.48,15.51,17.12,19.96,20.78,22.86,25.53,29.1,29.63,28.11,32.36,36.59,41.71,47.64,49.29,57.28,61.46,51.31,63.76,71.93,87.27,95.66,101.58,117.15,125.01,129.65,154.76,149.25,139.55,147.11
G1833,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"1-р баг, Баянтэрэм",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28,16.56,19.17,21.93,23.69,32.97,32.35,30.5,35.84
G1834,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"2-р баг, Баян-Уул",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,21.56,24.6,27.02,26.61,32.27,30.11,26.74,28.81
G1835,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"3-р баг, Баянцагаан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59,23.29,26.86,29.11,30.8,36.38,35.68,32.61,32.51
G1836,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"4-р баг, Баясгалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14.58,16.73,16.95,18.21,19.54,18.69,17.12,19.4
G1837,National,Eastern,Сүхбаатар,MN22,Мөнххаан,MN2214,"5-р баг, Бүрэнцогт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,25.59,29.79,30.01,30.34,33.6,32.42,32.58,30.56
G1838,National,Eastern,Сүхбаатар,MN22,Наран,MN2206,,Ямаа,5.59,6.04,6.51,7.01,5.91,6.52,6.46,6.52,7.48,7.56,6.76,7.3,5.54,4.93,5.83,5.91,6.17,6.2,6.08,6.45,6.72,6.75,7.92,7.73,8.11,8.75,10.28,12.28,12.68,15.23,18.03,20.52,22.88,23.79,25.99,22.02,21.25,26.85,31.14,34.29,35.96,33.9,34.05,36.68,40.61,41.86,35.55,38.43,38.54,39.96,36.75
G1839,National,Eastern,Сүхбаатар,MN22,Наран,MN2206,"1-р баг, Гүн худаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33,14.59,16.49,16.36,14.19,15.03,16.28,18.09,16.73
G1840,National,Eastern,Сүхбаатар,MN22,Наран,MN2206,"2-р баг, Тосонгийн гол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48,18.62,19.97,20.93,18.25,19.66,18.51,18.2,16.11
G1841,National,Eastern,Сүхбаатар,MN22,Наран,MN2206,"3-р баг, Наранбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,3.47,4.15,4.57,3.11,3.74,3.75,3.66,3.91
G1842,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,,Ямаа,13.55,11.24,12.97,14.07,11.82,13.35,12.9,11.73,12.19,12.22,9.9,10.63,9.16,9.35,11.06,12.23,13.16,9.04,11.01,12.46,12.22,13.09,16.22,17.81,17.72,18.42,21.95,25.34,26.62,31.65,36.75,37.19,42.42,46.98,43.76,35.22,40.25,47.19,46.9,53.66,57.84,58.58,63.28,68.86,78.2,84.67,70.76,79.68,89.48,91.52,94.87
G1843,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,"1-р баг, Ихбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,23.23,27.21,30.51,23.04,27.19,30.72,29.94,32.17
G1844,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,"2-р баг, Шарбүрд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.54,16.48,17.83,19.17,17.54,18.19,19.81,21.8,22.5
G1845,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,"3-р баг, Нүдэн",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41,21.82,24.68,25.85,21.96,25.08,28.33,29.13,29.57
G1846,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,"4-р баг, Цөнгөрөг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,3.06,3.7,3.65,3.28,3.63,4.24,3.96,3.73
G1847,National,Eastern,Сүхбаатар,MN22,Онгон,MN2209,"5-р баг, Хавирга",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,4.28,4.79,5.48,4.94,5.6,6.39,6.7,6.91
G1848,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,,Ямаа,3.7,3.3,3.26,3.8,3.82,4.27,4.53,4.74,4.93,4.98,3.31,3.9,4.01,3.42,3.48,3.81,4.01,3.95,4.02,4.86,4.94,5.43,6.19,6.88,8,9.35,10.72,12.95,15.26,16.47,18.33,21.35,26.52,32.61,35.04,37.1,44.23,49.72,45.95,51.04,50.07,54.05,60.41,60.73,67.23,67.75,67.15,81.71,93.99,101.38,108.55
G1849,National,Eastern,Сүхбаатар,MN22,Сүхбаатар,MN2203,"1-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25,19.99,22.62,23.18,22.71,26.9,30.91,33.83,36.48
