HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H1655,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"1-р баг, Шилийн гол","1-р баг, Шилийн гол",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.2,1.4,1.52,1.42,1.7,1.99,2.29,2.39
H1656,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"2-р баг, Энгэр-Ус","2-р баг, Энгэр-Ус",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.88,2.26,2.59,2.53,2.92,3.43,3.88,3.96
H1657,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"3-р баг, Аргатай","3-р баг, Аргатай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.14,0.18,0.22,0.25,0.3,0.4,0.52,0.53
H1658,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,Говь-Угтаал,,Адуу,7.39,6.69,6.67,5.9,6.71,6.71,6.64,6.24,6.25,6.39,5.43,5.57,5.55,5.59,5.16,4.82,4.86,4.66,4.65,5.15,5.53,6.09,5.7,4.77,5.58,6.42,7.63,8.38,9.81,10.78,7.64,7.01,7.9,8.85,8.44,7.31,6.08,5.37,3.49,3.59,2.81,2.92,3.51,4.24,5.28,6.11,6.48,7.7,6.77,7.8,7.86
H1659,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"1-р баг, Ажирхай","1-р баг, Ажирхай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.35,1.7,2.08,2.24,2.45,1.98,2.15,2.07
H1660,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"2-р баг, Морьт","2-р баг, Морьт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.75,2.15,2.38,2.5,3.22,2.91,3.32,3.54
H1661,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"3-р баг, Хонгор","3-р баг, Хонгор",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.15,1.44,1.65,1.74,2.03,1.87,2.08,2.11
H1662,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"4-р баг, Өрнөлт","4-р баг, Өрнөлт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.14
H1663,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,Гурвансайхан,,Адуу,12.57,10.79,11.23,11.14,12.22,11.27,11.84,10.86,10.89,10.68,9.45,8.07,8.36,8.88,8.98,8.5,8.67,7.88,8.61,9.36,9.41,10.1,10.37,8.28,9.05,10.44,11.54,11.86,13.13,13.48,6.7,7.1,7.63,8.37,8.8,7.42,5.46,4.66,4.03,4.17,2.78,2.95,3.37,4.39,4.83,5.62,6.31,7.62,7.48,8.95,8.96
H1664,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"1-р баг, Элгэн","1-р баг, Элгэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.29,1.23,1.41,1.51,1.88,1.53,1.76,1.76
H1665,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"2-р баг, Дэрсэнэ ус","2-р баг, Дэрсэнэ ус",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.69,2,2.33,2.73,3.2,3.02,3.81,3.6
H1666,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"3-р баг, Чулуут","3-р баг, Чулуут",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.57,0.65,0.81,0.91,1.2,1.38,1.62,1.72
H1667,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"4-р баг, Гурвансайхан","4-р баг, Гурвансайхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.83,0.93,1.05,1.14,1.33,1.51,1.67,1.81
H1668,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"5-р баг, Суугаант","5-р баг, Суугаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.08,0.08
H1669,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,Дэлгэрхангай,,Адуу,10.87,9.39,9.61,9.73,10.99,11.06,10.72,9.75,9.16,8.27,7.8,6,6.54,6.55,6.77,6.8,6.95,6.5,7.08,7.51,7.56,7.87,8.13,8.24,8.57,9.74,10.56,11.51,12.75,10.81,2.46,3.34,3.46,2.41,3.1,3.51,3.82,4.11,4.58,3.83,1.84,2.3,2.8,3.28,4.22,5.04,6.12,7.43,8.34,8.82,8.05
H1670,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"1-р баг, Толь","1-р баг, Толь",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.64,0.88,1.02,1.26,1.55,2.17,2.3,2.26
H1671,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"2-р баг, Таргат","2-р баг, Таргат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.53,0.69,0.8,0.97,1.25,1.46,1.67,1.5
H1672,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"3-р баг, Ар шавагтай","3-р баг, Ар шавагтай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.58,0.8,0.98,1.28,1.53,1.8,1.86,1.62
H1673,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"4-р баг, Номгон","4-р баг, Номгон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.53,1.86,2.24,2.61,3.09,2.91,2.99,2.67
H1674,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,Дэлгэрцогт,,Адуу,9.78,8.69,9.75,9.04,10.8,11.69,11.38,9.74,9.56,9.15,8.28,7.63,8.52,8.11,7.14,7.32,7.65,7.85,8.34,9.35,10.04,9.75,8.62,7.26,7.08,8.65,10.01,10.9,12.48,12.66,6.87,6.47,6.28,5.98,6.25,6.5,5.64,5.09,3.27,3.3,2.08,2.65,3.16,3.48,4.8,5.47,5.84,7.02,6.27,7.15,6.27
H1675,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"1-р баг, Баянбулаг","1-р баг, Баянбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.71,0.92,1.12,1.18,1.62,1.68,2.08,1.87
H1676,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"2-р баг, Цахиурт","2-р баг, Цахиурт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2.05,2.85,3.22,3.32,3.85,3.16,3.52,3.06
H1677,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"3-р баг, Дэлгэр-Эмт","3-р баг, Дэлгэр-Эмт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.73,1.03,1.14,1.34,1.55,1.43,1.55,1.35
H1678,National,Central,Дундговь,MN48,Дэрэн,MN4808,Дэрэн,,Адуу,13.05,11.91,11.94,10.97,12.43,13.01,13.1,11.88,12.11,12.24,11.42,10.32,11.18,10.4,9.36,9.42,9.53,9.69,9.6,10.9,12.03,12.17,11.56,9.53,10.44,11.65,13.86,14.67,16.7,18.61,12.26,9.3,10.09,10.44,10.66,11.46,10.25,9.22,5.62,5.63,3.55,4.14,5.18,6.43,8.08,9.21,9.87,11.26,10.5,11.66,10.85
H1679,National,Central,Дундговь,MN48,Дэрэн,MN4808,"1-р баг, Алаг-Өндөр","1-р баг, Алаг-Өндөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,1.07,1.47,1.64,1.81,2.22,2.07,2.32,2.29
H1680,National,Central,Дундговь,MN48,Дэрэн,MN4808,"2-р баг, Саруул","2-р баг, Саруул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.23,2.85,3.39,3.54,3.84,3.79,4,3.49
H1681,National,Central,Дундговь,MN48,Дэрэн,MN4808,"3-р баг, Долоод","3-р баг, Долоод",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.68,2.03,2.44,2.63,2.74,2.33,2.7,2.58
H1682,National,Central,Дундговь,MN48,Дэрэн,MN4808,"4-р баг, Бумбат","4-р баг, Бумбат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.46,1.73,1.74,1.9,2.47,2.31,2.65,2.49
H1683,National,Central,Дундговь,MN48,Луус,MN4812,Луус,,Адуу,8.88,8.07,8.96,9.03,9.92,9.28,9.41,8.4,8.45,8.17,7.46,5.05,5.76,6.25,6.16,5.85,6.28,5.75,5.94,6.62,7,7.31,7.48,7.53,7.49,9.32,10.1,10.68,11.68,11.62,6.72,8.25,8.55,7.65,8.45,8.56,7.29,7.21,6.81,6.4,3.83,4.13,4.96,5.82,6.82,7.82,8.67,9.89,10.14,10.83,9.59
H1684,National,Central,Дундговь,MN48,Луус,MN4812,"1-р баг, Суварга","1-р баг, Суварга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.49,2.93,3.33,3.8,4.2,4.25,4.65,4.15
H1685,National,Central,Дундговь,MN48,Луус,MN4812,"2-р баг, Наран","2-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.87,2.3,2.64,2.94,3.41,3.44,3.56,3.04
H1686,National,Central,Дундговь,MN48,Луус,MN4812,"3-р баг, Зүлэгтий","3-р баг, Зүлэгтий",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.46,1.59,1.84,1.92,2.29,2.45,2.62,2.4
H1687,National,Central,Дундговь,MN48,Өлзийт,MN4804,Өлзийт,,Адуу,9.94,9.57,10.37,10.08,11.69,10.54,9.5,9.48,9.38,9.51,8.8,7.86,7.92,7.75,7.92,8.07,8.75,8.92,9.38,9.58,9.33,9.32,9.43,8.67,9.98,11.56,12.8,14.37,16.07,16.57,8.6,8.38,8.87,6.83,7.83,7.12,5.69,5.67,5.18,5.51,2.56,2.94,3.42,3.97,4.93,5.96,7.22,8.68,10.52,12.46,11.74
H1688,National,Central,Дундговь,MN48,Өлзийт,MN4804,"1-р баг, Буянт","1-р баг, Буянт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.05,1.32,1.67,1.98,2.48,2.76,3.1,2.95
H1689,National,Central,Дундговь,MN48,Өлзийт,MN4804,"2-р баг, Буянт-2","2-р баг, Буянт-2",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.18,1.44,1.67,1.8,1.99,2.46,2.79,2.75
H1690,National,Central,Дундговь,MN48,Өлзийт,MN4804,"3-р баг, Тагт","3-р баг, Тагт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.29,0.4,0.49,0.88,1.03,1.61,1.9,1.75
H1691,National,Central,Дундговь,MN48,Өлзийт,MN4804,"4-р баг, Дэрт-1","4-р баг, Дэрт-1",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.6,0.68,0.86,1.07,1.2,1.32,1.67,1.41
H1692,National,Central,Дундговь,MN48,Өлзийт,MN4804,"5-р баг, Дэрт-2","5-р баг, Дэрт-2",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.78,0.97,1.13,1.36,1.75,2.19,2.92,2.79
H1693,National,Central,Дундговь,MN48,Өлзийт,MN4804,"6-р баг, Рашаант","6-р баг, Рашаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.07,0.12,0.14,0.14,0.22,0.18,0.06,0.08
H1694,National,Central,Дундговь,MN48,Өндөршил,MN4801,Өндөршил,,Адуу,7.96,8.37,8.2,8.61,9.62,9.19,8.89,8.47,8.28,8.32,7.34,7.12,7.05,7.51,7.72,8.03,8.29,7.89,8.4,8.65,8.37,7.49,6.26,5.71,6.15,6.98,7.69,7.69,8.12,8.84,6.78,6.53,6.35,6.97,8.27,6.86,4.21,3.9,3.67,4.1,3.77,4.22,5.09,5.89,6.92,8.01,7.94,8.96,10.05,11.28,12.07
H1695,National,Central,Дундговь,MN48,Өндөршил,MN4801,"1-р баг, Цог","1-р баг, Цог",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.17,2.63,3.1,3.17,3.69,4.2,4.88,5.47
H1696,National,Central,Дундговь,MN48,Өндөршил,MN4801,"2-р баг, Талын нар","2-р баг, Талын нар",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,3.72,4.29,4.92,4.77,5.27,5.55,6,6.28
H1697,National,Central,Дундговь,MN48,Өндөршил,MN4801,"3-р баг, Бөхт","3-р баг, Бөхт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.33
H1698,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,Сайхан-Овоо,,Адуу,11.71,9.71,10.17,9.93,10.81,10.53,10.48,9.58,9.11,8.63,8.39,6.99,7.57,7.14,7.41,7.48,7.7,7.14,7.69,8.39,8.81,9.26,9.46,8.31,8.44,9.26,9.53,10.26,11.35,11.09,2.98,3.79,4.29,4,4.69,5.13,5.51,5.98,6.3,4.97,1.68,2.3,2.98,3.73,4.64,5.4,6.48,8.05,8.17,8.91,7.69
H1699,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"1-р баг, Онги","1-р баг, Онги",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.8,1,1.18,1.46,1.83,1.9,2.01,1.7
H1700,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"2-р баг, Мааньт","2-р баг, Мааньт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.66,0.8,0.97,1.17,1.45,1.39,1.54,1.38
H1701,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"3-р баг, Найз","3-р баг, Найз",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.86,1.15,1.3,1.49,1.82,1.89,2.12,1.82
H1702,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"4-р баг, Төгрөг","4-р баг, Төгрөг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.42,1.7,1.95,2.36,2.95,3,3.25,2.78
H1703,National,Central,Дундговь,MN48,Хулд,MN4813,Хулд,,Адуу,10.89,10.39,11.27,11.68,13.25,13.14,13.29,12.16,11.44,9.91,9.41,7.58,8.23,8.46,8.67,8.62,9.2,9.43,9.85,10.5,10.32,10.87,10.04,8.99,9.74,11.75,12.16,13.33,14.57,13.65,5.48,6.44,6.67,4.92,5.66,5.95,6.04,6.43,6.51,6.38,3.62,4.48,5.14,5.52,7.02,8.68,10.23,12.4,13.19,13.82,12.04
H1704,National,Central,Дундговь,MN48,Хулд,MN4813,"1-р баг, Шувуутай","1-р баг, Шувуутай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.07,1.47,1.79,2.03,2.5,2.33,2.38,2.01
H1705,National,Central,Дундговь,MN48,Хулд,MN4813,"2-р баг, Олдох","2-р баг, Олдох",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.57,1.97,2.48,2.92,3.56,3.89,3.95,3.54
H1706,National,Central,Дундговь,MN48,Хулд,MN4813,"3-р баг, Уул","3-р баг, Уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.31,1.58,1.95,2.19,2.64,2.87,3.17,2.92
H1707,National,Central,Дундговь,MN48,Хулд,MN4813,"4-р баг, Бүлээн","4-р баг, Бүлээн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,1.58,2,2.47,3.09,3.7,4.09,4.32,3.57
H1708,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,Цагаандэлгэр,,Адуу,10.07,8.61,8.4,7.7,8.78,8.89,9.3,8.46,8.51,8.8,8.4,8.94,9.39,7.75,7.54,7.44,7.79,7.83,7.46,8.31,9.04,8.7,8.13,7.65,7.49,8.19,9.26,10.05,11.52,12.19,10.05,4.9,5.71,6.87,6.82,7.01,6.19,5.7,2.95,2.82,2.36,2.86,3.45,4.13,5.41,6.95,7.42,7.73,7.57,8.57,8.82
H1709,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"1-р баг, Хараат","1-р баг, Хараат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.25,1.56,1.67,1.79,1.89,1.8,1.89,1.96
H1710,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"2-р баг, Дэлгэрэх зам","2-р баг, Дэлгэрэх зам",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.87,1.31,1.96,2.25,2.42,2.33,2.68,2.7
H1711,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"3-р баг, Жаргалант","3-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.77,0.92,1.15,1.2,1.36,1.38,1.72,1.69
H1712,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"4-р баг, Замын-Улаан","4-р баг, Замын-Улаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.24,1.62,2.18,2.19,2.06,2.06,2.29,2.48
H1713,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,Эрдэнэдалай,,Адуу,34.28,27.79,29.77,29.22,33.55,33.58,32.32,26.93,26.88,27.49,26.93,19.7,22.27,21.66,19.99,20.62,22.32,21.56,22.62,25.21,27.13,28.5,26.9,22.76,25.45,27.99,30.57,33.54,36.56,32.5,11.26,14.38,12.23,12.27,13.86,15.25,16.15,16.68,12.39,11.65,7.01,8.39,10.37,12.56,15.34,17.9,20.12,24.15,24.27,25.51,22.61
H1714,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"1-р баг, Цавчир","1-р баг, Цавчир",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.08,1.46,1.95,2.47,3.08,3.01,3.36,3.18
H1715,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"2-р баг, Өнгөт","2-р баг, Өнгөт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,1.92,2.35,2.76,3.15,3.87,3.9,4.07,3.67
H1716,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"3-р баг, Тэнгэлэг","3-р баг, Тэнгэлэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1.47,1.92,2.27,2.5,3.07,2.98,3.09,2.69
H1717,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"4-р баг, Рашаант","4-р баг, Рашаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,3.78,4.46,5.09,5.48,6.13,6.06,6.13,5
H1718,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"5-р баг, Цагаан-Овоо","5-р баг, Цагаан-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2.48,3.02,3.31,3.71,4.23,4.47,4.81,4.4
H1719,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"6-р баг, Сангийн далай","6-р баг, Сангийн далай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.29,1.5,1.83,2.09,2.83,2.9,2.95,2.65
H1720,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"7-р баг, Сумын төв","7-р баг, Сумын төв",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.56,0.65,0.7,0.73,0.95,0.96,1.09,1.03
H1721,National,Eastern,Eastern,Eastern,Зүүн бүс,,Зүүн бүс,,Адуу,398.76,395.29,374.89,380.65,393.36,402.95,393.51,370.89,370.57,380.19,336.87,352.91,345.82,334.59,341.46,337.87,341.19,343.27,350.62,356.11,352.67,350.48,351.4,300.17,369.91,377.88,389.14,416.98,447.96,486.57,490.51,467.06,474.16,487.16,478.28,477.51,487.3,487.91,407.51,407.84,428.07,465.42,506.99,559.54,628.31,704.12,780.44,878.36,925.06,944.64,976.92
H1722,National,Eastern,Дорнод,MN21,Дорнод,,Дорнод,,Адуу,98.25,102.97,98.3,103.28,106.5,110.85,108.06,103.81,99.27,101,80.99,85.4,83.39,82.47,84.25,85.04,83.88,85.7,87.93,90.86,92,93.05,92.44,92.5,92.8,88.41,87.02,89.85,95.36,104,105.53,109.62,115.55,121.81,124.65,128.75,134.96,142.93,145.48,140.05,136.3,144.1,150.85,160.9,176.51,196.54,224.99,250.72,278.81,297.37,324.45
H1723,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,Хэрлэн,,Адуу,2.36,2.52,2.52,2.89,3.39,3.16,3.75,4.37,3.87,4.09,3.87,4.11,4.13,4.4,4.53,5.08,5.2,5.26,5.61,6.32,6.88,7.54,8.53,8.66,8.87,9.8,9.88,9.73,11.48,14.45,12.93,12.18,10.74,12,11,11.06,10.44,9.47,9.67,9.87,8.92,11.05,11.54,13.81,15.99,18.85,22.84,24.05,22.82,24.05,20.38
H1724,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,1-р баг,1-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.24,1.39,1.52,1.84,1.96,1.75,2.07,1.65
H1725,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,2-р баг,2-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,2.08,2.24,2.52,2.71,2.69,2.27,2.46,1.97
H1726,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,3-р баг,3-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.42,0.66,0.58,0.72,0.79,0.79,0.82,0.56
H1727,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,4-р баг,4-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.25,1.62,2.05,2.17,2.65,2.45,2.45,1.98
H1728,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,5-р баг,5-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.08,1.27,1.25,1.55,1.35,1.54,1.74,1.61
H1729,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,6-р баг,6-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.49,1.84,2.29,2.71,3.23,2.51,3.33,2.46
H1730,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,7-р баг,7-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,1.36,1.3,1.47,2.96,2.26,2.09,2.34,2.11
H1731,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,8-р баг,8-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.76,0.87,1.05,1.26,1.37,1.29,1.39,1.34
H1732,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,9-р баг,9-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,1.28,1.84,2.64,3.09,3.3,4.12,4.28,3.38
H1733,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,10-р баг,10-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2.86,2.97,3.49,3.82,4.46,2.03,1.88,2.26
H1734,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,11-р баг,11-р баг,Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.29,1.09
H1735,National,Eastern,Дорнод,MN21,Баяндун,MN2112,Баяндун,,Адуу,4.46,4.57,4.34,4.39,4.53,4.54,4.42,4.21,4.13,4.22,3.55,3.77,3.91,3.9,3.96,4.16,4.19,4.26,4.43,4.66,4.99,4.86,5.09,5.73,6.21,5.91,5.72,5.93,6.26,6.66,6.45,6.71,7.03,7.32,7.54,7.67,7.77,7.65,7.75,7.93,7.93,7.89,7.65,7.82,8.44,9.35,10.56,11.89,13.52,15,15.84
H1736,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"1-р баг, Түргэн","1-р баг, Түргэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.42,2.57,2.95,3.02,3.47,4.04,4.63,5.16
H1737,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"2-р баг, Хайрхан","2-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.47,1.58,1.68,1.87,2.08,2.42,2.7,3.07
H1738,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"3-р баг, Яргай","3-р баг, Яргай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,2.26,2.56,2.59,2.85,3.34,3.45,3.73,3.97
H1739,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"4-р баг, Наран","4-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.67,1.74,2.14,2.81,3,3.6,3.94,3.63
