HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H1571,National,Central,Өмнөговь,MN46,Даланзадгад,MN4608,"8-р баг, Цагаан булаг","8-р баг, Цагаан булаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.57,0.7,0.75,0.81,0.6,0.64,0.72,0.75
H1572,National,Central,Өмнөговь,MN46,Баяндалай,MN4612,Баяндалай,,Адуу,8.37,8.03,7.24,3.64,4.27,4.61,4.9,4.99,5.21,5.43,5.2,5.5,5.51,4.76,4.92,4.6,4.44,4.11,4.14,4.26,3.95,4.46,4.69,4.97,5.56,6.49,7.13,8.1,9.06,8.77,9.12,5.65,2.72,3.06,3.62,3.63,3.49,3.68,4.23,4.58,3.43,3.78,4.31,4.77,5.33,5.64,6.1,6.86,6.8,7.69,7.27
H1573,National,Central,Өмнөговь,MN46,Баяндалай,MN4612,"1-р баг, Баян","1-р баг, Баян",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.86,2.11,2.07,2.36,2.68,2.79,3,2.85
H1574,National,Central,Өмнөговь,MN46,Баяндалай,MN4612,"2-р баг, Наран","2-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.26,1.4,1.58,1.56,1.81,1.62,2.02,2.01
H1575,National,Central,Өмнөговь,MN46,Баяндалай,MN4612,"3-р баг, Төхөм","3-р баг, Төхөм",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.66,1.82,1.99,2.18,2.37,2.39,2.68,2.4
H1576,National,Central,Өмнөговь,MN46,Баян-Овоо,MN4603,Баян-Овоо,,Адуу,6.84,5.81,6.02,4.62,5.11,5.6,6.24,6.52,6.75,6.95,6.45,6.68,6.69,5.27,5.43,5.12,4.91,5.09,5.49,5.66,5.16,4.29,4.07,3.54,3.82,4.23,4.71,5.23,5.6,6.41,5.5,3.19,2.59,2.27,2.54,2.76,3.03,3.26,3.77,3.36,2.47,3.02,3.56,4.15,4.62,5.26,6.17,7.32,6.62,7.47,8.57
H1577,National,Central,Өмнөговь,MN46,Баян-Овоо,MN4603,"1-р баг, Могойт","1-р баг, Могойт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.48,1.6,1.81,2.17,2.54,2.35,2.63,3.09
H1578,National,Central,Өмнөговь,MN46,Баян-Овоо,MN4603,"2-р баг, Харзаг","2-р баг, Харзаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.8,0.92,1,1.19,1.42,1.35,1.56,1.86
H1579,National,Central,Өмнөговь,MN46,Баян-Овоо,MN4603,"3-р баг, Налих","3-р баг, Налих",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.87,2.09,2.45,2.81,3.36,2.92,3.29,3.62
H1580,National,Central,Өмнөговь,MN46,Булган,MN4611,Булган,,Адуу,8.68,7.93,7.88,6.63,6.93,6.95,7.05,6.8,6.85,6.37,6.02,6.55,6.74,5.89,5.97,5.32,5.03,5.08,5.06,4.98,4.27,4.5,4.66,5.16,5.74,6.76,7.26,8.06,8.55,9.35,7.58,7.53,4.19,3.4,3.64,3.81,3.18,3.44,3.73,4.18,2.56,2.93,3.29,3.78,4.52,4.93,5.76,6.78,7.43,8.73,7.85
H1581,National,Central,Өмнөговь,MN46,Булган,MN4611,"1-р баг, Дэн","1-р баг, Дэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.45,1.62,1.76,2.03,2.25,2.4,3.01,2.26
H1582,National,Central,Өмнөговь,MN46,Булган,MN4611,"2-р баг, Дал","2-р баг, Дал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.76,1.06,1.11,1.32,1.63,1.73,2.03,2.06
H1583,National,Central,Өмнөговь,MN46,Булган,MN4611,"3-р баг, Хавцгайт","3-р баг, Хавцгайт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.51,1.74,1.94,2.23,2.65,3.03,3.33,3.14
H1584,National,Central,Өмнөговь,MN46,Булган,MN4611,"4-р баг, Булган","4-р баг, Булган",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.06,0.11,0.13,0.17,0.25,0.27,0.36,0.39
H1585,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,Гурвантэс,,Адуу,2.6,2.35,2.05,1.22,1.4,1.53,1.61,1.67,1.74,1.74,1.76,1.95,2.14,2.06,2.03,1.97,1.82,1.71,1.85,1.87,1.66,1.55,1.56,1.74,2.05,2.37,2.77,3.15,3.51,3.44,3.67,1.26,0.7,0.9,1,0.97,1.04,1.21,1.57,1.71,1.43,1.59,1.86,2.19,2.24,2.65,3.21,3.85,3.55,4.18,4.04
H1586,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,"1-р баг, Гоёот","1-р баг, Гоёот",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.7,0.7,0.82,0.97,1.18,0.98,1.16,1.02
H1587,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,"2-р баг, Баясах","2-р баг, Баясах",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.78,0.81,0.99,1.21,1.39,1.24,1.46,1.5
H1588,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,"3-р баг, Тост","3-р баг, Тост",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.48,0.5,0.58,0.74,0.9,1,1.16,1.1
H1589,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,"4-р баг, Урт","4-р баг, Урт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.23,0.23,0.26,0.3,0.38,0.33,0.09,0.1
H1590,National,Central,Өмнөговь,MN46,Гурвантэс,MN4615,"5-р баг, Бага-Овоо","5-р баг, Бага-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.33
H1591,National,Central,Өмнөговь,MN46,Мандал-Овоо,MN4609,Мандал-Овоо,,Адуу,7.22,6.03,5.99,5.86,6.22,6.45,6.27,6.14,6.13,5.82,5.19,5.01,4.82,4.41,4.54,3.7,3.74,3.64,3.89,3.99,3.77,4.18,4.68,4.82,5.72,6.85,7.52,8.41,9.3,10.15,6.41,6.36,4.4,3.31,3.69,3.83,3.99,4.55,5.16,4.78,2.11,2.34,2.88,3.59,4.48,5.1,5.83,6.77,7.23,7.41,5.92
H1592,National,Central,Өмнөговь,MN46,Мандал-Овоо,MN4609,"1-р баг, Өтгөн","1-р баг, Өтгөн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.51,1.94,2.3,2.62,3.08,3.33,3.52,2.73
H1593,National,Central,Өмнөговь,MN46,Мандал-Овоо,MN4609,"2-р баг, Баянхошуу","2-р баг, Баянхошуу",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.83,0.95,1.12,1.34,1.61,1.55,1.81,1.55
H1594,National,Central,Өмнөговь,MN46,Мандал-Овоо,MN4609,"3-р баг, Мандал","3-р баг, Мандал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.25,1.59,1.69,1.87,2.07,2.35,2.08,1.65
H1595,National,Central,Өмнөговь,MN46,Манлай,MN4602,Манлай,,Адуу,8.42,6.99,7.61,7.03,8.17,8.55,8.82,9.11,9.5,9.61,7.76,8.13,7.6,6.98,6.96,6.87,6.9,7.2,7.72,8.1,7.46,7.05,5.58,4.78,5.45,6.3,7.26,8.25,9.31,10.6,8.51,7.42,6.75,5.16,5.77,5.91,5.4,5.73,6.25,6.41,4.69,5.42,6.22,7.23,8.18,8.89,10.27,11.9,12.52,13.63,14.43
H1596,National,Central,Өмнөговь,MN46,Манлай,MN4602,"1-р баг, Өехий","1-р баг, Өехий",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.29,1.57,1.82,2.07,2.5,2.81,2.97,3.18
H1597,National,Central,Өмнөговь,MN46,Манлай,MN4602,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.9,2.06,2.18,2.54,2.93,3.16,3.72,3.99
H1598,National,Central,Өмнөговь,MN46,Манлай,MN4602,"3-р баг, Жаргалант","3-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.78,3.06,3.22,3.69,4.27,4.27,4.6,4.97
H1599,National,Central,Өмнөговь,MN46,Манлай,MN4602,"4-р баг, Далай","4-р баг, Далай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.27,1.48,1.67,1.97,2.2,2.28,2.35,2.3
H1600,National,Central,Өмнөговь,MN46,Ноён,MN4614,Ноён,,Адуу,1.37,1.25,0.89,0.56,0.75,0.8,0.86,0.87,0.92,0.89,0.97,1.01,1.07,1.09,1.08,1.05,1.02,0.96,1.01,1.03,1.01,1.11,1.16,1.34,1.56,1.87,2.06,2.49,2.85,2.45,2.61,0.89,0.62,0.8,0.82,0.81,0.77,0.9,1.1,1.09,0.92,0.94,1.05,1.28,1.56,1.74,1.95,2.24,2.14,2.63,2.73
H1601,National,Central,Өмнөговь,MN46,Ноён,MN4614,"1-р баг, Сайран","1-р баг, Сайран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,1.03,1.26,1.37,1.52,1.78,1.72,2.13,2.17
H1602,National,Central,Өмнөговь,MN46,Ноён,MN4614,"2-р баг, Ганзагад","2-р баг, Ганзагад",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.25,0.3,0.37,0.43,0.46,0.42,0.5,0.56
H1603,National,Central,Өмнөговь,MN46,Номгон,MN4605,Номгон,,Адуу,8.25,7.81,7.84,6.31,6.69,7.39,7.59,7.77,7.96,8.13,8.16,8.48,8.86,7.64,7.83,7.67,6.51,6.44,6.31,6.66,6.62,5.96,5.28,5.17,6.02,7.03,8.06,9.12,10.17,10.17,9.81,4.58,2.23,2.37,2.77,2.88,3.05,3.18,3.74,4.03,3.13,3.73,4.22,4.76,5.59,6.35,6.98,7.96,6.56,7.35,8.11
H1604,National,Central,Өмнөговь,MN46,Номгон,MN4605,"1-р баг, Хармагтай","1-р баг, Хармагтай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.28,1.54,1.77,1.92,2.38,2.16,2.47,2.71
H1605,National,Central,Өмнөговь,MN46,Номгон,MN4605,"2-р баг, Төхөм","2-р баг, Төхөм",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.78,0.9,1.08,1.18,1.35,1.04,1.17,1.31
H1606,National,Central,Өмнөговь,MN46,Номгон,MN4605,"3-р баг, Дэрсэнэ-Ус","3-р баг, Дэрсэнэ-Ус",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.79,0.9,1.01,1.11,1.11,0.87,1.04,1.13
H1607,National,Central,Өмнөговь,MN46,Номгон,MN4605,"4-р баг, Эмгэнбулаг","4-р баг, Эмгэнбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.39,1.65,1.74,1.82,2.01,1.63,1.7,1.89
H1608,National,Central,Өмнөговь,MN46,Номгон,MN4605,"5-р баг, Богт","5-р баг, Богт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.52,0.61,0.75,0.95,1.12,0.86,0.98,1.08
H1609,National,Central,Өмнөговь,MN46,Сэврэй,MN4613,Сэврэй,,Адуу,4.46,3.9,3.76,2.71,2.98,3.25,3.25,3.31,3.53,3.18,3.05,3.31,3.47,3.3,3.33,2.87,2.75,2.6,2.65,2.69,2.55,2.71,2.65,3.05,3.64,4.35,4.82,5.56,6.21,6.36,6.47,5.05,2.76,2.7,2.79,2.67,2.52,2.79,3.23,3.61,3.19,3.29,3.45,3.86,4.11,4.63,5.14,5.87,5.94,6.49,5.07
H1610,National,Central,Өмнөговь,MN46,Сэврэй,MN4613,"1-р баг, Сайншанд","1-р баг, Сайншанд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1.07,1.07,1.19,1.32,1.56,1.44,1.6,1.17
H1611,National,Central,Өмнөговь,MN46,Сэврэй,MN4613,"2-р баг, Хоолт","2-р баг, Хоолт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.98,2.17,2.42,2.67,3.07,3.27,3.51,2.63
H1612,National,Central,Өмнөговь,MN46,Сэврэй,MN4613,"3-р баг, Буйлсан","3-р баг, Буйлсан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.8,0.87,1.02,1.14,1.24,1.23,1.38,1.27
H1613,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,Ханбогд,,Адуу,3.47,3.23,3.07,1.9,2.41,2.55,2.65,2.75,2.95,3.09,2.95,3,2.99,2.72,2.72,2.36,2.36,2.46,2.59,2.8,2.72,2.71,2.53,2.47,3.04,3.73,4.29,4.68,5.08,5.55,4.46,2.86,3.11,2.57,2.84,3.08,3.18,3.56,4.15,4.59,4.48,5.17,5.88,6.4,6.56,7.08,8.29,8.92,7.98,9.28,10.39
H1614,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"1-р баг, Номгон","1-р баг, Номгон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.17,1.26,1.35,1.49,1.59,1.62,1.84,2.02
H1615,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"2-р баг, Гавилууд","2-р баг, Гавилууд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.66,2.7,2.88,3.46,3.8,3.1,3.52,3.99
H1616,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"3-р баг, Жавхлант","3-р баг, Жавхлант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.97,1.05,1.14,1.41,1.54,1.44,1.85,2.19
H1617,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"4-р баг, Баян","4-р баг, Баян",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.61,1.55,1.7,1.92,1.97,1.81,2.05,2.18
H1618,National,Central,Өмнөговь,MN46,Ханбогд,MN4601,"5-р баг, Хайрхан","5-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.01,0.01,0.02,0.01,0.02,0.03
H1619,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,Ханхонгор,,Адуу,15.52,13.82,13.59,9.91,10.75,10.93,11.48,11.46,11.85,11.81,11.11,11.98,12.11,9.02,9.53,9.05,8.65,9.05,9.11,9.14,8.18,8.37,7.35,6.67,7.77,8.9,10.27,12.22,13.94,14.53,11.87,7.86,3.79,3.7,4.15,4.39,4.07,4.28,4.88,4.65,2.7,3.2,3.78,4.74,5.74,6.48,7.38,8.66,8.52,10.1,9.86
H1620,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"1-р баг, Мандах","1-р баг, Мандах",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.89,1.05,1.18,1.35,1.71,1.79,2.41,1.92
H1621,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"2-р баг, Өгөөмөр","2-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.26,1.67,1.71,1.9,2.28,2.16,2.43,2.31
H1622,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"3-р баг, Хондот","3-р баг, Хондот",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,1.07,1.19,1.36,1.63,1.86,1.73,1.83,2.12
H1623,National,Central,Өмнөговь,MN46,Ханхонгор,MN4607,"4-р баг, Жаргалант","4-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.52,1.83,2.23,2.5,2.82,2.83,3.42,3.51
H1624,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,Хүрмэн,,Адуу,4.84,4.79,4.6,3.16,3.7,4.06,4.37,4.5,4.72,4.99,4.95,5.34,5.75,4.99,5.16,4.89,4.35,4.5,4.56,4.99,4.43,4.51,4.21,4.23,4.96,5.46,6.23,7.19,8.16,7.93,8.08,2,0.77,0.99,1.16,1.37,1.45,1.74,2.08,2.29,1.96,2.38,2.91,3.42,4.1,4.84,5.53,6.3,5.76,6.72,7.29
H1625,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"1-р баг, Жанжин","1-р баг, Жанжин",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.69,0.87,1.05,1.23,1.28,1.04,1.16,1.33
H1626,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"2-р баг, Тулга","2-р баг, Тулга",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.41,1.7,2.07,2.29,2.62,2.3,2.66,2.98
H1627,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"3-р баг, Хүрмэн","3-р баг, Хүрмэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.32,1.53,1.71,2,2.4,2.43,2.9,2.98
H1628,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,Цогт-Овоо,,Адуу,7.67,6.87,7.28,6.72,7.12,6.66,6.86,6.78,6.88,6.78,6.43,6.36,5.71,4.71,4.6,4.4,4.34,4.47,4.77,4.82,4.33,4.6,4.92,4.38,4.99,5.72,6.62,7.33,8.34,8.71,3.97,3.76,2.59,1.92,2.11,2.35,2.52,2.83,3.09,2.95,1.26,1.49,1.74,2.08,2.37,2.58,3.15,3.84,3.96,4.5,4.19
H1629,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"1-р баг,Замын шанд","1-р баг,Замын шанд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.54,0.65,0.72,0.81,1.01,1.03,1.19,1.1
H1630,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"2-р баг, Бортээг","2-р баг, Бортээг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.71,0.85,0.93,1.25,1.54,1.67,1.88,1.81
H1631,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"3-р баг, Найз","3-р баг, Найз",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.83,0.87,0.92,1.1,1.29,1.26,1.42,1.29
H1632,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,Цогтцэций,,Адуу,9.22,7.51,7.84,6.82,7.7,8.1,8.78,8.96,9.05,9.01,7.75,7.61,7.53,6.05,5.88,5.65,5.47,5.87,6.28,6.55,6.01,5.73,5.45,4.99,5.79,6.61,7.53,8.86,10.01,10.97,8.19,5.86,4.3,2.85,3.23,3.56,3.74,4.38,4.93,4.26,2.72,3.22,3.9,4.47,5.03,5.65,6.64,8.23,8.27,9.62,10.13
H1633,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"1-р баг, Сийрст","1-р баг, Сийрст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.73,2.02,2.24,2.47,2.83,2.67,2.93,2.91
H1634,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"2-р баг, Билгэх","2-р баг, Билгэх",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.77,1.92,2.16,2.7,3.67,3.86,4.38,4.55
H1635,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"3-р баг ,Цагаан-Овоо","3-р баг ,Цагаан-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.96,1.08,1.22,1.39,1.68,1.65,2.12,2.24
H1636,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"4-р баг, Өгөөмөр","4-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.03,0.08,0.05,0.09,0.2,0.42
H1637,National,Central,Дундговь,MN48,Дундговь,,Дундговь,,Адуу,180.29,158.96,166.99,163.19,185.21,182.94,179.81,159.81,157.97,155.22,142.91,122.76,131.28,129.96,126.08,125.99,131.95,127.28,132.41,144.86,152.03,155.31,148.25,131.85,141.24,163.78,182.36,195.82,218,216.83,113.2,112,113.41,111.1,120.69,119.46,107.27,104.71,84.02,81.98,51.29,59.69,71.98,84.98,105.15,123.69,137.05,160.15,162.9,178.17,166.46
H1638,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,Сайнцагаан,,Адуу,12.93,10.73,11.77,11.74,13.94,13.33,13.09,11.59,11.91,11.8,9.79,8.03,9.02,9.53,9.23,8.78,9.31,8.66,9.05,10.4,11.16,11.12,10.98,9.64,9.78,12.5,14.19,14.7,16.22,20.63,11.06,12.32,12.28,12.28,13.4,12.67,10.57,10.53,8.73,8.93,6.15,7.32,8.72,10.23,12.9,15.31,16.87,18.81,18.47,19.69,18.52
H1639,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"1-р баг, Наран","1-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.41,1.64,2.23,2.57,2.8,2.55,2.77,2.71
H1640,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"2-р баг, Тэвш","2-р баг, Тэвш",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,3.93,4.89,5.58,6.13,6.63,6.22,6.45,5.46
H1641,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"3-р баг, Далай","3-р баг, Далай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.57,2.16,2.64,2.72,3.1,3.14,3.8,3.62
H1642,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"4-р баг, Үйзэн","4-р баг, Үйзэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.37,2.96,3.36,3.65,4.35,4.61,4.55,4.28
H1643,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"5-р баг, Аривжих","5-р баг, Аривжих",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.28,0.28,0.35,0.39,0.46,0.46,0.52,0.45
H1644,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"6-р баг, Боржигон","6-р баг, Боржигон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.21,0.21,0.35,0.4,0.36,0.33,0.37,0.37
H1645,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"7-р баг, Нарлаг","7-р баг, Нарлаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,0.29,0.29,0.43,0.44,0.41,0.42,0.74
H1646,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"8-р баг, Айраг","8-р баг, Айраг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.24,0.33,0.32,0.36,0.35,0.36,0.39,0.44
H1647,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"9-р баг, Мандал","9-р баг, Мандал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.07,0.14,0.2,0.21,0.32,0.39,0.42,0.45
H1648,National,Central,Дундговь,MN48,Адаацаг,MN4814,Адаацаг,,Адуу,10.1,8.82,9.12,8.69,9.65,9.94,9.42,6.64,6.31,6.35,5.57,5.05,5.77,6.09,6,6,6.33,6.16,6.9,7.51,8.53,8.73,7.89,7.93,9.14,11.47,13.39,14.4,15.96,16.48,9.03,8.99,8.18,7.66,8.68,9.95,10.33,10.39,7.43,7.55,5.18,5.83,7.02,8.07,10.11,11.9,13.27,15.54,15.35,16.06,14.53
H1649,National,Central,Дундговь,MN48,Адаацаг,MN4814,"1-р баг, Тавин","1-р баг, Тавин",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.38,0.5,0.59,0.65,0.69,0.56,0.6,0.63
H1650,National,Central,Дундговь,MN48,Адаацаг,MN4814,"2-р баг, Ар-Урт","2-р баг, Ар-Урт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.84,2.33,2.74,3.14,3.71,3.49,3.78,3.64
H1651,National,Central,Дундговь,MN48,Адаацаг,MN4814,"3-р баг, Өвөр-Урт","3-р баг, Өвөр-Урт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,2.11,2.55,2.82,3.12,3.65,3.36,3.59,3.22
H1652,National,Central,Дундговь,MN48,Адаацаг,MN4814,"4-р баг, Сүм","4-р баг, Сүм",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.32,2.86,3.43,3.67,4.35,4.75,4.98,4.44
H1653,National,Central,Дундговь,MN48,Адаацаг,MN4814,"5-р баг, Хашаат","5-р баг, Хашаат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.42,1.88,2.33,2.68,3.14,3.18,3.11,2.59
H1654,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,Баянжаргалан,,Адуу,9.54,9.12,9.27,9.34,10.24,10.2,9.86,9.11,9.51,9.28,8.4,8.82,8.11,8.25,7.98,7.76,7.76,6.75,6.11,6.42,6.38,6.47,6.29,5.29,5.47,5.9,6.62,6.45,7.25,6.94,5.32,4.8,4.93,5.6,5.78,4.77,4.05,3.77,3.05,3.17,2.08,2.29,2.83,3.23,3.84,4.33,4.21,4.92,5.82,6.69,6.88
