SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S1711,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"3-р баг, Жаргалант","3-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,7.54,8.8,9.97,11.08,13.81,15.45,18.32,17.62
S1712,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"4-р баг, Замын-Улаан","4-р баг, Замын-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,10.33,12.12,14.82,15.77,15.6,18.17,18.92,18.99
S1713,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,Эрдэнэдалай,,Хонь,108.78,102.09,113.05,117.96,126.56,122.96,127.17,118.98,127.83,130.82,134.86,132.66,138.95,138.63,124.56,124.86,127.16,113.36,103.61,122.88,132.03,140.04,146.7,138.03,138.15,139.45,141.65,154.59,165.45,150.93,92.11,102.67,98.87,104.08,116.7,128.85,141.45,157.2,158.47,163.38,78.8,94.49,120.86,144.6,172.08,195.76,222.55,260.96,274.96,288.96,257.05
S1714,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"1-р баг, Цавчир","1-р баг, Цавчир",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,10.47,14.49,18.96,23.77,30.14,32.37,34.64,32.46
S1715,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"2-р баг, Өнгөт","2-р баг, Өнгөт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76,18.41,21.73,24.95,28.63,35.4,37.82,39.17,33.48
S1716,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"3-р баг, Тэнгэлэг","3-р баг, Тэнгэлэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,17.41,21.58,24.42,28.19,32.83,32.9,34.48,29.89
S1717,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"4-р баг, Рашаант","4-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92,42.63,48.82,53.77,59.06,67.19,68.36,69.3,61.1
S1718,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"5-р баг, Цагаан-Овоо","5-р баг, Цагаан-Овоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.67,31.42,36.79,40.04,46.74,52.6,57.43,60.29,54.06
S1719,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"6-р баг, Сангийн далай","6-р баг, Сангийн далай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53,18.84,22.11,26.75,28.76,35.15,38,42.06,37.12
S1720,National,Central,Дундговь,MN48,Эрдэнэдалай,MN4815,"7-р баг, Сумын төв","7-р баг, Сумын төв",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,5.41,6.56,6.87,7.4,7.67,8.08,9.03,8.94
S1721,National,Eastern,Eastern,Eastern,Зүүн бүс,,Зүүн бүс,,Хонь,2201.31,2147.88,2185.74,2270.33,2359.37,2353.24,2220.24,2194.81,2369.81,2448.04,2302.36,2486.57,2416.29,2193.68,2128.39,2092.52,2033.62,1963.47,2035,2146.78,2214.24,2107.79,2012.33,1482.08,1527.23,1336.02,1341.12,1445.51,1617.59,1799.79,1844.41,1781.75,1773.56,1788.5,1817.72,1948.17,2157.99,2395.99,2429.97,2643.45,2580.3,2693.88,2953.36,3218.36,3653.44,3995.82,4311.7,5029.34,5423.34,5688.45,5641.71
S1722,National,Eastern,Дорнод,MN21,Дорнод,,Дорнод,,Хонь,726.62,737.18,706.96,738.09,767.8,780.09,724.6,714.46,785.53,801.81,760.68,838.5,824.95,729.78,672.48,673.86,624.91,631.24,638.28,652.94,661.22,617.46,529.8,443.25,376.26,319.36,314.01,343.64,385.16,432.06,438.45,425.73,418.51,406.9,424.01,469.88,527.29,611.4,688.61,704.09,550.79,555.36,584.78,592.99,673.35,745.32,831.36,1001.57,1147.69,1262.35,1303.06
S1723,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,Хэрлэн,,Хонь,0.21,0.24,0.21,0.27,0.2,0.19,0.17,2.17,2.08,4.01,4.37,6.17,5.55,4.32,5.75,6.25,6.94,7.04,9.98,13.88,24.03,32.07,39.07,38.22,43.9,45.93,47.83,52.95,59.17,64.06,57.57,47.53,42.12,35.62,36.11,40.08,45.23,47.01,51.18,56.47,34.07,39.07,44.03,46.75,54.08,60.76,67.82,72.47,71.71,74.14,57.3
S1724,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,1-р баг,1-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06,7.39,8.33,9.11,10.15,11.06,9.7,9.84,5.62
S1725,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,2-р баг,2-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,7.22,8.45,10.08,11.61,11.84,10.55,10.04,8.9
S1726,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,3-р баг,3-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.93,2.8,2.04,2.2,2.25,2.08,2.52,2.07
S1727,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,4-р баг,4-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5.69,6.79,7.58,7.71,8.98,8.49,10.57,9.36
S1728,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,5-р баг,5-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,2.91,3.44,3.38,4.31,2.96,3.51,4.29,3.18
S1729,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,6-р баг,6-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.06,4.76,6.75,7.54,8.93,9.06,8.82,6.8
S1730,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,7-р баг,7-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,4.66,5.06,3.45,3.4,3.4,3.38,4.21,4.26
S1731,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,8-р баг,8-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,2.71,2.52,3.01,3.58,3.57,3.48,3.39,3.41
S1732,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,9-р баг,9-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.76,3.68,5.37,6.37,7.23,9.59,9.34,5.41
S1733,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,10-р баг,10-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,7.43,8.26,10,10.94,12.25,7.61,6.61,5.08
S1734,National,Eastern,Дорнод,MN21,Хэрлэн,MN2106,11-р баг,11-р баг,Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,4.52,3.22
S1735,National,Eastern,Дорнод,MN21,Баяндун,MN2112,Баяндун,,Хонь,51.68,52.86,49.53,52.14,52.56,55.5,52.54,50.26,49.33,48.91,51.81,56.78,57.57,56.54,56.08,55.24,57.39,57.55,56.42,56.62,58.46,53.34,44.69,37.32,35.08,25.66,26.12,29.62,32.44,39.36,39.27,39.42,40.96,42.24,45.51,51.84,59.28,66.24,75.93,80.06,57.53,63.87,64.18,63.7,72.63,75.21,85.67,99.18,108.44,117.57,118.03
S1736,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"1-р баг, Түргэн","1-р баг, Түргэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,14.81,16.89,19.03,20.13,24.02,26.75,29.55,29.82
S1737,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"2-р баг, Хайрхан","2-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,11.22,13.15,12.76,14.64,17.5,19.59,21.73,23.66
S1738,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"3-р баг, Яргай","3-р баг, Яргай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25,18.85,23.01,22.92,27.14,30.01,31.67,33.63,34.33
S1739,National,Eastern,Дорнод,MN21,Баяндун,MN2112,"4-р баг, Наран","4-р баг, Наран",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46,18.82,19.59,20.5,23.76,27.64,30.43,32.67,30.22
S1740,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,Баянтүмэн,,Хонь,39.77,40.54,35.77,36.92,37.97,36.46,33.83,36.97,43.06,43.95,44.99,48.24,44.12,43.33,37.78,41.39,35.49,36.06,36.2,38.66,36.34,35.12,30.01,25.08,17.82,14.86,14.63,14.84,16.41,18.35,18.44,25.1,27.91,23.46,28.86,32.93,36.37,49.06,57.41,56.73,38.88,36.76,37.68,39.31,42.29,48.88,55.54,70.07,84.03,90.16,97.66
S1741,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"1-р баг, Цагаан дэрс","1-р баг, Цагаан дэрс",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.63,1.54,1.87,1.45,1.57,2.11,2.48,1.98
S1742,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"2-р баг, Жаргалант","2-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,16.75,17.85,21.3,24.83,31.66,36.44,40.5,44.81
S1743,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"3-р баг, Өлзийт баг","3-р баг, Өлзийт баг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16,13.58,13.57,15.01,17.08,21.1,24.75,26.14,27.08
S1744,National,Eastern,Дорнод,MN21,Баянтүмэн,MN2105,"4-р баг, Хотонт","4-р баг, Хотонт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,7.34,9.34,10.7,12.18,15.74,20.74,21.05,23.78
S1745,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,Баян-Уул,,Хонь,40.29,37.23,34.68,38.43,41.24,45.74,46.69,48.68,53.45,50.11,42.03,50.53,52.2,43.21,42.45,38.55,33.02,24.41,24.23,25.05,25.26,22.48,24.15,18.28,14.57,8.42,8.72,10.19,11.95,14.19,15.32,15.63,17.23,18.2,18.94,21.42,24.77,28.35,31.75,33.27,28.01,26.52,28.88,31.05,34.63,36.45,38.45,42.43,46.44,53.35,63.95
S1746,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"1-р баг, Заяат","1-р баг, Заяат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,4.73,5.6,7.55,8.42,8.95,9.92,11.64,12.45
S1747,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"2-р баг, Хар чулуут","2-р баг, Хар чулуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44,17.51,19.11,18.1,19.1,20.86,21.86,24.13,28.38
S1748,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"3-р баг, Урт","3-р баг, Урт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,5.3,6.01,6.31,6.53,6.67,8.51,10.86,12.65
S1749,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"4-р баг, Бэрх","4-р баг, Бэрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.68,0.95,1.09,1.17,1.99,2.32,2.34,5.55
S1750,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"5-р баг, Улз","5-р баг, Улз",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1.19,1.34,1.4,1.6,2.14,1.59,2.32,2.38
S1751,National,Eastern,Дорнод,MN21,Баян-Уул,MN2116,"6-р баг, Өвөр эрээн","6-р баг, Өвөр эрээн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.63,1.63,1.99,1.63,1.82,2.24,2.06,2.54
S1752,National,Eastern,Дорнод,MN21,Булган,MN2109,Булган,,Хонь,53.22,55.71,52.62,58.14,56.2,55.24,52.05,52.79,64.46,65.38,48.97,54.19,51.8,38.83,36.65,41.42,37.61,40.1,46.75,48.48,44.44,37.33,33.57,29.86,23.21,19.71,18.48,20.54,22.31,23.78,23.1,22.81,21.54,20.96,23.69,26.26,31.29,33.12,36.15,35.46,31.46,33.16,34.2,34.43,38.67,43.12,47.46,63.35,83.11,100.16,106.49
S1753,National,Eastern,Дорнод,MN21,Булган,MN2109,"1-р баг, Өндөр хошуу","1-р баг, Өндөр хошуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.15,2.65,3.42,3.55,3.96,3.98,5.38,6.8
S1754,National,Eastern,Дорнод,MN21,Булган,MN2109,"2-р баг, Хулсан шанд","2-р баг, Хулсан шанд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,12.33,13.33,13.86,15.34,20.58,26.65,29,29.93
S1755,National,Eastern,Дорнод,MN21,Булган,MN2109,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,9.95,10.65,11.78,13.11,18.46,24.83,32.07,32.8
S1756,National,Eastern,Дорнод,MN21,Булган,MN2109,"4-р баг, Чулуут","4-р баг, Чулуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,9.99,12.04,14.07,15.46,20.34,27.65,33.72,36.96
S1757,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,Гурванзагал,,Хонь,35.75,35.93,36.28,39.18,36.25,37.15,31.8,32.29,34.22,36.33,36.25,42.12,38.73,30.58,32.76,35.92,31.52,32.5,30.56,31.02,33.1,26.12,21.36,15.74,10.59,7.33,7.59,8.84,9.69,11.33,12.18,11.09,12.2,12.95,13.04,16.36,20.04,26.52,30.93,30.44,27.91,28.52,32.79,35.53,40.76,46.28,54.24,69.12,77.18,85.9,88.39
S1758,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"1-р баг, Рашаант","1-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12,14.19,17.21,20.29,23.59,29.69,32.37,35.45,37.88
S1759,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"2-р баг, Цагаан хошуу","2-р баг, Цагаан хошуу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02,17.18,18.31,19.98,23.31,29.3,32.61,35.64,35.27
S1760,National,Eastern,Дорнод,MN21,Гурванзагал,MN2108,"3-р баг, Сүмийн булаг","3-р баг, Сүмийн булаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.16,5.24,6.01,7.35,10.13,12.19,14.81,15.24
S1761,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,Дашбалбар,,Хонь,94.67,96.31,99.72,103.53,96.28,100.1,93.19,90.64,96.77,96.4,90.34,100.2,101.17,96.24,96.56,91.08,87.69,88.42,81.76,81.25,86.27,81.68,71.3,57.95,49.72,39.96,38.44,42.11,48.96,54.69,58,54.54,53.12,56.27,57.33,61.39,65.96,72.41,80.85,87.65,86.43,90.76,87.61,92.86,102.39,111.65,126.59,148.89,171.15,183.89,192.17
S1762,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"1-р баг, Сэвсүүл жараахай","1-р баг, Сэвсүүл жараахай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01,23.96,27.8,31.74,35.66,42.39,46.41,49.15,52.37
S1763,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"2-р баг, Харзат","2-р баг, Харзат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,22.68,26.05,29.65,33.4,40.03,47.6,51.23,55.68
S1764,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"3-р баг, Чух","3-р баг, Чух",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.59,24.89,23.87,25.33,28.01,34.1,37.62,41.3,40.13
S1765,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"4-р баг, Номинт","4-р баг, Номинт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,14.07,16.19,16.85,19.99,21.89,25.75,26.06,26.55
S1766,National,Eastern,Дорнод,MN21,Дашбалбар,MN2110,"5-р баг, Улз","5-р баг, Улз",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.06,7.26,8.49,8.08,9.54,10.47,13.77,16.15,17.45
S1767,National,Eastern,Дорнод,MN21,Матад,MN2102,Матад,,Хонь,65.24,63.24,63.5,64.25,65.01,67.23,59.45,53.55,61.77,61.21,60.69,66.97,68.13,67.23,62.25,59.21,55.25,55.79,56.53,55.19,51.95,47.33,41,33.18,26.04,21.54,20.42,19.63,20.53,23.2,24.97,24.91,25.1,26.79,26.69,27.58,33.02,36.58,39.34,39.43,40.14,34.79,35.46,35.56,38.17,42.32,47.42,61.59,67.95,74.39,82.66
S1768,National,Eastern,Дорнод,MN21,Матад,MN2102,"1-р баг, Жаргалант","1-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,10.55,11.81,13.17,14.07,17.69,20.01,22.69,24.6
S1769,National,Eastern,Дорнод,MN21,Матад,MN2102,"2-р баг, Баянхангай","2-р баг, Баянхангай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76,9.22,10.45,11.17,12.63,17.81,18.9,21.56,22.83
S1770,National,Eastern,Дорнод,MN21,Матад,MN2102,"3-р баг, Түмэнхаан","3-р баг, Түмэнхаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,7.95,3.28,3.7,4.14,4.31,5.01,5.42,6.6
S1771,National,Eastern,Дорнод,MN21,Матад,MN2102,"4-р баг, Буян-Өндөр","4-р баг, Буян-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,6.9,7.21,7.92,9.42,12.27,14.33,15.06,16.9
S1772,National,Eastern,Дорнод,MN21,Матад,MN2102,"5-р баг, Мэнэн","5-р баг, Мэнэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,0.95,0.94,0.95,0.86,0.96,1.16,1.11,1.4
S1773,National,Eastern,Дорнод,MN21,Матад,MN2102,"6-р баг, Эрдэнэбадрах","6-р баг, Эрдэнэбадрах",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,5.42,6.31,8.55,8.55,8.54,10.33
S1774,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,Сэргэлэн,,Хонь,59.87,62.22,52.94,56.12,65.13,64.41,58.42,62.78,69.67,71.1,72.25,78.64,77.18,66.61,59.81,57.4,47.93,47.94,47.85,48.08,48.97,49.72,42.87,40.57,40.17,36.48,38.38,44.38,49.2,53.87,56.38,51.63,46.95,46,48.4,54.27,59.42,68.43,79.5,79.85,44.28,46.39,49.91,53.7,64.85,74.73,75.46,88.07,107.55,118.6,114.32
S1775,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"1-р баг, Барчин","1-р баг, Барчин",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,10.95,14.27,16.18,14.62,17.29,23.21,26.73,27.54
S1776,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"2-р баг, Архоолой","2-р баг, Архоолой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91,21.08,25.88,29.81,29.77,34.33,40.78,44.29,39.06
S1777,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"3-р баг, Баян","3-р баг, Баян",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,7.65,8.75,10.57,11.16,13.76,16.24,17.88,17.69
S1778,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"4-р баг, Очир хүрээ","4-р баг, Очир хүрээ",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,10.48,11.75,13.28,14.75,16.38,19.3,20.72,20.75
S1779,National,Eastern,Дорнод,MN21,Сэргэлэн,MN2111,"5-р баг, Галын гол","5-р баг, Галын гол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.54,4.19,4.89,5.17,6.3,8.01,8.98,9.28
S1780,National,Eastern,Дорнод,MN21,Халхгол,MN2101,Халхгол,,Хонь,58.67,60.54,61.48,65.08,65.85,65.62,69.2,73.77,75.31,79.42,63.3,62.62,64.67,61.17,44.55,45.7,43.65,44.26,43.96,43.79,41.12,36.13,24.6,16.15,17.72,14.02,12.6,13.03,12.87,12.68,13.46,13.78,13.48,12.45,11.41,11.9,12.81,21.73,25.44,24.86,27.88,25.3,26.48,10.98,13.35,16.99,19.59,24.52,28.48,34.6,34.42
S1781,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"1-р баг, Цогтсүмбэр","1-р баг, Цогтсүмбэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.5,0.59,0.94,1.45,1.78,2.4,2.44,2.3
S1782,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"2-р баг, Ялалт","2-р баг, Ялалт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,6.79,6.22,8.19,9.79,13.2,15.24,18.17,17.95
S1783,National,Eastern,Дорнод,MN21,Халхгол,MN2101,"3-р баг, Ташгай","3-р баг, Ташгай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,3.69,6.54,7.87,8.35,9.55,10.84,13.98,14.17
S1784,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,Хөлөнбуйр,,Хонь,52.64,5.59,51.05,54.77,57.64,56.8,48.21,45.46,53.26,55.21,51.86,57.02,60.35,46.74,39.11,41.2,38.55,39.37,40.05,39.87,39.41,35.58,30.38,25.05,21.73,19.73,19.29,20.86,23.42,25.68,26.92,27.03,26.45,22.8,24.6,26.66,29.97,34.52,36.85,37.39,32.03,34.08,37.53,39.03,44.51,48.96,56.12,69.61,79.9,84.91,83.96
S1785,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"1-р баг, Баян-Өлзийт","1-р баг, Баян-Өлзийт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,19.56,21.95,23.47,27.91,36.52,40.65,45.88,48.54
S1786,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"2-р баг, Батхаан","2-р баг, Батхаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,14.43,16.6,18.94,20.27,23.76,28.56,27.67,23.37
S1787,National,Eastern,Дорнод,MN21,Хөлөнбуйр,MN2115,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,5.04,5.96,6.55,7.94,9.33,10.69,11.36,12.04
S1788,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,Цагаан-Овоо,,Хонь,100.49,155.77,99.08,94.53,109.06,106.43,102.12,98.19,109.22,109.49,100.22,115.32,113.05,90.25,87.06,87,78.18,78.4,85.13,87.39,88.3,83.89,64.61,52.14,42.54,38,36.09,38.89,44.25,50.8,52.75,52.53,50.91,47.87,48.5,52.57,57.87,69.61,77.71,79.14,50.35,46.36,54.44,56.48,64.04,64.47,72.91,82.69,96.26,106.08,112.98
S1789,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"1-р баг, Баянгол","1-р баг, Баянгол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,6.95,7.31,8.03,9.78,9.13,12.7,14.88,16.22
S1790,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"2-р баг, Элст","2-р баг, Элст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,8.91,9.3,9.71,12.62,14.07,18.12,19.65,21.34
S1791,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"3-р баг, Зүрх","3-р баг, Зүрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,12.63,14.45,14.13,15.63,17.75,20.36,21.48,23
S1792,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"4-р баг, Хүрээт","4-р баг, Хүрээт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,10.6,12.78,13.11,14.04,17.07,19.34,20.53,20.7
S1793,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"5-р баг, Гүн цэнгэлэг","5-р баг, Гүн цэнгэлэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,9.05,10.89,9.62,9.68,11.68,12.23,15.3,16.21
S1794,National,Eastern,Дорнод,MN21,Цагаан-Овоо,MN2113,"6-р баг, Хөөвөр","6-р баг, Хөөвөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,8.35,9.32,9.87,11.15,13,13.51,14.24,15.52
