SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S1627,National,Central,Өмнөговь,MN46,Хүрмэн,MN4610,"3-р баг, Хүрмэн","3-р баг, Хүрмэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,6.75,7.59,8.38,9.69,10.26,9.26,10.65,11.36
S1628,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,Цогт-Овоо,,Хонь,24.74,23.51,27.5,29.31,33.67,34.79,35.59,36.92,37.33,36.93,32.52,34.27,33,32.7,37.38,34.03,33.89,35.78,37.07,35.64,31.89,32.7,29.14,23.38,24.72,25.57,27.5,29.04,31.54,31.96,23.4,19.01,15.48,10.2,11.31,12.06,13.21,16.54,20.8,22.82,9.6,12.25,15.2,18.48,22.01,26.17,32.81,42.4,46.01,50.83,44.36
S1629,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"1-р баг,Замын шанд","1-р баг,Замын шанд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,3.27,3.73,4.66,5.62,8.39,8.4,9.96,8.47
S1630,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"2-р баг, Бортээг","2-р баг, Бортээг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,7.77,9.84,11.87,15.31,18.82,20.36,21.76,19.51
S1631,National,Central,Өмнөговь,MN46,Цогт-Овоо,MN4606,"3-р баг, Найз","3-р баг, Найз",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,7.44,8.44,9.64,11.88,15.2,17.26,19.1,16.38
S1632,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,Цогтцэций,,Хонь,24.43,20.3,20.86,20.15,21.75,22.39,22.57,23.41,25.03,24.35,20.21,21.58,22.46,22.62,25.45,20.62,20.48,23.08,24.05,25.42,20.94,20.96,19.25,19.29,22.29,24.26,27.25,30.79,32.98,37.16,30.8,22.72,18.67,13.35,15.76,18.06,20.63,24.89,29.77,26.66,11.32,14.62,17.53,21.4,23.84,25.92,33.23,42.53,46.57,54.47,52.87
S1633,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"1-р баг, Сийрст","1-р баг, Сийрст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,7.83,8.5,8.64,10.33,12.89,13.44,15.9,15.48
S1634,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"2-р баг, Билгэх","2-р баг, Билгэх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,7.88,8.84,9.48,12.31,16.54,18.7,20.39,20.47
S1635,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"3-р баг ,Цагаан-Овоо","3-р баг ,Цагаан-Овоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,5.41,6.13,7.17,10.28,12.91,14.19,17.65,16.17
S1636,National,Central,Өмнөговь,MN46,Цогтцэций,MN4604,"4-р баг, Өгөөмөр","4-р баг, Өгөөмөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29,0.37,0.63,0.31,0.19,0.25,0.53,0.75
S1637,National,Central,Дундговь,MN48,Дундговь,,Дундговь,,Хонь,708.96,635.53,707.05,732.16,776.34,756.02,789.12,726.22,788.23,782.05,734.06,730.36,775.2,778.74,711.24,711.61,720.49,662.47,655.06,744.73,801.32,841.86,859.46,785.75,769.68,810.85,842.1,901.42,971.51,966.52,663.77,684.95,685.55,724.01,786.95,819.66,867.09,944.3,917.91,973.78,529.72,623.49,775.8,922.34,1114.85,1266.23,1437.14,1686.2,1831.06,1942.7,1791.22
S1638,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,Сайнцагаан,,Хонь,53.59,35.76,41.07,44.58,50.69,55.48,59.63,49.52,56.75,56.79,50.9,49.62,51.99,54.67,50.85,52.75,55.69,51.63,53.39,61.28,63.73,64.18,71.88,58.33,56.99,60.29,63.44,64.64,68.1,104.01,63.24,72.32,74.13,79.63,82.84,83.41,86.07,93.89,94.02,101.93,50.14,61.53,78.22,93,116.21,134.49,154.96,178.17,187.28,196.02,184.9
S1639,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"1-р баг, Наран","1-р баг, Наран",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,12.33,14.79,18.52,21.3,26.38,27.49,29.25,27.3
S1640,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"2-р баг, Тэвш","2-р баг, Тэвш",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,26.52,31.47,36.16,40.89,46.52,45.05,47.32,42.9
S1641,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"3-р баг, Далай","3-р баг, Далай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.06,19.58,25.57,31.48,35.4,40.79,44.11,48.17,45.25
S1642,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"4-р баг, Үйзэн","4-р баг, Үйзэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17,25.77,30.44,32.14,36.57,40.38,44.1,42.89,39.21
S1643,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"5-р баг, Аривжих","5-р баг, Аривжих",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.66,2.44,2.98,4.27,5.33,6,6.43,6.53
S1644,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"6-р баг, Боржигон","6-р баг, Боржигон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.42,1.98,2.31,2.97,2.97,3.18,3.61,4.29
S1645,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"7-р баг, Нарлаг","7-р баг, Нарлаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.57,3.31,3.92,4.26,4.29,4.35,4.82,5.85
S1646,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"8-р баг, Айраг","8-р баг, Айраг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,3.1,3.84,4.1,5.4,6.01,5.85,6.02,6.28
S1647,National,Central,Дундговь,MN48,Сайнцагаан,MN4809,"9-р баг, Мандал","9-р баг, Мандал",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,1.06,2.37,2.89,3.92,5.5,7.16,7.52,7.29
S1648,National,Central,Дундговь,MN48,Адаацаг,MN4814,Адаацаг,,Хонь,56.22,38.25,47.78,51.43,57.89,57.45,57.42,35.92,44.52,44.59,47.89,47.35,53.22,54.26,45.04,45.64,45.92,41.26,45.46,49.31,52.85,55.28,53.91,50.53,47.88,53,56.66,59.55,65.6,68.75,55.16,54.05,46.01,47.46,52.09,57.84,64.72,70.73,67.6,74.43,38.58,44.44,57.27,65.52,83.52,94.59,108.02,130.21,137.41,142.77,130.28
S1649,National,Central,Дундговь,MN48,Адаацаг,MN4814,"1-р баг, Тавин","1-р баг, Тавин",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.36,2.41,2.77,3.5,4.58,5.18,5.45,5.15
S1650,National,Central,Дундговь,MN48,Адаацаг,MN4814,"2-р баг, Ар-Урт","2-р баг, Ар-Урт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88,14.88,19.06,21,24.26,30.06,31.18,30.74,27.38
S1651,National,Central,Дундговь,MN48,Адаацаг,MN4814,"3-р баг, Өвөр-Урт","3-р баг, Өвөр-Урт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98,14.53,17.56,19.81,22.93,27.68,27.82,29.83,28.15
S1652,National,Central,Дундговь,MN48,Адаацаг,MN4814,"4-р баг, Сүм","4-р баг, Сүм",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.03,18.95,24.52,27.69,31.43,37.37,40.35,43.42,39.75
S1653,National,Central,Дундговь,MN48,Адаацаг,MN4814,"5-р баг, Хашаат","5-р баг, Хашаат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,15.8,19.98,23.31,25.9,30.51,32.88,33.34,29.85
S1654,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,Баянжаргалан,,Хонь,31.78,33.96,37.4,34.95,34.44,31.47,31.24,25.91,28.65,29.59,27.77,31.4,29.63,28.86,30.31,31.43,33.26,27.68,27.13,31.15,32.02,32.68,34.2,30.63,27.76,27.05,27.98,28.47,30.28,30.43,27.7,27.75,28.3,30.81,33.95,31.95,32.96,34.53,31.17,33.78,31.46,33.84,41.07,46.51,55.3,57.51,57.55,66.75,74.54,83.68,79.93
S1655,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"1-р баг, Шилийн гол","1-р баг, Шилийн гол",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79,20.32,23.21,23.51,23.12,26.99,29.96,31.76,31.35
S1656,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"2-р баг, Энгэр-Ус","2-р баг, Энгэр-Ус",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19,23.87,29.06,30.79,30.77,35.79,39.94,45.96,42.22
S1657,National,Central,Дундговь,MN48,Баянжаргалан,MN4802,"3-р баг, Аргатай","3-р баг, Аргатай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,2.32,3.04,3.22,3.67,3.97,4.64,5.96,6.37
S1658,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,Говь-Угтаал,,Хонь,44.34,42.93,44.82,47.8,50.24,49.73,50.34,49.14,51.65,53.88,43.09,47.95,49.55,50.86,45.17,47.97,44.69,41.31,41.23,44.6,48.15,53.69,50.03,41.53,43.23,44.41,47,50.18,55.32,57.96,43.39,42.96,43.74,47.09,49.07,49.78,53.6,56.88,47.33,52.04,38.15,41.77,49.61,60.6,71.39,77.96,82.16,92.2,94.69,103.54,103.73
S1659,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"1-р баг, Ажирхай","1-р баг, Ажирхай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,20.81,24.18,27.38,30.15,32.95,34.97,37.58,37.4
S1660,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"2-р баг, Морьт","2-р баг, Морьт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77,20.69,25.55,27.77,28.27,33.37,34.74,36.64,37.71
S1661,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"3-р баг, Хонгор","3-р баг, Хонгор",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27,19.1,21.66,22.81,23.73,25.88,24.98,25.26,25.76
S1662,National,Central,Дундговь,MN48,Говь-Угтаал,MN4807,"4-р баг, Өрнөлт","4-р баг, Өрнөлт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,2.86
S1663,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,Гурвансайхан,,Хонь,62.27,57.52,61.32,60.83,60.34,53.17,55.25,57.25,58.64,57.09,50.6,45.28,46.66,48.75,45.79,43.9,45.67,44.46,42.28,46.3,50.65,57.87,58.85,55.78,58.46,60.89,62.12,64.94,70.07,73.28,48.16,54.1,58.28,67.22,70.82,72.61,74.78,79.95,78.26,84.97,54.15,59.9,70.85,85.58,98.2,109.88,120.21,139.64,155.36,169.46,163.7
S1664,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"1-р баг, Элгэн","1-р баг, Элгэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,27.13,28.76,30.3,32.48,37.88,39.47,42.41,39.98
S1665,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"2-р баг, Дэрсэнэ ус","2-р баг, Дэрсэнэ ус",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43,19.69,23.69,27.16,30.83,37.49,43.44,48.59,45.29
S1666,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"3-р баг, Чулуут","3-р баг, Чулуут",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51,19.26,22.02,25.14,27.31,32.46,36.5,39.5,39.25
S1667,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"4-р баг, Гурвансайхан","4-р баг, Гурвансайхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26,18.77,22.91,26.19,27.9,30.74,34.72,37.1,37
S1668,National,Central,Дундговь,MN48,Гурвансайхан,MN4806,"5-р баг, Суугаант","5-р баг, Суугаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.73,0.82,1.09,1.68,1.06,1.24,1.87,2.19
S1669,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,Дэлгэрхангай,,Хонь,41.54,40.7,46.79,49.76,53.42,50.55,50.56,52.91,51.44,45.87,47.35,40.64,46.43,47.18,47.22,41.61,41.32,43.69,45.52,48.4,49.63,46.27,44.99,38,36.64,37.27,36.85,40,41.97,40.42,21.58,24.95,23.66,20.52,24.86,27.48,29.51,34.86,40,38.12,11.32,15.07,19.62,25.08,34.45,40.74,51.71,65.7,75.79,80.23,70.61
S1670,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"1-р баг, Толь","1-р баг, Толь",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,4.85,6.92,8.42,11.35,15.14,18.45,19.34,17.46
S1671,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"2-р баг, Таргат","2-р баг, Таргат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,5.03,6.57,7.64,9.82,12.3,14.74,17.29,14.74
S1672,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"3-р баг, Ар шавагтай","3-р баг, Ар шавагтай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,4.49,6.89,8.49,10.9,13.98,15.61,15.8,13.74
S1673,National,Central,Дундговь,MN48,Дэлгэрхангай,MN4817,"4-р баг, Номгон","4-р баг, Номгон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,10.71,14.07,16.19,19.64,24.28,27,27.8,24.66
S1674,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,Дэлгэрцогт,,Хонь,31.26,19.07,23.08,23.97,28,31.18,34.25,29.44,33.65,34.01,36.51,36.49,43.98,43.86,34.7,37.23,37.03,31.17,32.78,36.07,41.42,44.27,46.05,39.86,35.25,38.53,41.83,46.36,51.96,52.62,37.78,39.62,36.03,38.08,39.77,42.67,45.5,47.81,41.71,46.75,22.49,26.37,31.61,38.17,50.51,60.61,70.9,85.01,87.85,94.31,83.12
S1675,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"1-р баг, Баянбулаг","1-р баг, Баянбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,11.07,15.05,18.64,21.35,26.56,28.47,33,29.43
S1676,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"2-р баг, Цахиурт","2-р баг, Цахиурт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44,16.69,21.49,25.36,29.45,34.97,34.26,34.71,31.07
S1677,National,Central,Дундговь,MN48,Дэлгэрцогт,MN4811,"3-р баг, Дэлгэр-Эмт","3-р баг, Дэлгэр-Эмт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,10.41,13.97,16.62,20.11,23.49,25.12,26.6,22.62
S1678,National,Central,Дундговь,MN48,Дэрэн,MN4808,Дэрэн,,Хонь,38.05,30.72,34.93,36.82,41.76,45.83,52.27,46.85,53.86,54.64,45.69,48.66,51.86,51.79,40.54,42.25,40.51,33.87,30.2,36.36,43.48,51.65,53.44,48.22,48.3,51.8,56.53,61.16,69.05,74.4,54.24,53.09,55.02,56.68,59.86,65.24,68.84,74.49,63.92,67.49,33.03,38.19,49.25,61.98,76.17,86.31,99.57,112.78,122.76,135.02,130.8
S1679,National,Central,Дундговь,MN48,Дэрэн,MN4808,"1-р баг, Алаг-Өндөр","1-р баг, Алаг-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,13.96,17.56,19.6,23.27,27.65,30.89,34.08,34.04
S1680,National,Central,Дундговь,MN48,Дэрэн,MN4808,"2-р баг, Саруул","2-р баг, Саруул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97,18.68,23.05,24.63,28.48,29.94,33.12,35.17,33
S1681,National,Central,Дундговь,MN48,Дэрэн,MN4808,"3-р баг, Долоод","3-р баг, Долоод",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,13.79,16.77,20.03,21.93,25.14,26.78,30.34,29.23
S1682,National,Central,Дундговь,MN48,Дэрэн,MN4808,"4-р баг, Бумбат","4-р баг, Бумбат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31,15.55,18.78,22.05,25.9,30.05,31.98,35.43,34.52
S1683,National,Central,Дундговь,MN48,Луус,MN4812,Луус,,Хонь,48.48,45.68,50.5,51.19,51.16,48.28,52.78,50.22,55.8,56.78,53.48,48.36,53.31,56.75,46.76,42.82,43.2,39.54,39.54,45.1,48.39,51.84,51.78,53.35,49.66,54.64,53.99,58.37,62.78,61.64,42.51,49.3,49.84,51.16,52.76,51.95,52.63,57.08,56.88,58.49,25.91,29.58,36.19,43.52,51.39,57.77,65.46,79.38,88.77,88.35,78.62
S1684,National,Central,Дундговь,MN48,Луус,MN4812,"1-р баг, Суварга","1-р баг, Суварга",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.82,18.2,21.75,25.2,28.13,32.66,36.31,36.32,31.33
S1685,National,Central,Дундговь,MN48,Луус,MN4812,"2-р баг, Наран","2-р баг, Наран",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21,13.02,16.07,17.32,20.89,26.71,28.79,28.97,26.7
S1686,National,Central,Дундговь,MN48,Луус,MN4812,"3-р баг, Зүлэгтий","3-р баг, Зүлэгтий",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,12.3,13.57,15.25,16.44,20.01,23.67,23.06,20.59
S1687,National,Central,Дундговь,MN48,Өлзийт,MN4804,Өлзийт,,Хонь,37.82,38.44,42.13,41.79,41.83,36.24,36.8,37.39,39.72,39.2,36.14,35.25,34.61,33.58,30.82,30.3,32.16,33.26,34.15,37.05,36.71,41.11,41.57,40.22,44.73,49.72,52.53,56.72,62.09,66.76,46.96,49.26,52.55,48.19,53.54,51.89,52.3,54.89,54.16,60.11,37.64,45.64,53.7,62.92,73.95,84.97,103.1,124.57,146.81,161.59,145.64
S1688,National,Central,Дундговь,MN48,Өлзийт,MN4804,"1-р баг, Буянт","1-р баг, Буянт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81,12.49,14.82,18.32,22.06,27.05,31.73,32.63,30.95
S1689,National,Central,Дундговь,MN48,Өлзийт,MN4804,"2-р баг, Буянт-2","2-р баг, Буянт-2",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65,23.64,26.89,29.38,34.06,38.94,46.09,49.08,43.35
S1690,National,Central,Дундговь,MN48,Өлзийт,MN4804,"3-р баг, Тагт","3-р баг, Тагт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,5.49,6.84,7.72,11.64,13.99,17.65,19.79,18.54
S1691,National,Central,Дундговь,MN48,Өлзийт,MN4804,"4-р баг, Дэрт-1","4-р баг, Дэрт-1",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,7.76,8.86,10.9,12.96,16.13,19.07,21.95,18.67
S1692,National,Central,Дундговь,MN48,Өлзийт,MN4804,"5-р баг, Дэрт-2","5-р баг, Дэрт-2",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.98,13.01,15.84,17.68,21.17,26.35,30.33,36.31,32.37
S1693,National,Central,Дундговь,MN48,Өлзийт,MN4804,"6-р баг, Рашаант","6-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.53,0.7,0.98,1.21,2.1,1.95,1.83,1.77
S1694,National,Central,Дундговь,MN48,Өндөршил,MN4801,Өндөршил,,Хонь,26.28,28.97,30.46,30.91,31.21,26.58,27.57,26.21,27.44,28.35,23.02,25.24,26.8,28.28,27.91,28.66,29.94,27.32,30.71,32.3,31.88,34.57,29.67,28.68,26.96,26.93,27.47,27.77,29.14,30.91,25.97,26.17,27.14,30.28,37.43,36.95,31.38,31.78,31.21,36.85,36.07,41.31,51.31,59.54,66.85,70.9,72.93,80.73,86.83,94.17,92.08
S1695,National,Central,Дундговь,MN48,Өндөршил,MN4801,"1-р баг, Цог","1-р баг, Цог",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.26,29.56,34.46,37.04,38.09,42.53,42.9,46.47,44.38
S1696,National,Central,Дундговь,MN48,Өндөршил,MN4801,"2-р баг, Талын нар","2-р баг, Талын нар",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.05,29.98,32.4,33.86,34.83,38.21,41.01,44.87,45.65
S1697,National,Central,Дундговь,MN48,Өндөршил,MN4801,"3-р баг, Бөхт","3-р баг, Бөхт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.83,2.05
S1698,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,Сайхан-Овоо,,Хонь,37.17,37.41,44.07,44.19,46.46,46.33,46.76,50.99,50.51,46.69,46.07,45.05,51.1,52.47,54.91,54.94,53.77,50.66,45.28,53.65,58.33,57.2,59.49,49.98,44.66,45.92,45.05,48.39,51.07,49.43,28.53,32.12,34.29,35.97,40.93,44.43,50.28,55.58,57.72,55.96,16.62,22.34,30.39,37.75,45.59,54.41,65.6,80.99,89.65,90.42,75.51
S1699,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"1-р баг, Онги","1-р баг, Онги",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,7.96,9.99,11.74,14.42,18.62,21.06,22.09,18.42
S1700,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"2-р баг, Мааньт","2-р баг, Мааньт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,8.39,10.31,12.94,16.06,19.69,21.3,20.77,16.49
S1701,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"3-р баг, Найз","3-р баг, Найз",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,8.05,9.88,11.84,13.68,16.89,18.84,19.32,17.39
S1702,National,Central,Дундговь,MN48,Сайхан-Овоо,MN4818,"4-р баг, Төгрөг","4-р баг, Төгрөг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52,13.34,15.41,17.89,21.44,25.78,28.45,28.23,23.21
S1703,National,Central,Дундговь,MN48,Хулд,MN4813,Хулд,,Хонь,35.22,37.48,41.98,44.71,46.32,45.27,48.64,45.71,48.15,40.05,41.36,38.2,42.8,45.64,43.08,41.27,42.71,43.34,42.47,48.36,52,46.57,50.06,49.05,53.3,57.87,58.64,61.4,63.66,57.97,35.14,37.83,39.93,46.02,50.48,50.5,55.64,64.02,66.57,70.29,34.64,45.47,56.65,62.61,75.72,88.38,106.34,127.17,140.63,139.09,119.8
S1704,National,Central,Дундговь,MN48,Хулд,MN4813,"1-р баг, Шувуутай","1-р баг, Шувуутай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.03,12.87,15.77,17.64,20.8,24.81,26.38,25.31,20.39
S1705,National,Central,Дундговь,MN48,Хулд,MN4813,"2-р баг, Олдох","2-р баг, Олдох",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67,15.68,18.58,23.01,29.39,36.72,40.86,39.89,33.97
S1706,National,Central,Дундговь,MN48,Хулд,MN4813,"3-р баг, Уул","3-р баг, Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68,14.9,17.45,20.67,24.29,30.41,33.74,35.16,30.72
S1707,National,Central,Дундговь,MN48,Хулд,MN4813,"4-р баг, Бүлээн","4-р баг, Бүлээн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28,19.17,23.92,27.07,31.86,35.24,39.64,38.74,34.72
S1708,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,Цагаандэлгэр,,Хонь,49.49,43.31,46.75,50.04,54.23,53.64,56.45,47.6,57.69,61.93,49.12,57.9,54.1,42.87,43.08,43.63,44.24,36.1,36.25,44.93,49.18,48.23,48,43.4,35.11,35.66,37.34,39.92,45.47,47.01,41.32,18.76,17.77,20.81,21.87,24.12,27.45,30.61,28.9,29.2,20.74,23.56,29.2,34.98,43.52,51.96,56.08,61.93,67.71,75.09,75.46
S1709,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"1-р баг, Хараат","1-р баг, Хараат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,10.73,13.13,14.44,15.35,16.76,17.44,19.48,20.54
S1710,National,Central,Дундговь,MN48,Цагаандэлгэр,MN4803,"2-р баг, Дэлгэрэх зам","2-р баг, Дэлгэрэх зам",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.38,9.47,12.73,13.88,15.76,16.65,18.37,18.32
